"GID_0","NAME_0","GID_1","NAME_1","population","arab_abundance","fun_abundance","gamb_abundance","arab_pop_weighted_abundance","fun_pop_weighted_abundance","gamb_pop_weighted_abundance","year"
"TGO","Togo","TGO.1_1","Centre",851695.857635498,0.442624102701265,0.181754872381913,0.375621024916822,0.431264749309192,0.189538535894104,0.379196714796704,2020
"TGO","Togo","TGO.2_1","Kara",931589.149037838,0.516390851069718,0.148330084270616,0.335279064659666,0.539522194136766,0.153788168303552,0.306689637559682,2020
"TGO","Togo","TGO.3_1","Maritime",3792645.07204819,0.649595158684179,0.134573649675254,0.215831191640567,0.748262354633141,0.0996184879826175,0.152119157384242,2020
"TGO","Togo","TGO.4_1","Plateaux",1784073.22741413,0.572742087748641,0.151464742463058,0.275793169788301,0.565635245942222,0.159912668108901,0.274452085948876,2020
"TGO","Togo","TGO.5_1","Savanes",1176584.93289757,0.5989603324801,0.188932239871211,0.212107427648688,0.613691366333587,0.221972063603476,0.164336570062937,2020
"TZA","Tanzania","TZA.1_1","Arusha",2093063.03076403,0.931955157276628,0.0633944467871891,0.00465039593618337,0.92598758708326,0.0668830842501281,0.00712932866661162,2020
"TZA","Tanzania","TZA.2_1","Dar es Salaam",6498776.41327477,0.439310026369822,0.217564720535754,0.343125253094424,0.55253004891709,0.162954883432478,0.284515067650432,2020
"TZA","Tanzania","TZA.3_1","Dodoma",2471772.12403482,0.88680996880815,0.112866233343751,0.00032379784809989,0.885930448669294,0.113909351634209,0.000160199696496703,2020
"TZA","Tanzania","TZA.4_1","Geita",2447769.90239057,0.241277183383697,0.165504341634476,0.593218474981826,0.245811648508057,0.148556441398482,0.605631910093461,2020
"TZA","Tanzania","TZA.5_1","Iringa",1043425.46583501,0.878599559331284,0.0660591381170861,0.0553413025516303,0.897581583858528,0.0720941027648048,0.0303243133766676,2020
"TZA","Tanzania","TZA.6_1","Kagera",2830562.82463494,0.175794727981888,0.231305972542327,0.592899299475786,0.167606633687591,0.181700589053612,0.650692777258797,2020
"TZA","Tanzania","TZA.7_1","Katavi",726225.771966893,0.0397472894351846,0.292607998902474,0.667644711662341,0.050190857602911,0.209634140351157,0.740175002045932,2020
"TZA","Tanzania","TZA.8_1","Kigoma",2562121.73177981,0.0810357230810623,0.224798538720901,0.694165738198037,0.148689092513607,0.181272025954415,0.670038881531978,2020
"TZA","Tanzania","TZA.9_1","Kilimanjaro",1868986.84214085,0.823017775790448,0.123218266770774,0.0537639574387778,0.7416007988752,0.138791871214556,0.119607329910244,2020
"TZA","Tanzania","TZA.10_1","Lindi",915629.281686793,0.519690315285882,0.170243477614988,0.31006620709913,0.559807326814092,0.145414241293637,0.294778431892271,2020
"TZA","Tanzania","TZA.11_1","Manyara",1858627.49184647,0.748688641694797,0.243635962862329,0.0076753954428743,0.649248970268161,0.335486462932811,0.0152645667990287,2020
"TZA","Tanzania","TZA.12_1","Mara",2089565.27679712,0.67334340632963,0.236898361863448,0.0897582318069225,0.690858197306133,0.178910694689594,0.130231108004273,2020
"TZA","Tanzania","TZA.13_1","Mbeya",3337279.50412633,0.708022844754735,0.168097795192055,0.12387936005321,0.685651454126815,0.128991502167634,0.185357043705551,2020
"TZA","Tanzania","TZA.14_1","Morogoro",2687436.82645945,0.575516731323563,0.195850273392532,0.228632995283905,0.588742375434759,0.231328033122503,0.179929591442737,2020
"TZA","Tanzania","TZA.15_1","Mtwara",1360934.30087996,0.416284377338236,0.163868749362007,0.419846873299757,0.417510229951892,0.161182359877104,0.421307410171004,2020
"TZA","Tanzania","TZA.16_1","Mwanza",3455209.86028743,0.41822650568078,0.284271499585946,0.297501994733274,0.575432856112916,0.155646081417774,0.268921062469311,2020
"TZA","Tanzania","TZA.17_1","Njombe",747730.211830705,0.798300355159262,0.0655144646036087,0.136185180237129,0.845919392988683,0.0613407743869456,0.0927398326243714,2020
"TZA","Tanzania","TZA.18_1","Pemba North",205399.220866203,0.211355891231567,0.186918151214737,0.601725957553696,0.216073789978252,0.225351423301418,0.55857478672033,2020
"TZA","Tanzania","TZA.19_1","Pemba South",200660.203176498,0.181365605827331,0.167188566045705,0.651445828126964,0.206644695284617,0.207581488311651,0.585773816403732,2020
"TZA","Tanzania","TZA.20_1","Pwani",1391216.2730367,0.418498008827324,0.169426212165576,0.4120757790071,0.395714033495067,0.196809092506226,0.407476873998707,2020
