"GID_0","NAME_0","GID_1","NAME_1","population","coverage_mean","coverage_pop_weighted","year"
"GAB","Gabon","GAB.1_1","Estuaire",1023842.28634143,0,0,2019
"GAB","Gabon","GAB.2_1","Haut-Ogooué",749977.916548014,0,0,2019
"GAB","Gabon","GAB.3_1","Moyen-Ogooué",106738.200498763,0,0,2019
"GAB","Gabon","GAB.4_1","Ngounié",147857.121919051,0,0,2019
"GAB","Gabon","GAB.5_1","Nyanga",68905.7453624196,0,0,2019
"GAB","Gabon","GAB.6_1","Ogooué-Ivindo",94736.7407580912,0,0,2019
"GAB","Gabon","GAB.7_1","Ogooué-Lolo",118832.44458735,0,0,2019
"GAB","Gabon","GAB.8_1","Ogooué-Maritime",164956.551116712,0,0,2019
"GAB","Gabon","GAB.9_1","Wouleu-Ntem",312928.097499207,0,0,2019
"GHA","Ghana","GHA.1_1","Ashanti",6586819.04612094,0,0,2019
"GHA","Ghana","GHA.2_1","Brong Ahafo",2808844.00300321,0,0,2019
"GHA","Ghana","GHA.3_1","Central",2845983.05515862,0,0,2019
"GHA","Ghana","GHA.4_1","Eastern",3267967.55412269,0,0,2019
"GHA","Ghana","GHA.5_1","Greater Accra",5058428.48461437,0,0,2019
"GHA","Ghana","GHA.6_1","Northern",3321851.8092113,0.0685679695876765,0.0813678708013381,2019
"GHA","Ghana","GHA.7_1","Upper East",1142833.69041532,0.0647179103539873,0.0325371365915548,2019
"GHA","Ghana","GHA.8_1","Upper West",827676.510115623,0.187932813396821,0.20764154639444,2019
"GHA","Ghana","GHA.9_1","Volta",2691062.43968949,0,0,2019
"GHA","Ghana","GHA.10_1","Western",2804182.2314024,0,0,2019
