"GID_0","NAME_0","GID_1","NAME_1","population","coverage_mean","coverage_pop_weighted","year"
"ERI","Eritrea","ERI.1_1","Anseba",606258.098983765,0.327846260420207,0.321822682686735,2018
"ERI","Eritrea","ERI.2_1","Debub",1066318.33498025,0.426105768994498,0.437809492126176,2018
"ERI","Eritrea","ERI.3_1","Debubawi Keyih Bahri",103402.726700854,0.428877066865209,0.439773355510889,2018
"ERI","Eritrea","ERI.4_1","Gash Barka",865696.482777119,0.459799697130749,0.467265620582875,2018
"ERI","Eritrea","ERI.5_1","Maekel",877242.044984341,0.375814143853584,0.367734974410709,2018
"ERI","Eritrea","ERI.6_1","Semenawi Keyih Bahri",522414.738417387,0.380153244682427,0.399313846503002,2018
"ETH","Ethiopia","ETH.1_1","Addis Abeba",3444163.75915909,0.110613043819155,0.107069991003166,2018
"ETH","Ethiopia","ETH.2_1","Afar",1767426.01986741,0.198688597734032,0.207988724847127,2018
"ETH","Ethiopia","ETH.3_1","Amhara",21438041.3885202,0.140277786736132,0.121822114131172,2018
"ETH","Ethiopia","ETH.4_1","Benshangul-Gumaz",1092496.95231259,0.202840901795963,0.186507721787949,2018
"ETH","Ethiopia","ETH.5_1","Dire Dawa",456036.844894409,0.172031042166054,0.191196112298821,2018
"ETH","Ethiopia","ETH.6_1","Gambela Peoples",519056.260745525,0.245665914167337,0.255189260771956,2018
"ETH","Ethiopia","ETH.7_1","Harari People",238611.716819763,0.142724205465878,0.137215363492616,2018
"ETH","Ethiopia","ETH.8_1","Oromia",37436726.3892173,0.139444665781249,0.126761682161523,2018
"ETH","Ethiopia","ETH.9_1","Somali",5913677.13327998,0.204808574706442,0.196807540469366,2018
"ETH","Ethiopia","ETH.10_1","Southern Nations, Nationalities and Peoples",20415933.3641494,0.173596077561378,0.141258006576899,2018
"ETH","Ethiopia","ETH.11_1","Tigray",5681929.07377648,0.163576774185587,0.135932670555476,2018
