"GID_0","NAME_0","GID_1","NAME_1","GID_2","NAME_2","population","ITN_coverage_mean","ITN_coverage_pop_weighted"
"TGO","Togo","TGO.1_1","Centre","TGO.1.1_1","Sotouboua",392874.444508553,0.826032203435898,0.835616821217643
"TGO","Togo","TGO.1_1","Centre","TGO.1.2_1","Tchamba (Nyala)",229059.342293739,0.866650320306609,0.869694925082875
"TGO","Togo","TGO.1_1","Centre","TGO.1.3_1","Tchaudjo",229762.070833206,0.807610174374921,0.804648751664735
"TGO","Togo","TGO.2_1","Kara","TGO.2.1_1","Assoli",53547.631485939,0.794770808382468,0.797703055198746
"TGO","Togo","TGO.2_1","Kara","TGO.2.2_1","Bassar",360694.981295109,0.764790104495154,0.712541511668532
"TGO","Togo","TGO.2_1","Kara","TGO.2.3_1","Bimah",59071.3959007263,0.778512712981966,0.778618030841684
"TGO","Togo","TGO.2_1","Kara","TGO.2.4_1","Doufelgou",87528.5845756531,0.752089321613312,0.752669374322392
"TGO","Togo","TGO.2_1","Kara","TGO.2.5_1","Kéran",125865.413265228,0.705274273242269,0.708841450787946
"TGO","Togo","TGO.2_1","Kara","TGO.2.6_1","Kozah",244881.142515182,0.791613383293152,0.790167820546433
"TGO","Togo","TGO.3_1","Maritime","TGO.3.1_1","Golfe (incl Lomé)",2327083.22854614,0.785849243402481,0.60277629277039
"TGO","Togo","TGO.3_1","Maritime","TGO.3.2_1","Lacs",256278.478004456,0.925549464841043,0.857919027672965
"TGO","Togo","TGO.3_1","Maritime","TGO.3.3_1","Vo",238751.717363358,0.890189525059291,0.889380769650605
"TGO","Togo","TGO.3_1","Maritime","TGO.3.4_1","Yoto",193079.293722153,0.920692315844239,0.923267700398701
"TGO","Togo","TGO.3_1","Maritime","TGO.3.5_1","Zio",777452.354412079,0.846340578508704,0.801920903739678
"TGO","Togo","TGO.4_1","Plateaux","TGO.4.1_1","Amou",145628.426435471,0.856893111292909,0.860084778500508
"TGO","Togo","TGO.4_1","Plateaux","TGO.4.2_1","Haho",413944.903640747,0.881793893128634,0.884130868110751
"TGO","Togo","TGO.4_1","Plateaux","TGO.4.3_1","Kloto",396212.712648392,0.752410209178925,0.677911426400554
"TGO","Togo","TGO.4_1","Plateaux","TGO.4.4_1","Ogou",655577.09337616,0.88716338164297,0.888647215173494
"TGO","Togo","TGO.4_1","Plateaux","TGO.4.5_1","Wawa",172710.091313362,0.819760435095457,0.788295567914039
"TGO","Togo","TGO.5_1","Savanes","TGO.5.1_1","Oti",287021.937173843,0.67768624139593,0.656267499421472
"TGO","Togo","TGO.5_1","Savanes","TGO.5.2_1","Tône",889562.995723724,0.739558006513794,0.739877038911583
"TZA","Tanzania","TZA.1_1","Arusha","TZA.1.2_1","Arusha",335483.968604088,0.526691546539466,0.539895930638737
"TZA","Tanzania","TZA.1_1","Arusha","TZA.1.1_1","Arusha Urban",609619.783287048,0.604018170099992,0.585407423102601
"TZA","Tanzania","TZA.1_1","Arusha","TZA.1.3_1","Karatu",271810.851901233,0.434874157568342,0.459137655921838
"TZA","Tanzania","TZA.1_1","Arusha","TZA.1.4_1","Lake Eyasi",1773.6699199453,0.116968868083732,0.208934754899981
"TZA","Tanzania","TZA.1_1","Arusha","TZA.1.5_1","Lake Manyara",124.853675931692,0.215688146650791,0.578638192980348
"TZA","Tanzania","TZA.1_1","Arusha","TZA.1.6_1","Longido",146081.395273402,0.457810100088728,0.444472391589553
"TZA","Tanzania","TZA.1_1","Arusha","TZA.1.7_1","Meru",276428.912071228,0.57041335160082,0.597485593350678
"TZA","Tanzania","TZA.1_1","Arusha","TZA.1.8_1","Monduli",225456.19281292,0.554604304454676,0.554726350000292
"TZA","Tanzania","TZA.1_1","Arusha","TZA.1.9_1","Ngorongoro",226283.403218232,0.305150617154375,0.298662169939781
"TZA","Tanzania","TZA.2_1","Dar es Salaam","TZA.2.1_1","Ilala",2014291.7461319,0.816596313526756,0.815163923731367
"TZA","Tanzania","TZA.2_1","Dar es Salaam","TZA.2.2_1","Kinondoni",2346064.07401657,0.814915027618408,0.815170876067835
"TZA","Tanzania","TZA.2_1","Dar es Salaam","TZA.2.3_1","Temeke",2138420.5931263,0.790710742133004,0.803266024956493
"TZA","Tanzania","TZA.3_1","Dodoma","TZA.3.1_1","Bahi",262295.748246074,0.464526709757353,0.477735740794703
"TZA","Tanzania","TZA.3_1","Dodoma","TZA.3.2_1","Chamwino",380101.290144712,0.611524271739038,0.637846398907846
"TZA","Tanzania","TZA.3_1","Dodoma","TZA.3.3_1","Chemba",283212.634534359,0.422550787759382,0.454517935303205
"TZA","Tanzania","TZA.3_1","Dodoma","TZA.3.4_1","Dodoma Urban",490830.421536446,0.601400825738907,0.606828634961434
"TZA","Tanzania","TZA.3_1","Dodoma","TZA.3.5_1","Kondoa",318049.106960773,0.507642558392356,0.496982992163475
"TZA","Tanzania","TZA.3_1","Dodoma","TZA.3.6_1","Kongwa",375641.635511398,0.657197983955082,0.661128695343011
"TZA","Tanzania","TZA.3_1","Dodoma","TZA.3.7_1","Mpwapwa",361641.28710106,0.686167454516346,0.690079084725278
"TZA","Tanzania","TZA.4_1","Geita","TZA.4.1_1","Bukombe",323108.105880827,0.145138436948207,0.148467352991007
"TZA","Tanzania","TZA.4_1","Geita","TZA.4.2_1","Chato",534355.563019514,0.217657053348969,0.213337366233625
"TZA","Tanzania","TZA.4_1","Geita","TZA.4.3_1","Geita",1095970.10506654,0.147601227667941,0.14980239225099
"TZA","Tanzania","TZA.4_1","Geita","TZA.4.4_1","Mbogwe",277579.989616394,0.0755102345895655,0.0790092585666115
"TZA","Tanzania","TZA.4_1","Geita","TZA.4.5_1","Nyang'wale",216756.138807297,0.0625415956601501,0.0620319961125541
"TZA","Tanzania","TZA.5_1","Iringa","TZA.5.1_1","Iringa Rural",267336.711079448,0.557064260073498,0.637238693201408
"TZA","Tanzania","TZA.5_1","Iringa","TZA.5.2_1","Iringa Urban",197411.001708984,0.65452964516247,0.657745422487842
"TZA","Tanzania","TZA.5_1","Iringa","TZA.5.3_1","Kilolo",232305.404803753,0.650954068048049,0.63327832350415
"TZA","Tanzania","TZA.5_1","Iringa","TZA.5.4_1","Mafinga Township Authority",59064.6262626648,0.538759328700878,0.551248475209809
"TZA","Tanzania","TZA.5_1","Iringa","TZA.5.5_1","Mufindi",287307.721980155,0.536231651902199,0.527708973450854
"TZA","Tanzania","TZA.6_1","Kagera","TZA.6.1_1","Biharamulo",371405.548267901,0.237211645080175,0.228241804882643
"TZA","Tanzania","TZA.6_1","Kagera","TZA.6.2_1","Bukoba Rural",312753.057462037,0.299389554659526,0.298872968023079
"TZA","Tanzania","TZA.6_1","Kagera","TZA.6.3_1","Bukoba Urban",155726.077728271,0.296188616752625,0.298074540350584
"TZA","Tanzania","TZA.6_1","Kagera","TZA.6.4_1","Karagwe",397079.465292305,0.340391364516848,0.338265696468815
