"GID_0","NAME_0","GID_1","NAME_1","GID_2","NAME_2","population","arab_abundance","fun_abundance","gamb_abundance","arab_pop_weighted_abundance","fun_pop_weighted_abundance","gamb_pop_weighted_abundance","year"
"ZMB","Zambia","ZMB.1_1","Central","ZMB.1.1_1","Chibombo",1053225.63684881,0.570393581710177,0.163046045631369,0.266560372658454,0.56016279532934,0.176305954855487,0.263531249815172,2020
"ZMB","Zambia","ZMB.1_1","Central","ZMB.1.2_1","Kabwe",226292.999131203,0.551257711741023,0.177750154919474,0.270992133339504,0.614540590081146,0.149576998240439,0.235882411678415,2020
"ZMB","Zambia","ZMB.1_1","Central","ZMB.1.3_1","Kapiri Mposhi",328796.622783341,0.520772670002687,0.143667093824269,0.335560236173044,0.508022841332365,0.175504017617987,0.316473141049647,2020
"ZMB","Zambia","ZMB.1_1","Central","ZMB.1.4_1","Mkushi",233700.249183774,0.645000924397114,0.175110086035554,0.179888989567333,0.597751936579333,0.182922827861706,0.219325235558961,2020
"ZMB","Zambia","ZMB.1_1","Central","ZMB.1.5_1","Mumbwa",310452.892357588,0.430596529264522,0.171093951819436,0.398309518916043,0.402146869711953,0.18342243250485,0.414430697783197,2020
"ZMB","Zambia","ZMB.1_1","Central","ZMB.1.6_1","Serenje",210878.979204759,0.596339621485695,0.187002101906025,0.21665827660828,0.617521172654449,0.180134823004508,0.202344004341043,2020
"ZMB","Zambia","ZMB.2_1","Copperbelt","ZMB.2.1_1","Chililabombwe",108163.486379743,0.443995385156271,0.140235432747306,0.415769182096423,0.510597466712504,0.135505046581621,0.353897486705875,2020
"ZMB","Zambia","ZMB.2_1","Copperbelt","ZMB.2.2_1","Chingola",272864.33443737,0.326089625317357,0.142315192799298,0.531595181883346,0.295847883765903,0.206691682153919,0.497460434080178,2020
"ZMB","Zambia","ZMB.2_1","Copperbelt","ZMB.2.3_1","Kalulushi",110641.047500134,0.246489062910826,0.175503533406338,0.578007403682836,0.216729822170151,0.179887319926202,0.603382857903647,2020
"ZMB","Zambia","ZMB.2_1","Copperbelt","ZMB.2.4_1","Kitwe",748863.06921196,0.307626112142143,0.184951256986261,0.507422630871597,0.358667398003626,0.208407162427515,0.432925439568859,2020
"ZMB","Zambia","ZMB.2_1","Copperbelt","ZMB.2.5_1","Luanshya",153126.955387115,0.404088107711789,0.201611560416839,0.394300331871372,0.516628837058419,0.203580359726497,0.279790803215084,2020
"ZMB","Zambia","ZMB.2_1","Copperbelt","ZMB.2.6_1","Lufwanyama",88607.3837807178,0.366390434006791,0.172176135305399,0.46143343068781,0.338983027772716,0.189320953836339,0.471696018390945,2020
"ZMB","Zambia","ZMB.2_1","Copperbelt","ZMB.2.7_1","Masaiti",158997.931759834,0.392117267772963,0.194432129183923,0.413450603043115,0.37898799337952,0.194165585198976,0.426846421421504,2020
"ZMB","Zambia","ZMB.2_1","Copperbelt","ZMB.2.8_1","MPongwe",171611.207629085,0.391389178114455,0.161918528933178,0.446692292952367,0.405985795481891,0.179449936341625,0.414564268176484,2020
"ZMB","Zambia","ZMB.2_1","Copperbelt","ZMB.2.9_1","Mufulira",165197.772094011,0.317939077121635,0.174578242617259,0.507482680261106,0.338352720570466,0.210572175196993,0.451075104232542,2020
"ZMB","Zambia","ZMB.2_1","Copperbelt","ZMB.2.10_1","Ndola",587065.104866028,0.386252681532368,0.180675546598303,0.433071771869328,0.437165653613971,0.217096570738273,0.345737775647756,2020
"ZMB","Zambia","ZMB.3_1","Eastern","ZMB.3.1_1","Chadiza",137446.828318596,0.692270884760271,0.170722047038094,0.137007068201635,0.653828130325317,0.190752441755637,0.155419427919046,2020
"ZMB","Zambia","ZMB.3_1","Eastern","ZMB.3.2_1","Chipata",527025.545444012,0.612754654688826,0.192737396587046,0.194507948724129,0.542000478730277,0.212853239426346,0.245146281843378,2020
"ZMB","Zambia","ZMB.3_1","Eastern","ZMB.3.3_1","Katete",334377.541073799,0.597057406617822,0.245976561712079,0.156966031670099,0.599725097533847,0.245358963657879,0.154915938808275,2020
"ZMB","Zambia","ZMB.3_1","Eastern","ZMB.3.4_1","Lundazi",415609.997815132,0.712287949134344,0.15528653593232,0.132425514933336,0.662252191243016,0.178889776288962,0.158858032468022,2020
"ZMB","Zambia","ZMB.3_1","Eastern","ZMB.3.5_1","Mambwe",151794.18406415,0.759738045667273,0.149698588675162,0.0905633656575653,0.752222164638026,0.15473435617386,0.0930434791881142,2020
"ZMB","Zambia","ZMB.3_1","Eastern","ZMB.3.6_1","Nyimba",435021.223365724,0.649692143882172,0.208406805004462,0.141901051113365,0.623646832579234,0.217276433287623,0.159076734133143,2020
"ZMB","Zambia","ZMB.3_1","Eastern","ZMB.3.7_1","Petauke",116915.949042082,0.72733153882121,0.167307400664028,0.105361060514762,0.692326814033956,0.196865721307884,0.11080746465816,2020
"ZMB","Zambia","ZMB.4_1","Luapula","ZMB.4.1_1","Chiengi",140028.249639809,0,0.223855747605413,0.776144252394587,0,0.268192921328239,0.731807078671761,2020
"ZMB","Zambia","ZMB.4_1","Luapula","ZMB.4.2_1","Kawambwa",187022.282254606,0.0750532055858726,0.0567898798565991,0.868156914557528,0.0398381185914663,0.0530564779703808,0.907105403438153,2020
"ZMB","Zambia","ZMB.4_1","Luapula","ZMB.4.3_1","Mansa",707073.136161745,0.30726369246515,0.151020244268313,0.541716063266537,0.392315718020034,0.145689891491933,0.461994390488033,2020
"ZMB","Zambia","ZMB.4_1","Luapula","ZMB.4.4_1","Milenge",79867.272061348,0.395602547912544,0.190554304814606,0.413843147272849,0.410153001669503,0.194871285062419,0.394975713268077,2020
"ZMB","Zambia","ZMB.4_1","Luapula","ZMB.4.5_1","Mwense",150174.045961618,0.124713325667565,0.130340619572392,0.744946054760043,0.203191467134202,0.132057552516839,0.664750980348959,2020
"ZMB","Zambia","ZMB.4_1","Luapula","ZMB.4.6_1","Nchelenge",182295.127605796,0,0.274918932028488,0.725081067971512,0,0.26126759089324,0.73873240910676,2020
"ZMB","Zambia","ZMB.4_1","Luapula","ZMB.4.7_1","Samfya",219242.974681567,0.654420602814229,0.112843133860066,0.232736263325704,0.60557161438973,0.139117976812641,0.255310408797629,2020
"ZMB","Zambia","ZMB.5_1","Lusaka","ZMB.5.1_1","Chongwe",148588.021186113,0.774331599536698,0.108382173797844,0.117286226665458,0.634225161484485,0.157109437097965,0.20866540141755,2020
"ZMB","Zambia","ZMB.5_1","Lusaka","ZMB.5.2_1","Kafue",778831.297499031,0.642978295380317,0.1319222163535,0.225099488266182,0.54419604412304,0.141780599332913,0.314023356544046,2020
"ZMB","Zambia","ZMB.5_1","Lusaka","ZMB.5.3_1","Luangwa",35551.3936959058,0.828678788883483,0.125431833337753,0.0458893777787643,0.832536539982395,0.122062086519561,0.0454013734980444,2020
"ZMB","Zambia","ZMB.5_1","Lusaka","ZMB.5.4_1","Lusaka",1972643.62637329,0.623708763869714,0.117597702906501,0.258693533223785,0.598011466932641,0.128006941846358,0.273981591221001,2020
"ZMB","Zambia","ZMB.6_1","Muchinga","ZMB.6.1_1","Chama",191480.452484071,0.660747208040703,0.134581309774244,0.204671482185053,0.720023875704162,0.127424840676669,0.152551283619169,2020
"ZMB","Zambia","ZMB.6_1","Muchinga","ZMB.6.2_1","Chinsali",164564.676896296,0.548754864394128,0.146345668024588,0.304899467581284,0.598616854912737,0.141217832170951,0.260165312916311,2020
"ZMB","Zambia","ZMB.6_1","Muchinga","ZMB.6.3_1","Isoka",190311.47580719,0.679079392160543,0.119944631922973,0.200975975916483,0.690343533909624,0.102545836019034,0.207110630071342,2020
"ZMB","Zambia","ZMB.6_1","Muchinga","ZMB.6.4_1","Mpika",300473.549712107,0.553507861466772,0.154478007182804,0.292014131350424,0.531899155122476,0.160919838824828,0.307181006052696,2020
"ZMB","Zambia","ZMB.6_1","Muchinga","ZMB.6.5_1","Nakonde",173349.263557911,0.826089175597182,0.0530193283096504,0.120891496093167,0.871303368812362,0.0439368349331605,0.0847597962544772,2020
"ZMB","Zambia","ZMB.7_1","North-Western","ZMB.7.1_1","Chavuma",41626.4261182547,0.588966138372287,0.0651102089333772,0.345923652694335,0.590312176399063,0.0725087589758631,0.337179064625074,2020
"ZMB","Zambia","ZMB.7_1","North-Western","ZMB.7.2_1","Kabompo",134398.26599896,0.353154486245567,0.0819808064138928,0.56486470734054,0.447755584917264,0.0810405801894981,0.471203834893238,2020
"ZMB","Zambia","ZMB.7_1","North-Western","ZMB.7.3_1","Kasempa",90450.1282407045,0.266178180527509,0.119835966203735,0.613985853268756,0.259404558496192,0.128384074885876,0.612211366617932,2020
"ZMB","Zambia","ZMB.7_1","North-Western","ZMB.7.4_1","Mufumbwe",81314.1628317833,0.430210567528764,0.0963087703167599,0.473480662154476,0.383624090670687,0.101695617869058,0.514680291460255,2020
"ZMB","Zambia","ZMB.7_1","North-Western","ZMB.7.5_1","Mwinilunga",202208.010765314,0.0131630912072839,0.114544460814627,0.872292447978089,0.00693975272895027,0.149852552808676,0.843207694462374,2020
"ZMB","Zambia","ZMB.7_1","North-Western","ZMB.7.6_1","Solwezi",382086.664038718,0.17852433840257,0.0841276718184872,0.737347989778943,0.104814987511365,0.0959973283535422,0.799187684135092,2020
"ZMB","Zambia","ZMB.7_1","North-Western","ZMB.7.7_1","Zambezi",117907.981643558,0.56583689704492,0.0885365681052377,0.345626534849842,0.566310363074821,0.0852926722831839,0.348396964641995,2020
