"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted","year"
"BWA","Botswana","BWA.1_1","Central",682436.674943745,8.16821159352406e-05,4.39580254169423e-05,2020
"BWA","Botswana","BWA.2_1","Chobe",26796.5966437459,0.000346585876283015,0.000371671465609784,2020
"BWA","Botswana","BWA.3_1","Francistown",67886.322022438,0,0,2020
"BWA","Botswana","BWA.4_1","Gaborone",150662.59569931,0,0,2020
"BWA","Botswana","BWA.5_1","Ghanzi",56726.4264952315,0,0,2020
"BWA","Botswana","BWA.6_1","Jwaneng",980.13566493988,0,0,2020
"BWA","Botswana","BWA.7_1","Kgalagadi",57501.6220392978,0,0,2020
"BWA","Botswana","BWA.8_1","Kgatleng",119309.638449669,0,0,2020
"BWA","Botswana","BWA.9_1","Kweneng",394971.843288163,0,0,2020
"BWA","Botswana","BWA.10_1","Lobatse",32185.2454223633,0,0,2020
"BWA","Botswana","BWA.11_1","North-East",124433.035699248,0,0,2020
"BWA","Botswana","BWA.12_1","North-West",182169.114724144,0,0,2020
"BWA","Botswana","BWA.13_1","Selibe Phikwe",29624.6735782623,0,0,2020
"BWA","Botswana","BWA.14_1","South-East",215058.919792101,0,0,2020
"BWA","Botswana","BWA.15_1","Southern",240741.572489332,0,0,2020
"BWA","Botswana","BWA.16_1","Sowa",0,NA,NA,2020
"CAF","Central African Republic","CAF.1_1","Bamingui-Bangoran",59014.5862508565,0.486156606965739,0.504486687971152,2020
"CAF","Central African Republic","CAF.2_1","Bangui",596165.841135025,0.557556474208832,0.51471937959511,2020
"CAF","Central African Republic","CAF.3_1","Basse-Kotto",335079.078368902,0.573857382112045,0.581034649463467,2020
"CAF","Central African Republic","CAF.4_1","Haut-Mbomou",77132.2598760696,0.427926563927656,0.505892472510783,2020
"CAF","Central African Republic","CAF.5_1","Haute-Kotto",123893.27804902,0.421762627356608,0.478811412299094,2020
"CAF","Central African Republic","CAF.6_1","Kémo",161411.398205355,0.545283947842682,0.552490056964515,2020
"CAF","Central African Republic","CAF.7_1","Lobaye",338923.269004703,0.512521818401087,0.531450919681898,2020
"CAF","Central African Republic","CAF.8_1","Mambéré-Kadéï",492316.015446961,0.414135640225604,0.414716634319551,2020
"CAF","Central African Republic","CAF.9_1","Mbomou",218640.675797297,0.477083353696137,0.537743180505638,2020
"CAF","Central African Republic","CAF.10_1","Nana-Grébizi",161311.240777656,0.489169985411097,0.521103225595362,2020
"CAF","Central African Republic","CAF.11_1","Nana-Mambéré",320765.169564605,0.375863610974113,0.384630844105619,2020
"CAF","Central African Republic","CAF.12_1","Ombella-M'Poko",748283.626664937,0.512163798632711,0.546783280637245,2020
"CAF","Central African Republic","CAF.13_1","Ouaka",379872.712767869,0.517468374669295,0.559948255669995,2020
"CAF","Central African Republic","CAF.15_1","Ouham",503265.844790727,0.495761924302578,0.517369491383043,2020
"CAF","Central African Republic","CAF.14_1","Ouham-Pendé",587948.205141902,0.471091584315037,0.481317714602389,2020
"CAF","Central African Republic","CAF.16_1","Sangha-Mbaéré",141958.024292648,0.388737977683893,0.414307261749736,2020
"CAF","Central African Republic","CAF.17_1","Vakaga",71000.7414052002,0.48620991462717,0.501109705968895,2020
