"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted"
"GAB","Gabon","GAB.1_1","Estuaire",1059535.39715238,0.120496648477931,0.143660333918966
"GAB","Gabon","GAB.2_1","Haut-Ogooué",808008.175807536,0.120992350574961,0.130261878654324
"GAB","Gabon","GAB.3_1","Moyen-Ogooué",109178.838597067,0.120658901838004,0.137892148637735
"GAB","Gabon","GAB.4_1","Ngounié",151318.671373874,0.111020366362663,0.121857268189342
"GAB","Gabon","GAB.5_1","Nyanga",70385.9020173531,0.136068611498646,0.136423735956267
"GAB","Gabon","GAB.6_1","Ogooué-Ivindo",97184.010961026,0.0859259828134083,0.089040907477739
"GAB","Gabon","GAB.7_1","Ogooué-Lolo",123678.580326498,0.101601513529535,0.107141592579993
"GAB","Gabon","GAB.8_1","Ogooué-Maritime",168629.840906576,0.135355675636661,0.149732769307619
"GAB","Gabon","GAB.9_1","Wouleu-Ntem",326773.991745725,0.0715195256499479,0.0746261434021247
"GHA","Ghana","GHA.1_1","Ashanti",6836087.50836599,0.343949039503743,0.24231684079421
"GHA","Ghana","GHA.2_1","Brong Ahafo",2881003.04660697,0.412572419941907,0.396300913937981
"GHA","Ghana","GHA.3_1","Central",2935003.50962257,0.319449807713632,0.272124838347764
"GHA","Ghana","GHA.4_1","Eastern",3354372.34451354,0.28083199766152,0.254685927107501
"GHA","Ghana","GHA.5_1","Greater Accra",5230832.46291018,0.181647426426047,0.100643347897007
"GHA","Ghana","GHA.6_1","Northern",3435256.28688613,0.352305046813511,0.35620271994259
"GHA","Ghana","GHA.7_1","Upper East",1158588.30262715,0.470671183837817,0.481266565920565
"GHA","Ghana","GHA.8_1","Upper West",845500.159719944,0.388200949084267,0.402949512335889
"GHA","Ghana","GHA.9_1","Volta",2771222.16870674,0.422710713360632,0.385300492737321
"GHA","Ghana","GHA.10_1","Western",2880456.56915998,0.376968987623574,0.305682505728498
