"GID_0","NAME_0","GID_1","NAME_1","GID_2","NAME_2","population","coverage_mean","coverage_pop_weighted","year"
"TCD","Chad","TCD.8_1","Hadjer-Lamis","TCD.8.2_1","Dagana",233439.321177483,0.302182160844707,0.302243194541242,2017
"TCD","Chad","TCD.8_1","Hadjer-Lamis","TCD.8.3_1","Haraze Al Biar",184824.22533372,0.303327315627483,0.286151412147208,2017
"TCD","Chad","TCD.9_1","Kanem","TCD.9.1_1","Kanem",352245.520399094,0.303251085865418,0.301341271001303,2017
"TCD","Chad","TCD.9_1","Kanem","TCD.9.2_1","Nokou",127889.326133043,0.301744514633833,0.141177638633784,2017
"TCD","Chad","TCD.10_1","Lac","TCD.10.1_1","Mamdi",291691.832006216,0.301435514793723,0.298249574206716,2017
"TCD","Chad","TCD.10_1","Lac","TCD.10.2_1","Wayi",272813.808834076,0.305764112187309,0.30595426258901,2017
"TCD","Chad","TCD.11_1","Logone Occidental","TCD.11.1_1","Dodjé",154797.515094757,0.301191180332066,0.301252712972344,2017
"TCD","Chad","TCD.11_1","Logone Occidental","TCD.11.2_1","Lac Wey",459203.594177246,0.301828491129899,0.301885185040404,2017
"TCD","Chad","TCD.11_1","Logone Occidental","TCD.11.3_1","Ngourkosso",172953.980930328,0.301854907207086,0.301919829659582,2017
"TCD","Chad","TCD.12_1","Logone Oriental","TCD.12.1_1","Lanya",209814.444068909,0.301983568677329,0.302063465563594,2017
"TCD","Chad","TCD.12_1","Logone Oriental","TCD.12.2_1","Monts de Lam",227972.284186363,0.301226786458431,0.298759618623216,2017
"TCD","Chad","TCD.12_1","Logone Oriental","TCD.12.3_1","Nya Pendé",261237.817046642,0.301516146350064,0.30116420713545,2017
"TCD","Chad","TCD.12_1","Logone Oriental","TCD.12.4_1","Pendé",420650.595731735,0.301993696861071,0.302187109369714,2017
"TCD","Chad","TCD.13_1","Mandoul","TCD.13.1_1","Barh Sara",277160.466718733,0.301692667352681,0.301333113036294,2017
"TCD","Chad","TCD.13_1","Mandoul","TCD.13.2_1","Mandoul Occidental",189740.624700546,0.302124914459207,0.302208194200058,2017
"TCD","Chad","TCD.13_1","Mandoul","TCD.13.3_1","Mandoul Oriental",328231.331069112,0.301512783676831,0.301724348704044,2017
"TCD","Chad","TCD.14_1","Mayo-Kebbi Est","TCD.14.1_1","Kabbia",284826.031093597,0.301556079785029,0.301640637333383,2017
"TCD","Chad","TCD.14_1","Mayo-Kebbi Est","TCD.14.2_1","Mayo-Boneye",387266.340703011,0.302783146739644,0.29524278889099,2017
"TCD","Chad","TCD.14_1","Mayo-Kebbi Est","TCD.14.3_1","Mont Illi",287593.211955428,0.30577156273988,0.295655558172894,2017
"TCD","Chad","TCD.15_1","Mayo-Kebbi Ouest","TCD.15.1_1","Lac Léré",289918.385349631,0.302567209452391,0.294253070696682,2017
"TCD","Chad","TCD.15_1","Mayo-Kebbi Ouest","TCD.15.2_1","Mayo-Dallah",401502.535191536,0.30327854588114,0.300240742612505,2017
"TCD","Chad","TCD.16_1","Moyen-Chari","TCD.16.1_1","Barh Köh",394522.985705882,0.301280385112105,0.302023998591832,2017
"TCD","Chad","TCD.16_1","Moyen-Chari","TCD.16.2_1","Grande Sido",134146.807939291,0.301142970797638,0.301494985633177,2017
"TCD","Chad","TCD.16_1","Moyen-Chari","TCD.16.3_1","Lac Iro",222478.447656579,0.301301042453276,0.301560102249765,2017
"TCD","Chad","TCD.17_1","Ouaddaï","TCD.17.1_1","Assoungha",392034.546352386,0.301355108850361,0.301404337729059,2017
"TCD","Chad","TCD.17_1","Ouaddaï","TCD.17.2_1","Djourf Al Ahmar",152738.213690281,0.3035634811868,0.304252418058128,2017
"TCD","Chad","TCD.17_1","Ouaddaï","TCD.17.3_1","Ouara",475119.093274593,0.30258273366309,0.303170866212429,2017
"TCD","Chad","TCD.18_1","Salamat","TCD.18.1_1","Aboudeïa",83385.3431289196,0.300857573857001,0.300925155350668,2017
"TCD","Chad","TCD.18_1","Salamat","TCD.18.2_1","Barh Azoum",233200.225982189,0.299906055569555,0.300359897972164,2017
"TCD","Chad","TCD.18_1","Salamat","TCD.18.3_1","Haraze Mangueigne",70698.0078610182,0.298379988278036,0.298336180926038,2017
"TCD","Chad","TCD.19_1","Sila","TCD.19.1_1","Djourf Al Ahmar",118429.438705683,0.300703520442674,0.300841414799777,2017
"TCD","Chad","TCD.19_1","Sila","TCD.19.2_1","Sila",429856.984806776,0.300214660771512,0.298643118782617,2017
"TCD","Chad","TCD.20_1","Tandjilé","TCD.20.1_1","Béré",145905.042106628,0.302057728685182,0.302079902718735,2017
"TCD","Chad","TCD.20_1","Tandjilé","TCD.20.2_1","Tandjilé Est",313855.513262749,0.301305348328702,0.301923406497894,2017
"TCD","Chad","TCD.20_1","Tandjilé","TCD.20.3_1","Tandjilé Ouest",333832.697423935,0.301931500928837,0.302013816338584,2017
"TCD","Chad","TCD.21_1","Tibesti","TCD.21.1_1","Tibesti",36353.2103623003,0.281370678544045,0.000797637779339275,2017
"TCD","Chad","TCD.22_1","Ville de N'Djamena","TCD.22.1_1","N'Djamena",1072156.60624313,0.321732800453901,0.314811943677524,2017
"TCD","Chad","TCD.23_1","Wadi Fira","TCD.23.1_1","Biltine",282816.245311975,0.300320144287116,0.288550333954121,2017
"TCD","Chad","TCD.23_1","Wadi Fira","TCD.23.2_1","Dar Tama",293228.884681225,0.299928572507725,0.299971918313291,2017
"TCD","Chad","TCD.23_1","Wadi Fira","TCD.23.3_1","Kobé",278997.632465959,0.299558699095826,0.278878089417916,2017
"TGO","Togo","TGO.1_1","Centre","TGO.1.1_1","Sotouboua",367659.661583424,0.414416818884806,0.411734742371633,2017
"TGO","Togo","TGO.1_1","Centre","TGO.1.2_1","Tchamba (Nyala)",191157.360962868,0.414199577102178,0.414348323501916,2017
"TGO","Togo","TGO.1_1","Centre","TGO.1.3_1","Tchaudjo",213835.295118809,0.414623257860673,0.414794605698905,2017
"TGO","Togo","TGO.2_1","Kara","TGO.2.1_1","Assoli",59456.865852356,0.414738882729348,0.414948470305654,2017
"TGO","Togo","TGO.2_1","Kara","TGO.2.2_1","Bassar",322783.888597012,0.417252629019997,0.400787218164979,2017
"TGO","Togo","TGO.2_1","Kara","TGO.2.3_1","Bimah",55580.2086410522,0.415132618612713,0.41518763308117,2017
"TGO","Togo","TGO.2_1","Kara","TGO.2.4_1","Doufelgou",82485.2420539856,0.417006959838252,0.416725695782018,2017
"TGO","Togo","TGO.2_1","Kara","TGO.2.5_1","Kéran",111117.829563141,0.415446789935231,0.415528993811412,2017
"TGO","Togo","TGO.2_1","Kara","TGO.2.6_1","Kozah",241209.523755074,0.415751697457567,0.41553774287197,2017
"TGO","Togo","TGO.3_1","Maritime","TGO.3.1_1","Golfe (incl Lomé)",2101996.71173859,0.415722395976384,0.385742649430193,2017
"TGO","Togo","TGO.3_1","Maritime","TGO.3.2_1","Lacs",243282.59485054,0.416632461361587,0.417635726425248,2017
"TGO","Togo","TGO.3_1","Maritime","TGO.3.3_1","Vo",226737.400016546,0.415303650924138,0.415340276766843,2017
"TGO","Togo","TGO.3_1","Maritime","TGO.3.4_1","Yoto",185392.819280624,0.415205374604366,0.41433973515059,2017
"TGO","Togo","TGO.3_1","Maritime","TGO.3.5_1","Zio",527738.192411423,0.415662080248197,0.415276507123047,2017
"TGO","Togo","TGO.4_1","Plateaux","TGO.4.1_1","Amou",132557.387439728,0.415156547111623,0.415390098631762,2017
"TGO","Togo","TGO.4_1","Plateaux","TGO.4.2_1","Haho",374262.770032883,0.415386307351994,0.415174070153686,2017
"TGO","Togo","TGO.4_1","Plateaux","TGO.4.3_1","Kloto",366735.112451553,0.417168281857784,0.393843703297165,2017
"TGO","Togo","TGO.4_1","Plateaux","TGO.4.4_1","Ogou",589060.408333421,0.414715108579895,0.414904818721146,2017
"TGO","Togo","TGO.4_1","Plateaux","TGO.4.5_1","Wawa",168595.319745064,0.418527150491499,0.407241332156643,2017
"TGO","Togo","TGO.5_1","Savanes","TGO.5.1_1","Oti",250697.828001022,0.418101866987987,0.412977372739598,2017
"TGO","Togo","TGO.5_1","Savanes","TGO.5.2_1","Tône",795492.173473358,0.418002249637865,0.408796536566447,2017
"TZA","Tanzania","TZA.1_1","Arusha","TZA.1.2_1","Arusha",293693.527436256,0.526722817466809,0.499419314815579,2017
"TZA","Tanzania","TZA.1_1","Arusha","TZA.1.1_1","Arusha Urban",575666.343128204,0.527216429893787,0.527205300041538,2017
"TZA","Tanzania","TZA.1_1","Arusha","TZA.1.3_1","Karatu",256818.867089733,0.521696266693038,0.520205225062743,2017
"TZA","Tanzania","TZA.1_1","Arusha","TZA.1.4_1","Lake Eyasi",2722.26890638471,0.51835466225942,0.49066645420775,2017
"TZA","Tanzania","TZA.1_1","Arusha","TZA.1.5_1","Lake Manyara",560.725596442819,0.520811688899994,0.519590434748339,2017
"TZA","Tanzania","TZA.1_1","Arusha","TZA.1.6_1","Longido",133866.572425053,0.521647635787566,0.512856825560964,2017
"TZA","Tanzania","TZA.1_1","Arusha","TZA.1.7_1","Meru",276288.635891914,0.528075043644224,0.516366313463794,2017
"TZA","Tanzania","TZA.1_1","Arusha","TZA.1.8_1","Monduli",196392.479017854,0.523499270526248,0.521114559235839,2017
"TZA","Tanzania","TZA.1_1","Arusha","TZA.1.9_1","Ngorongoro",200541.57862277,0.51820893327729,0.339986585487853,2017
"TZA","Tanzania","TZA.2_1","Dar es Salaam","TZA.2.1_1","Ilala",2020436.41654205,0.524500959797909,0.524995126125123,2017
"TZA","Tanzania","TZA.2_1","Dar es Salaam","TZA.2.2_1","Kinondoni",2281649.53799248,0.524414360523224,0.52490335300098,2017
"TZA","Tanzania","TZA.2_1","Dar es Salaam","TZA.2.3_1","Temeke",1195556.97260189,0.524325172643404,0.5250201460112,2017
"TZA","Tanzania","TZA.3_1","Dodoma","TZA.3.1_1","Bahi",244329.108624101,0.521944858575527,0.5221791713799,2017
"TZA","Tanzania","TZA.3_1","Dodoma","TZA.3.2_1","Chamwino",362739.027366519,0.521676634457966,0.522169564794606,2017
"TZA","Tanzania","TZA.3_1","Dodoma","TZA.3.3_1","Chemba",256638.183427572,0.519097881331205,0.518944465501858,2017
"TZA","Tanzania","TZA.3_1","Dodoma","TZA.3.4_1","Dodoma Urban",462915.261963248,0.522245254516602,0.522292484259442,2017
"TZA","Tanzania","TZA.3_1","Dodoma","TZA.3.5_1","Kondoa",307039.179227352,0.519713426236626,0.520625415836606,2017
"TZA","Tanzania","TZA.3_1","Dodoma","TZA.3.6_1","Kongwa",354010.843020439,0.522758072271397,0.523249366579724,2017
"TZA","Tanzania","TZA.3_1","Dodoma","TZA.3.7_1","Mpwapwa",339354.367789,0.523116030802358,0.520873902137312,2017
"TZA","Tanzania","TZA.4_1","Geita","TZA.4.1_1","Bukombe",280570.510800838,0.515891498866233,0.520000673280589,2017
"TZA","Tanzania","TZA.4_1","Geita","TZA.4.2_1","Chato",447127.890973449,0.520080425967909,0.520002472561047,2017
"TZA","Tanzania","TZA.4_1","Geita","TZA.4.3_1","Geita",965555.677478909,0.520715927858965,0.51958496104984,2017
"TZA","Tanzania","TZA.4_1","Geita","TZA.4.4_1","Mbogwe",239415.656293869,0.521069087868645,0.521427816677627,2017
"TZA","Tanzania","TZA.4_1","Geita","TZA.4.5_1","Nyang'wale",188229.266300201,0.519935316330678,0.519711613202031,2017
"TZA","Tanzania","TZA.5_1","Iringa","TZA.5.1_1","Iringa Rural",252916.996368766,0.518425329557767,0.519981544521001,2017
"TZA","Tanzania","TZA.5_1","Iringa","TZA.5.2_1","Iringa Urban",186389.12551403,0.521412281613601,0.521219118022072,2017
"TZA","Tanzania","TZA.5_1","Iringa","TZA.5.3_1","Kilolo",224232.604498595,0.520612872152958,0.504257400320515,2017
"TZA","Tanzania","TZA.5_1","Iringa","TZA.5.4_1","Mafinga Township Authority",55367.8269023895,0.515559773445129,0.510520761078568,2017
"TZA","Tanzania","TZA.5_1","Iringa","TZA.5.5_1","Mufindi",280719.327399135,0.517003889334098,0.492001112236151,2017
"TZA","Tanzania","TZA.6_1","Kagera","TZA.6.1_1","Biharamulo",355127.98863706,0.518780516690033,0.519433657836584,2017
"TZA","Tanzania","TZA.6_1","Kagera","TZA.6.2_1","Bukoba Rural",310387.770048022,0.520373696700121,0.520511210878947,2017
"TZA","Tanzania","TZA.6_1","Kagera","TZA.6.3_1","Bukoba Urban",129357.061126709,0.521834492683411,0.522066321998722,2017
"TZA","Tanzania","TZA.6_1","Kagera","TZA.6.4_1","Karagwe",364642.229183644,0.518492767563114,0.512682780565714,2017
"TZA","Tanzania","TZA.6_1","Kagera","TZA.6.5_1","Kyerwa",347261.754206777,0.520331192319676,0.513522221603031,2017
"TZA","Tanzania","TZA.6_1","Kagera","TZA.6.6_1","Lake Victoria",82826.9986326694,0.522074261926255,0.485143546031939,2017
"TZA","Tanzania","TZA.6_1","Kagera","TZA.6.7_1","Missenyi",205883.350608349,0.518652725499123,0.519119486886382,2017
"TZA","Tanzania","TZA.6_1","Kagera","TZA.6.8_1","Muleba",535219.835302234,0.519895371813211,0.519206020872873,2017
"TZA","Tanzania","TZA.6_1","Kagera","TZA.6.9_1","Ngara",341295.341741562,0.518487851311277,0.473074435864527,2017
"TZA","Tanzania","TZA.7_1","Katavi","TZA.7.1_1","Lake Rukwa",102.962796747684,0.52537292904324,0.525539588122905,2017
"TZA","Tanzania","TZA.7_1","Katavi","TZA.7.2_1","Lake Tanganyika",3398.79684507847,0.521012723445892,0.52092438015231,2017
"TZA","Tanzania","TZA.7_1","Katavi","TZA.7.3_1","Mlele",336812.046674561,0.516137436255335,0.519867542975789,2017
"TZA","Tanzania","TZA.7_1","Katavi","TZA.7.5_1","Mpanda",212154.908917278,0.516371241903067,0.518351435293796,2017
"TZA","Tanzania","TZA.7_1","Katavi","TZA.7.4_1","Mpanda Urban",115024.382753372,0.523011369364602,0.523839435841213,2017
"TZA","Tanzania","TZA.8_1","Kigoma","TZA.8.1_1","Buhigwe",292065.435300827,0.519124230742455,0.50086350035541,2017
"TZA","Tanzania","TZA.8_1","Kigoma","TZA.8.2_1","Kakonko",183939.225331783,0.519713299176128,0.478280477431814,2017
"TZA","Tanzania","TZA.8_1","Kigoma","TZA.8.4_1","Kasulu",468096.427189231,0.519344510278441,0.515135660534125,2017
"TZA","Tanzania","TZA.8_1","Kigoma","TZA.8.3_1","Kasulu Township Authority",237498.399402618,0.521333077124187,0.52138754895812,2017
"TZA","Tanzania","TZA.8_1","Kigoma","TZA.8.5_1","Kibondo",296892.518298924,0.513422065289917,0.499046889578291,2017
"TZA","Tanzania","TZA.8_1","Kigoma","TZA.8.6_1","Kigoma Rural",225683.473014235,0.522543381812961,0.522137837643778,2017
"TZA","Tanzania","TZA.8_1","Kigoma","TZA.8.7_1","Kigoma Urban",237863.5538311,0.523686468601227,0.522794988568526,2017
"TZA","Tanzania","TZA.8_1","Kigoma","TZA.8.8_1","Lake Tanganyika",21640.6680433154,0.520578869751522,0.385289629029101,2017
"TZA","Tanzania","TZA.8_1","Kigoma","TZA.8.9_1","Uvinza",416049.48313652,0.518753663910196,0.511969304635397,2017
"TZA","Tanzania","TZA.9_1","Kilimanjaro","TZA.9.1_1","Hai",236449.48745203,0.528055933543614,0.515600586303167,2017
"TZA","Tanzania","TZA.9_1","Kilimanjaro","TZA.9.2_1","Moshi Rural",488186.591488957,0.529355724652608,0.521983128865028,2017
"TZA","Tanzania","TZA.9_1","Kilimanjaro","TZA.9.3_1","Moshi Urban",195483.475006104,0.530233442783356,0.530527805999128,2017
"TZA","Tanzania","TZA.9_1","Kilimanjaro","TZA.9.4_1","Mwanga",138526.123020485,0.528203995673211,0.527905505204334,2017
"TZA","Tanzania","TZA.9_1","Kilimanjaro","TZA.9.5_1","Rombo",268819.303049803,0.521936378171367,0.428986930547455,2017
"TZA","Tanzania","TZA.9_1","Kilimanjaro","TZA.9.6_1","Same",303694.045026839,0.524809210976927,0.520929304685272,2017
"TZA","Tanzania","TZA.9_1","Kilimanjaro","TZA.9.7_1","Siha",136805.042323112,0.523262783237126,0.503272099453784,2017
"TZA","Tanzania","TZA.10_1","Lindi","TZA.10.1_1","Kilwa",190533.226954639,0.520048813085781,0.511322855328153,2017
"TZA","Tanzania","TZA.10_1","Lindi","TZA.10.2_1","Lindi Rural",196526.861532807,0.523052922983611,0.523673999030213,2017
"TZA","Tanzania","TZA.10_1","Lindi","TZA.10.3_1","Lindi Urban",75332.1192822456,0.523509016036987,0.51497927278224,2017
"TZA","Tanzania","TZA.10_1","Lindi","TZA.10.4_1","Liwale",101386.62102184,0.514887963341554,0.518207697738799,2017
"TZA","Tanzania","TZA.10_1","Lindi","TZA.10.5_1","Nachingwea",186912.512174368,0.519452708533832,0.521050444519963,2017
"TZA","Tanzania","TZA.10_1","Lindi","TZA.10.6_1","Ruangwa",135629.547500134,0.522109659512838,0.522235401218324,2017
"TZA","Tanzania","TZA.11_1","Manyara","TZA.11.2_1","Babati",365227.517949164,0.522498496838154,0.456495678611191,2017
"TZA","Tanzania","TZA.11_1","Manyara","TZA.11.1_1","Babati Urban",103980.035985947,0.525617698828379,0.523592693785174,2017
"TZA","Tanzania","TZA.11_1","Manyara","TZA.11.3_1","Hanang",327253.15162158,0.519794272822003,0.51733960837625,2017
"TZA","Tanzania","TZA.11_1","Manyara","TZA.11.4_1","Kiteto",311527.313982248,0.517288735048558,0.518880018727369,2017
"TZA","Tanzania","TZA.11_1","Manyara","TZA.11.5_1","Lake Manyara",1173.32819780707,0.521457314491272,0.522962588899029,2017
"TZA","Tanzania","TZA.11_1","Manyara","TZA.11.6_1","Mbulu",370537.584954724,0.519474032448559,0.250145698734367,2017
"TZA","Tanzania","TZA.11_1","Manyara","TZA.11.7_1","Simanjiro",195669.949390665,0.519385100881941,0.522314761809071,2017
"TZA","Tanzania","TZA.12_1","Mara","TZA.12.1_1","Bunda",352362.210410714,0.522265845621136,0.520040032953456,2017
"TZA","Tanzania","TZA.12_1","Mara","TZA.12.2_1","Butiama",270614.616278648,0.521395817257109,0.521635286493457,2017
"TZA","Tanzania","TZA.12_1","Mara","TZA.12.3_1","Lake Victoria",113237.580744147,0.524582891591958,0.488665025887198,2017
"TZA","Tanzania","TZA.12_1","Mara","TZA.12.4_1","Musoma Rural",188268.594782829,0.522636677379961,0.522534494026106,2017
"TZA","Tanzania","TZA.12_1","Mara","TZA.12.5_1","Musoma Urban",102067.020000458,0.522977749506632,0.522754178574076,2017
"TZA","Tanzania","TZA.12_1","Mara","TZA.12.6_1","Rorya",267531.613499761,0.522090591814207,0.522461255100259,2017
"TZA","Tanzania","TZA.12_1","Mara","TZA.12.7_1","Serengeti",299189.813639164,0.518896877541156,0.519964477571811,2017
"TZA","Tanzania","TZA.12_1","Mara","TZA.12.8_1","Tarime",349792.545347214,0.520920312404633,0.520690757508246,2017
"TZA","Tanzania","TZA.13_1","Mbeya","TZA.13.1_1","Chunya",342369.301947232,0.513457313301117,0.5200090468433,2017
"TZA","Tanzania","TZA.13_1","Mbeya","TZA.13.2_1","Ileje",131318.791474342,0.522346213806507,0.50254720117847,2017
"TZA","Tanzania","TZA.13_1","Mbeya","TZA.13.3_1","Kyela",236448.800490379,0.527630315508161,0.528258785071647,2017
"TZA","Tanzania","TZA.13_1","Mbeya","TZA.13.4_1","Lake Rukwa",1790.52528617904,0.525751653171721,0.419350852309484,2017
"TZA","Tanzania","TZA.13_1","Mbeya","TZA.13.5_1","Mbarali",342282.676049411,0.518883266854425,0.525233138136491,2017
"TZA","Tanzania","TZA.13_1","Mbeya","TZA.13.6_1","Mbeya Rural",388549.880455494,0.522621020802066,0.454656807174836,2017
"TZA","Tanzania","TZA.13_1","Mbeya","TZA.13.7_1","Mbeya Urban",405728.326913834,0.52271780371666,0.51741509984452,2017
"TZA","Tanzania","TZA.13_1","Mbeya","TZA.13.8_1","Mbozi",545136.519156456,0.52095102629763,0.520616146557941,2017
"TZA","Tanzania","TZA.13_1","Mbeya","TZA.13.9_1","Momba",228586.063472152,0.520297052936816,0.520557821996323,2017
"TZA","Tanzania","TZA.13_1","Mbeya","TZA.13.10_1","Rungwe",356610.859463692,0.52350004447831,0.505599224443939,2017
"TZA","Tanzania","TZA.13_1","Mbeya","TZA.13.11_1","Tunduma",73307.1621990204,0.521052628755569,0.521453704528805,2017
"TZA","Tanzania","TZA.14_1","Morogoro","TZA.14.1_1","Gairo",211018.314962387,0.521402518386426,0.521692285685854,2017
"TZA","Tanzania","TZA.14_1","Morogoro","TZA.14.2_1","Kilombero",456865.006615866,0.521820559340008,0.526362855699854,2017
"TZA","Tanzania","TZA.14_1","Morogoro","TZA.14.3_1","Kilosa",497039.457186908,0.52352712961444,0.5248917640652,2017
"TZA","Tanzania","TZA.14_1","Morogoro","TZA.14.4_1","Morogoro Rural",305509.865707025,0.522559142859051,0.524944463905708,2017
"TZA","Tanzania","TZA.14_1","Morogoro","TZA.14.5_1","Morogoro Urban",355895.832910538,0.52995843778957,0.529797520567929,2017
"TZA","Tanzania","TZA.14_1","Morogoro","TZA.14.6_1","Mvomero",356608.854830921,0.523325563797468,0.524207935546715,2017
"TZA","Tanzania","TZA.14_1","Morogoro","TZA.14.7_1","Ulanga",313747.145881251,0.518360872991288,0.522447802347433,2017
"TZA","Tanzania","TZA.15_1","Mtwara","TZA.15.2_1","Masasi",263313.140965104,0.521773614254095,0.522249648609512,2017
"TZA","Tanzania","TZA.15_1","Mtwara","TZA.15.1_1","Masasi Township Authority",109789.324132919,0.522210562551344,0.522429482307981,2017
"TZA","Tanzania","TZA.15_1","Mtwara","TZA.15.3_1","Mtwara Rural",231769.691763699,0.523287270988166,0.503475841956328,2017
"TZA","Tanzania","TZA.15_1","Mtwara","TZA.15.4_1","Mtwara Urban",104405.041762352,0.524235444409507,0.524480045590509,2017
"TZA","Tanzania","TZA.15_1","Mtwara","TZA.15.5_1","Nanyumbu",162408.481645584,0.520665555231033,0.520798465322168,2017
"TZA","Tanzania","TZA.15_1","Mtwara","TZA.15.6_1","Newala",211306.632335663,0.522378455387073,0.522615162680809,2017
"TZA","Tanzania","TZA.15_1","Mtwara","TZA.15.7_1","Tandahimba",242628.310732841,0.52343005001545,0.52329593861809,2017
"TZA","Tanzania","TZA.16_1","Mwanza","TZA.16.1_1","Ilemela",430240.688137531,0.522662364519559,0.523798998262904,2017
"TZA","Tanzania","TZA.16_1","Mwanza","TZA.16.2_1","Kwimba",392097.399168015,0.524862560431163,0.52474329291608,2017
"TZA","Tanzania","TZA.16_1","Mwanza","TZA.16.3_1","Lake Victoria",270107.024758458,0.522999066647475,0.450026464035784,2017
"TZA","Tanzania","TZA.16_1","Mwanza","TZA.16.4_1","Magu",302861.615918636,0.522266769574748,0.522628140900095,2017
"TZA","Tanzania","TZA.16_1","Mwanza","TZA.16.5_1","Misungwi",419861.231499195,0.521807728789923,0.521596337362289,2017
"TZA","Tanzania","TZA.16_1","Mwanza","TZA.16.6_1","Nyamagana",395217.038312435,0.525695234537125,0.524822896624582,2017
"TZA","Tanzania","TZA.16_1","Mwanza","TZA.16.7_1","Sengerema",682605.135844946,0.52043786097546,0.520756540717529,2017
"TZA","Tanzania","TZA.16_1","Mwanza","TZA.16.8_1","Ukerewe",302919.702536583,0.522070965596608,0.513523182210476,2017
"TZA","Tanzania","TZA.17_1","Njombe","TZA.17.1_1","Ludewa",135885.489275962,0.520225504110026,0.456266691501367,2017
"TZA","Tanzania","TZA.17_1","Njombe","TZA.17.2_1","Makambako Township Authority",99694.5824966431,0.519126040594918,0.520169395839128,2017
"TZA","Tanzania","TZA.17_1","Njombe","TZA.17.3_1","Makete",97137.0340573788,0.521528447301764,0.231636052085003,2017
"TZA","Tanzania","TZA.17_1","Njombe","TZA.17.5_1","Njombe",89272.2456072569,0.517603361103908,0.517636229139447,2017
"TZA","Tanzania","TZA.17_1","Njombe","TZA.17.4_1","Njombe Urban",139634.61552453,0.516498369292209,0.109594644874438,2017
"TZA","Tanzania","TZA.17_1","Njombe","TZA.17.6_1","Wanging'ombe",171807.991914749,0.519981209029499,0.388597882416283,2017
"TZA","Tanzania","TZA.18_1","Pemba North","TZA.18.1_1","Micheweni",109722.875105858,0.522846029354976,0.518545924183512,2017
"TZA","Tanzania","TZA.18_1","Pemba North","TZA.18.2_1","Wete",89849.1903171539,0.522525960206985,0.4366279650286,2017
"TZA","Tanzania","TZA.19_1","Pemba South","TZA.19.1_1","Chake",106694.805179596,0.521515541606479,0.475556132351139,2017
"TZA","Tanzania","TZA.19_1","Pemba South","TZA.19.2_1","Mkoani",79702.7120170593,0.522382075136358,0.522357294411862,2017
"TZA","Tanzania","TZA.20_1","Pwani","TZA.20.1_1","Bagamoyo",377417.411429882,0.522873951345682,0.521047819945358,2017
"TZA","Tanzania","TZA.20_1","Pwani","TZA.20.3_1","Kibaha",84372.984936595,0.523586957795279,0.525688387888748,2017
"TZA","Tanzania","TZA.20_1","Pwani","TZA.20.2_1","Kibaha Urban",166565.614039898,0.525244789965012,0.527575708671788,2017
"TZA","Tanzania","TZA.20_1","Pwani","TZA.20.4_1","Kisarawe",108436.539422989,0.522621689730608,0.523299470006593,2017
"TZA","Tanzania","TZA.20_1","Pwani","TZA.20.5_1","Mafia",30615.9011440277,0.521990776062012,0.459324473791293,2017
"TZA","Tanzania","TZA.20_1","Pwani","TZA.20.6_1","Mkuranga",261372.917949677,0.523311708912705,0.523265123855067,2017
"TZA","Tanzania","TZA.20_1","Pwani","TZA.20.7_1","Rufiji",218933.716594806,0.521166001999472,0.522329067862887,2017
