"GID_0","NAME_0","GID_1","NAME_1","GID_2","NAME_2","population","ITN_coverage_mean","ITN_coverage_pop_weighted"
"MLI","Mali","MLI.1_1","Bamako","MLI.1.1_1","Bamako",3166166.00222778,0.308229784170787,0.308199928805655
"MLI","Mali","MLI.2_1","Gao","MLI.2.1_1","Ansongo",222846.379241496,0.299386085102998,0.300692092284566
"MLI","Mali","MLI.2_1","Gao","MLI.2.2_1","Bourem",170742.588782392,0.299287091871226,0.119905153072103
"MLI","Mali","MLI.2_1","Gao","MLI.2.3_1","Gao",420828.507547453,0.300117205447275,0.300455446574406
"MLI","Mali","MLI.2_1","Gao","MLI.2.4_1","Ménaka",98566.2191070691,0.297180500731663,0.249400830838439
"MLI","Mali","MLI.3_1","Kayes","MLI.3.1_1","Bafoulabé",324117.836683847,0.300503134821889,0.300554487156623
"MLI","Mali","MLI.3_1","Kayes","MLI.3.2_1","Diéma",309920.755469084,0.300136621071529,0.300319640174702
"MLI","Mali","MLI.3_1","Kayes","MLI.3.3_1","Kayes",804070.904557347,0.301330887643037,0.300726026209351
"MLI","Mali","MLI.3_1","Kayes","MLI.3.4_1","Kéniéba",277800.80541873,0.300647693264751,0.28942759102133
"MLI","Mali","MLI.3_1","Kayes","MLI.3.5_1","Kita",639083.731355119,0.300723447987359,0.300906326213025
"MLI","Mali","MLI.3_1","Kayes","MLI.3.6_1","Nioro",323019.157174826,0.300008388250832,0.299980157481084
"MLI","Mali","MLI.3_1","Kayes","MLI.3.7_1","Yélimané",253590.329175949,0.300338736307012,0.300322747673196
"MLI","Mali","MLI.4_1","Kidal","MLI.4.1_1","Abeïbara",16597.5077977851,0.296432193291598,0.0838956228247308
"MLI","Mali","MLI.4_1","Kidal","MLI.4.2_1","Kidal",65929.8390701115,0.298439306066236,0.256307320941422
"MLI","Mali","MLI.4_1","Kidal","MLI.4.3_1","Tessalit",23068.7792547774,0.297873748406287,0.126681903039254
"MLI","Mali","MLI.4_1","Kidal","MLI.4.4_1","Tin-Essako",27144.0960911736,0.295092264637676,0.151893274679108
"MLI","Mali","MLI.5_1","Koulikoro","MLI.5.1_1","Banamba",261836.101473927,0.300345213568989,0.300511974304574
"MLI","Mali","MLI.5_1","Koulikoro","MLI.5.2_1","Dioïla",726701.569899082,0.300551046382502,0.300649193797142
"MLI","Mali","MLI.5_1","Koulikoro","MLI.5.3_1","Kangaba",130058.379163146,0.302361437572842,0.300441744210482
"MLI","Mali","MLI.5_1","Koulikoro","MLI.5.4_1","Kati",2562887.97087908,0.302544605954093,0.307896643441726
"MLI","Mali","MLI.5_1","Koulikoro","MLI.5.5_1","Kolokani",294659.36215806,0.300301273436873,0.300646820723329
"MLI","Mali","MLI.5_1","Koulikoro","MLI.5.6_1","Koulikoro",291291.004448414,0.300782125681005,0.301057160961747
"MLI","Mali","MLI.5_1","Koulikoro","MLI.5.7_1","Nara",353297.845904469,0.299745445954147,0.299758701224604
"MLI","Mali","MLI.6_1","Mopti","MLI.6.1_1","Bandiagara",418630.356288433,0.300757849619195,0.301123077438337
"MLI","Mali","MLI.6_1","Mopti","MLI.6.2_1","Bankass",359383.287405968,0.300393024750326,0.300162532799214
