"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted","year"
"MWI","Malawi","MWI.1_1","Balaka",403957.480689526,0,0,2020
"MWI","Malawi","MWI.2_1","Blantyre",1284095.60390365,0,0,2020
"MWI","Malawi","MWI.3_1","Chikwawa",562127.318711048,0,0,2020
"MWI","Malawi","MWI.4_1","Chiradzulu",366061.071023345,0,0,2020
"MWI","Malawi","MWI.5_1","Chitipa",253632.311448229,0,0,2020
"MWI","Malawi","MWI.6_1","Dedza",826152.998948732,0,0,2020
"MWI","Malawi","MWI.7_1","Dowa",824267.365897834,0,0,2020
"MWI","Malawi","MWI.8_1","Karonga",375488.275148496,0,0,2020
"MWI","Malawi","MWI.9_1","Kasungu",871863.982995384,0,0,2020
"MWI","Malawi","MWI.10_1","Likoma",4861.03337097168,NA,0,2020
"MWI","Malawi","MWI.11_1","Lilongwe",3084438.82640975,0,0,2020
"MWI","Malawi","MWI.12_1","Machinga",711743.569628627,0,0,2020
"MWI","Malawi","MWI.13_1","Mangochi",1094401.0786686,0,0,2020
"MWI","Malawi","MWI.14_1","Mchinji",674854.754336043,0,0,2020
"MWI","Malawi","MWI.15_1","Mulanje",647592.5888905,0,0,2020
"MWI","Malawi","MWI.16_1","Mwanza",134227.833255068,0,0,2020
"MWI","Malawi","MWI.17_1","Mzimba",1228461.06182012,0,0,2020
"MWI","Malawi","MWI.18_1","Neno",158821.788241191,0,0,2020
"MWI","Malawi","MWI.19_1","Nkhata Bay",313776.756847108,0,0,2020
"MWI","Malawi","MWI.20_1","Nkhotakota",419467.258479245,0,0,2020
"MWI","Malawi","MWI.21_1","Nsanje",282132.029107302,0.00503002931089962,0.0146598191473957,2020
"MWI","Malawi","MWI.22_1","Ntcheu",634147.878150413,0,0,2020
"MWI","Malawi","MWI.23_1","Ntchisi",315410.719904178,0,0,2020
"MWI","Malawi","MWI.24_1","Phalombe",416208.303423079,0,0,2020
"MWI","Malawi","MWI.25_1","Rumphi",238338.932419054,0,0,2020
"MWI","Malawi","MWI.26_1","Salima",503306.475902311,0,0,2020
"MWI","Malawi","MWI.27_1","Thyolo",801505.481209813,0,0,2020
"MWI","Malawi","MWI.28_1","Zomba",851750.146227714,0,0,2020
"NAM","Namibia","NAM.1_1","!Karas",84565.8704008496,0.0918807803269433,0.101138206681175,2020
"NAM","Namibia","NAM.2_1","Erongo",199277.93942418,0.230101578859348,0.147126476580049,2020
"NAM","Namibia","NAM.3_1","Hardap",92115.592790559,0.0816681486198896,0.101200226145857,2020
"NAM","Namibia","NAM.4_1","Kavango",220830.55014457,0.769068656405906,0.761281275242767,2020
"NAM","Namibia","NAM.5_1","Khomas",454502.267317154,0.0922072323414083,0.118889444696222,2020
"NAM","Namibia","NAM.6_1","Kunene",104659.375732181,0.699524783205723,0.655630186585066,2020
"NAM","Namibia","NAM.7_1","Ohangwena",242058.097076356,0.47408661578107,0.480127457836664,2020
"NAM","Namibia","NAM.8_1","Omaheke",75185.0167797655,0.313178009595554,0.220151382172821,2020
"NAM","Namibia","NAM.9_1","Omusati",246886.950899276,0.571869987318149,0.481222911093841,2020
"NAM","Namibia","NAM.10_1","Oshana",174085.89422176,0.618744678563065,0.528857223105204,2020
"NAM","Namibia","NAM.11_1","Oshikoto",221544.428776349,0.524699164382299,0.526867537424159,2020
"NAM","Namibia","NAM.12_1","Otjozondjupa",157106.526186417,0.482804373656058,0.37748304258037,2020
"NAM","Namibia","NAM.13_1","Zambezi",100290.522706626,0.913083664936727,0.873724803934044,2020
