"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted"
"MLI","Mali","MLI.1_1","Bamako",3166166.00222778,0.0358879075696071,0.033410422580132
"MLI","Mali","MLI.2_1","Gao",912983.694678411,0.0620770257138435,0.0903403470977723
"MLI","Mali","MLI.3_1","Kayes",2931603.5198349,0.131901746745645,0.11402812496641
"MLI","Mali","MLI.4_1","Kidal",132740.222213848,0.0240460442376011,0.0653609377177661
"MLI","Mali","MLI.5_1","Koulikoro",4620732.23392618,0.102478378133947,0.0706265447329281
"MLI","Mali","MLI.6_1","Mopti",2901244.23788226,0.0956590943888926,0.0950849479441975
"MLI","Mali","MLI.7_1","Ségou",3366379.4005658,0.0909446703457592,0.0903952870247461
"MLI","Mali","MLI.8_1","Sikasso",4056139.97418353,0.203294923651744,0.186884012307458
"MLI","Mali","MLI.9_1","Timbuktu",1098160.5062152,0.0129014838605561,0.0676329726507967
"MOZ","Mozambique","MOZ.1_1","Cabo Delgado",2143343.74120963,0.349110494521536,0.373446979460813
"MOZ","Mozambique","MOZ.2_1","Gaza",1526577.38990308,0.0873429794100124,0.0788616902279723
"MOZ","Mozambique","MOZ.3_1","Inhambane",1463383.00030645,0.169079798379829,0.219226111998211
"MOZ","Mozambique","MOZ.4_1","Manica",2341403.34442306,0.243734805715483,0.228503894279656
"MOZ","Mozambique","MOZ.6_1","Maputo",1104180.44810384,0.0450328953961697,0.0354621248943442
"MOZ","Mozambique","MOZ.5_1","Maputo City",2153648.33888435,0.0537522957893088,0.0478215650046948
"MOZ","Mozambique","MOZ.7_1","Nampula",5937605.58881617,0.3907943272362,0.339606719674624
"MOZ","Mozambique","MOZ.8_1","Nassa",2188690.26248204,0.335244152004314,0.30242353626683
"MOZ","Mozambique","MOZ.9_1","Sofala",2270634.58026537,0.267164004079352,0.219419967294537
"MOZ","Mozambique","MOZ.10_1","Tete",3445224.72170259,0.157716907223826,0.143401596250294
"MOZ","Mozambique","MOZ.11_1","Zambezia",5740299.31975117,0.429435883422035,0.37783314327357
