"GID_0","NAME_0","GID_1","NAME_1","GID_2","NAME_2","population","arab_abundance","fun_abundance","gamb_abundance","arab_pop_weighted_abundance","fun_pop_weighted_abundance","gamb_pop_weighted_abundance","year"
"CIV","Côte d'Ivoire","CIV.1_1","Abidjan","CIV.1.1_1","Abidjan",5436150.55575085,0.472557580170508,0.10448657403441,0.422955845795083,0.503735264325074,0.138316743777444,0.357947991897482,2020
"CIV","Côte d'Ivoire","CIV.2_1","Bas-Sassandra","CIV.2.1_1","Gbôkle",473150.161424637,0.527541080356429,0.103523784511976,0.368935135131595,0.60020916921155,0.0919212433284279,0.307869587460023,2020
"CIV","Côte d'Ivoire","CIV.2_1","Bas-Sassandra","CIV.2.2_1","Nawa",1216109.66959262,0.35723441432793,0.137182529944005,0.505583055728064,0.411256679918957,0.154132161415896,0.434611158665146,2020
"CIV","Côte d'Ivoire","CIV.2_1","Bas-Sassandra","CIV.2.3_1","San-Pédro",948582.710117817,0.129843858741275,0.0875411933011373,0.782614947957588,0.213634935936582,0.099902765718717,0.686462298344701,2020
"CIV","Côte d'Ivoire","CIV.3_1","Comoé","CIV.3.1_1","Indénié-Djuablin",626728.450928688,0.310628249555955,0.130990026477199,0.558381723966846,0.355337255930237,0.137662218407351,0.507000525662412,2020
"CIV","Côte d'Ivoire","CIV.3_1","Comoé","CIV.3.2_1","Sud Comoé",705863.411463559,0.272231829629744,0.113074866569765,0.614693303800491,0.252305784626946,0.0999803242848061,0.647713891088248,2020
"CIV","Côte d'Ivoire","CIV.4_1","Denguélé","CIV.4.1_1","Folon",114071.22264576,0.63565193633191,0.26088495772089,0.1034631059472,0.631184321259207,0.265560379114357,0.103255299626436,2020
"CIV","Côte d'Ivoire","CIV.4_1","Denguélé","CIV.4.2_1","Kabadougou",224993.457099915,0.673080222837326,0.206027933687475,0.120891843475199,0.676790835123701,0.224443877949273,0.0987652869270254,2020
"CIV","Côte d'Ivoire","CIV.5_1","Gôh-Djiboua","CIV.5.1_1","Gôh",1049922.17913246,0.389807673858975,0.14819957506723,0.461992751073794,0.415931099525515,0.143087613216459,0.440981287258026,2020
"CIV","Côte d'Ivoire","CIV.5_1","Gôh-Djiboua","CIV.5.2_1","Lôh-Djiboua",843837.280818462,0.380593546245691,0.132014413632268,0.487392040122041,0.387945278828006,0.14441595019227,0.467638770979724,2020
