"GID_0","NAME_0","GID_1","NAME_1","population","coverage_mean","coverage_pop_weighted","year"
"SOM","Somalia","SOM.1_1","Awdal",419009.377954006,0.117205608384563,0.120852527840666,2018
"SOM","Somalia","SOM.2_1","Bakool",430158.543091297,0.197467886345359,0.201860716542973,2018
"SOM","Somalia","SOM.3_1","Banaadir",934236.146240234,0.202533504792622,0.152402941353673,2018
"SOM","Somalia","SOM.4_1","Bari",529740.024595201,0.104112437753938,0.10823579331827,2018
"SOM","Somalia","SOM.5_1","Bay",869368.069134712,0.217515458641551,0.216634707000456,2018
"SOM","Somalia","SOM.6_1","Galguduud",463120.438252211,0.178086995824458,0.176979029255428,2018
"SOM","Somalia","SOM.7_1","Gedo",455688.473656654,0.210670280146014,0.221351732871586,2018
"SOM","Somalia","SOM.8_1","Hiiraan",459491.182276964,0.191256818074796,0.193929474217713,2018
"SOM","Somalia","SOM.9_1","Jubbada Dhexe",336470.880919576,0.242516258051471,0.243113211982793,2018
"SOM","Somalia","SOM.10_1","Jubbada Hoose",516310.956551574,0.247930412771851,0.220296181178155,2018
"SOM","Somalia","SOM.11_1","Mudug",489779.259152174,0.148111839404336,0.152298199684081,2018
"SOM","Somalia","SOM.12_1","Nugaal",173554.325161397,0.129518858510856,0.123523512165641,2018
"SOM","Somalia","SOM.13_1","Sanaag",374056.968022108,0.08430560141569,0.0886227220261354,2018
"SOM","Somalia","SOM.14_1","Shabeellaha Dhexe",732612.340254068,0.187946185522158,0.198961232513715,2018
"SOM","Somalia","SOM.15_1","Shabeellaha Hoose",1255573.40695047,0.229140438271921,0.209389976794213,2018
"SOM","Somalia","SOM.16_1","Sool",209267.455738187,0.106277876537204,0.113417092592674,2018
"SOM","Somalia","SOM.17_1","Togdheer",577309.808805704,0.137723887580283,0.134803548849602,2018
"SOM","Somalia","SOM.18_1","Woqooyi Galbeed",975398.998754025,0.127283518961536,0.12380550668463,2018
"SSD","South Sudan","SSD.1_1","Central Equatoria",1721634.68228769,0.602196378011277,0.597740508471594,2018
"SSD","South Sudan","SSD.2_1","Eastern Equatoria",4474978.74199513,0.553963005929013,0.562012549166253,2018
"SSD","South Sudan","SSD.3_1","Jungoli",1922034.65200277,0.585811489665395,0.591025356069837,2018
"SSD","South Sudan","SSD.4_1","Lakes",862632.468786702,0.601259525514571,0.616469901762436,2018
"SSD","South Sudan","SSD.5_1","North Bahr-al-Ghazal",857761.24050808,0.590937441047367,0.612085052147447,2018
"SSD","South Sudan","SSD.6_1","Unity",879145.602651305,0.613095329888597,0.617334354243378,2018
"SSD","South Sudan","SSD.7_1","Upper Nile",1430900.72476125,0.597943701333013,0.602212250635654,2018
"SSD","South Sudan","SSD.8_1","Warap",1011514.53932178,0.616739579984047,0.620510850984326,2018
"SSD","South Sudan","SSD.9_1","West Bahr-al-Ghazal",315419.712058157,0.531349184753943,0.576583798357348,2018
"SSD","South Sudan","SSD.10_1","West Equatoria",884584.967629462,0.566524612460414,0.576139667273228,2018
