"GID_0","NAME_0","GID_1","NAME_1","population","arab_abundance","fun_abundance","gamb_abundance","arab_pop_weighted_abundance","fun_pop_weighted_abundance","gamb_pop_weighted_abundance","year"
"ZMB","Zambia","ZMB.1_1","Central",2363347.37950947,0.549430439810501,0.169856414342522,0.280713145846977,0.546163588198762,0.175561585005593,0.278274826795645,2020
"ZMB","Zambia","ZMB.2_1","Copperbelt",2565138.293046,0.369367885452042,0.169899049702502,0.460733064845456,0.381382006422956,0.202678509317272,0.415939484259771,2020
"ZMB","Zambia","ZMB.3_1","Eastern",2118191.26912349,0.691098217691833,0.177060678528177,0.13184110377999,0.622083202145307,0.205819256794685,0.172097541060008,2020
"ZMB","Zambia","ZMB.4_1","Luapula",1665703.08836649,0.278469402581848,0.14220059037288,0.579330007045272,0.289851341251942,0.158180593208946,0.551968065539111,2020
"ZMB","Zambia","ZMB.5_1","Lusaka",2935614.33875434,0.745810365385041,0.118614711407397,0.135574923207562,0.588286309416868,0.133067646168524,0.278646044414608,2020
"ZMB","Zambia","ZMB.6_1","Muchinga",1020179.41845758,0.601075750112701,0.140415356974722,0.258508892912577,0.655559546323595,0.12425894128823,0.220181512388174,2020
"ZMB","Zambia","ZMB.7_1","North-Western",1049991.63963729,0.286234923966164,0.0966442140687723,0.617120861965064,0.236749982652283,0.10552671217715,0.657723305170567,2020
"ZMB","Zambia","ZMB.8_1","Northern",1596492.71851892,0.306668713977691,0.154681629233627,0.538649656788683,0.355719001259618,0.184367085536008,0.459913913204374,2020
"ZMB","Zambia","ZMB.9_1","Southern",2173228.9846914,0.593955983564523,0.207814551130771,0.198229465304706,0.607943278704985,0.209799789292145,0.182256932002871,2020
"ZMB","Zambia","ZMB.10_1","Western",1090966.97556242,0.749029273252087,0.122439879157731,0.128530847590181,0.745567224026798,0.119036102739441,0.135396673233761,2020
"ZWE","Zimbabwe","ZWE.1_1","Bulawayo",617709.1701684,0.978496693426599,0.0215033065734015,0,0.975813144138198,0.0241868558618018,0,2020
"ZWE","Zimbabwe","ZWE.2_1","Harare",2218886.14356613,0.715841469132505,0.145543680782084,0.138614850085411,0.716057694836063,0.143239193485252,0.140703111678685,2020
"ZWE","Zimbabwe","ZWE.3_1","Manicaland",1890238.77471447,0.823364202528414,0.0985965987957132,0.0780391986758725,0.841715279345139,0.0910886524278788,0.0671960682269826,2020
"ZWE","Zimbabwe","ZWE.4_1","Mashonaland Central",1280768.9750424,0.751663961551737,0.152781760658916,0.0955542777893469,0.760525983040163,0.145404066721464,0.0940699502383721,2020
"ZWE","Zimbabwe","ZWE.5_1","Mashonaland East",1597821.80333221,0.791744604592788,0.109462783056415,0.098792612350797,0.749336852530645,0.127755086166554,0.122908061302801,2020
"ZWE","Zimbabwe","ZWE.6_1","Mashonaland West",1849522.76486502,0.684546525566713,0.15810844188325,0.157345032550038,0.701098405549238,0.152476729032071,0.146424865418691,2020
"ZWE","Zimbabwe","ZWE.7_1","Masvingo",1633122.60498355,0.946522190032786,0.0350315781120303,0.0184462318551834,0.901234124992624,0.0613462146011019,0.0374196604062743,2020
"ZWE","Zimbabwe","ZWE.8_1","Matabeleland North",797134.022890192,0.870913639432241,0.08699552057923,0.0420908399885292,0.880598013413877,0.0771243450963977,0.0422776414897252,2020
"ZWE","Zimbabwe","ZWE.9_1","Matabeleland South",708246.948809505,0.990446744965257,0.00812386191848663,0.00142939311625605,0.989549627954074,0.00935729179398688,0.00109308025193895,2020
"ZWE","Zimbabwe","ZWE.10_1","Midlands",1733487.63890018,0.845014214509226,0.0820610818674783,0.0729247036232953,0.825351588438587,0.0954493907634321,0.0791990207979811,2020
