"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted","year"
"MWI","Malawi","MWI.1_1","Balaka",403957.480689526,0.852089654315602,0.849586013574334,2020
"MWI","Malawi","MWI.2_1","Blantyre",1284095.60390365,0.88666551818653,0.889008115656366,2020
"MWI","Malawi","MWI.3_1","Chikwawa",562127.318711048,0.813518698890833,0.837159991111068,2020
"MWI","Malawi","MWI.4_1","Chiradzulu",366061.071023345,0.906158978874619,0.906619159208595,2020
"MWI","Malawi","MWI.5_1","Chitipa",253632.311448229,0.50789068927688,0.53428924184266,2020
"MWI","Malawi","MWI.6_1","Dedza",826152.998948732,0.377912553839194,0.479745924854937,2020
"MWI","Malawi","MWI.7_1","Dowa",824267.365897834,0.370310593267967,0.367350247502325,2020
"MWI","Malawi","MWI.8_1","Karonga",380684.070688352,0.310649933022203,0.666798380841639,2020
"MWI","Malawi","MWI.9_1","Kasungu",871863.982995384,0.412016665134627,0.39519070710181,2020
"MWI","Malawi","MWI.10_1","Likoma",4861.03337097168,NA,0,2020
"MWI","Malawi","MWI.11_1","Lilongwe",3084438.82640975,0.457725126976983,0.465035681781117,2020
"MWI","Malawi","MWI.12_1","Machinga",711743.569628627,0.840327578259038,0.836219699983388,2020
"MWI","Malawi","MWI.13_1","Mangochi",1094401.0786686,0.563557015217651,0.704570884802342,2020
"MWI","Malawi","MWI.14_1","Mchinji",674854.754336043,0.42896613518934,0.43096469564866,2020
"MWI","Malawi","MWI.15_1","Mulanje",647592.5888905,0.815492819832719,0.808011103016831,2020
"MWI","Malawi","MWI.16_1","Mwanza",134227.833255068,0.665802939070596,0.630222397787787,2020
"MWI","Malawi","MWI.17_1","Mzimba",1228461.06182012,0.388263467278569,0.392024499982399,2020
"MWI","Malawi","MWI.18_1","Neno",158821.788241191,0.740735504627228,0.735461366729509,2020
"MWI","Malawi","MWI.19_1","Nkhata Bay",313776.756847108,0.176156739968417,0.423202473438645,2020
"MWI","Malawi","MWI.20_1","Nkhotakota",419467.258479245,0.177225138296138,0.301861106436311,2020
"MWI","Malawi","MWI.21_1","Nsanje",282132.029107302,0.680012892624911,0.567296364319105,2020
"MWI","Malawi","MWI.22_1","Ntcheu",634147.878150413,0.678766222463714,0.674137221724277,2020
"MWI","Malawi","MWI.23_1","Ntchisi",315410.719904178,0.300179845269989,0.304001658731275,2020
"MWI","Malawi","MWI.24_1","Phalombe",416208.303423079,0.81743606695762,0.783856737086592,2020
"MWI","Malawi","MWI.25_1","Rumphi",238338.932419054,0.312349773731894,0.460510938682746,2020
"MWI","Malawi","MWI.26_1","Salima",503306.475902311,0.374059154210906,0.487042523875158,2020
"MWI","Malawi","MWI.27_1","Thyolo",801505.481209813,0.86423042454297,0.846778553039037,2020
"MWI","Malawi","MWI.28_1","Zomba",851750.146227714,0.793287195761998,0.896281334110972,2020
"NAM","Namibia","NAM.1_1","!Karas",84565.8704008496,0,0,2020
"NAM","Namibia","NAM.2_1","Erongo",199277.93942418,0,0,2020
"NAM","Namibia","NAM.3_1","Hardap",92115.592790559,0,0,2020
"NAM","Namibia","NAM.4_1","Kavango",220830.55014457,0,0,2020
"NAM","Namibia","NAM.5_1","Khomas",454502.267317154,0,0,2020
"NAM","Namibia","NAM.6_1","Kunene",104659.375732181,1.97613718655628e-05,4.67789453387461e-05,2020
"NAM","Namibia","NAM.7_1","Ohangwena",242058.097076356,0,0,2020
"NAM","Namibia","NAM.8_1","Omaheke",75185.0167797655,0,0,2020
"NAM","Namibia","NAM.9_1","Omusati",246886.950899276,0,0,2020
"NAM","Namibia","NAM.10_1","Oshana",174085.89422176,0,0,2020
"NAM","Namibia","NAM.11_1","Oshikoto",221544.428776349,0,0,2020
"NAM","Namibia","NAM.12_1","Otjozondjupa",157106.526186417,0,0,2020
"NAM","Namibia","NAM.13_1","Zambezi",100290.522706626,0,0,2020
