"GID_0","NAME_0","GID_1","NAME_1","population","arab_abundance","fun_abundance","gamb_abundance","arab_pop_weighted_abundance","fun_pop_weighted_abundance","gamb_pop_weighted_abundance","year"
"CIV","Côte d'Ivoire","CIV.1_1","Abidjan",5436150.55575085,0.472557580170508,0.10448657403441,0.422955845795083,0.503735264325074,0.138316743777444,0.357947991897482,2020
"CIV","Côte d'Ivoire","CIV.2_1","Bas-Sassandra",2637842.54113507,0.292781325926767,0.107621052368399,0.599597621704834,0.373736865787277,0.123614808449346,0.502648325763377,2020
"CIV","Côte d'Ivoire","CIV.3_1","Comoé",1332591.86239225,0.290934789866942,0.121801370864585,0.587263839268472,0.301011752407021,0.117793649648493,0.581194597944486,2020
"CIV","Côte d'Ivoire","CIV.4_1","Denguélé",339064.679745674,0.660566548734611,0.224368685698647,0.115064765566741,0.661593265023879,0.238145230141471,0.10026150483465,2020
"CIV","Côte d'Ivoire","CIV.5_1","Gôh-Djiboua",1893759.45995092,0.384631759568745,0.139107774749626,0.476260465681629,0.403468148445677,0.143679162734553,0.45285268881977,2020
"CIV","Côte d'Ivoire","CIV.6_1","Lacs",1470226.67296842,0.367950477962633,0.137330332230769,0.494719189806598,0.374517315054956,0.139212259117017,0.486270425828027,2020
"CIV","Côte d'Ivoire","CIV.7_1","Lagunes",1592867.56412983,0.296850892326412,0.139123693556407,0.564025414117181,0.321359499693156,0.142457512209748,0.536182988097096,2020
"CIV","Côte d'Ivoire","CIV.8_1","Montagnes",2841965.37352306,0.14710271733412,0.115128318911666,0.737768963754214,0.175893166455639,0.11879031228793,0.705316521256431,2020
"CIV","Côte d'Ivoire","CIV.9_1","Sassandra-Marahoué",2765795.76184186,0.289239526788381,0.129484819559379,0.58127565365224,0.307496214862085,0.128421164745975,0.56408262039194,2020
"CIV","Côte d'Ivoire","CIV.10_1","Savanes",1977018.22337836,0.572132594988802,0.269831905452511,0.158035499558687,0.57404804757215,0.325604500970044,0.100347451457806,2020
"CIV","Côte d'Ivoire","CIV.11_1","Vallée du Bandama",1584975.60154164,0.392758614902479,0.181207584543231,0.42603380055429,0.487563501186849,0.15194065955047,0.360495839262681,2020
"CIV","Côte d'Ivoire","CIV.12_1","Woroba",1021181.78991795,0.514132711727386,0.15367869624924,0.332188592023375,0.507963450363701,0.149887993161063,0.342148556475237,2020
"CIV","Côte d'Ivoire","CIV.13_1","Yamoussoukro",405161.917465568,0.268160838940209,0.140634182611726,0.591204978448066,0.421853242981894,0.119789256996148,0.458357500021958,2020
"CIV","Côte d'Ivoire","CIV.14_1","Zanzan",1044722.94545803,0.477112827935264,0.167782322291279,0.355104849773456,0.422762709470445,0.17353992538652,0.403697365143035,2020
"CMR","Cameroon","CMR.1_1","Adamaoua",1463667.30392109,0.462900351744068,0.182241603963106,0.354858044292827,0.480604179742375,0.178972771102704,0.340423049154921,2020
"CMR","Cameroon","CMR.2_1","Centre",5802256.32784414,0.196229081743674,0.118693845203333,0.685077073052993,0.526809608667193,0.127522809311417,0.34566758202139,2020
"CMR","Cameroon","CMR.3_1","Est",1067758.10368913,0.156943510928,0.133005951370317,0.710050537701684,0.260404696170739,0.139359636912271,0.60023566691699,2020
"CMR","Cameroon","CMR.4_1","Extrême-Nord",4586726.27017835,0.816783034010664,0.150940516828728,0.0322764491606075,0.829001837970555,0.14233781712953,0.0286603448999155,2020
"CMR","Cameroon","CMR.5_1","Littoral",4404958.46634877,0.36607808092075,0.108434661312718,0.525487257766532,0.798197498344041,0.0968750338274795,0.10492746782848,2020
"CMR","Cameroon","CMR.7_1","Nord",3146378.3535651,0.705012410268248,0.174763547231492,0.12022404250026,0.676746404535209,0.18703820020243,0.136215395262361,2020
"CMR","Cameroon","CMR.6_1","Nord-Ouest",2353609.06122077,0.307581780223462,0.230928727102993,0.461489492673544,0.451747276599844,0.219677579355558,0.328575144044599,2020
"CMR","Cameroon","CMR.8_1","Ouest",2150541.51151375,0.316401126624804,0.167897761550291,0.515701111824906,0.412646392190137,0.172729541661648,0.414624066148215,2020
"CMR","Cameroon","CMR.10_1","Sud",976744.530883431,0.0559061638224121,0.0593783046246678,0.88471553155292,0.110428753227185,0.0617307672273308,0.827840479545484,2020
"CMR","Cameroon","CMR.9_1","Sud-Ouest",1987840.30545152,0.283470580546164,0.210096980994384,0.506432438459452,0.478391930286289,0.178700750890613,0.342907318823099,2020
