"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted"
"UGA","Uganda","UGA.1_1","Adjumani",246593.044848084,0.599556553822297,0.576737139070653
"UGA","Uganda","UGA.2_1","Apac",1196664.87300992,0.592426257894227,0.591752934412017
"UGA","Uganda","UGA.3_1","Arua",1365665.30942106,0.598009659401698,0.597972586308161
"UGA","Uganda","UGA.4_1","Bugiri",689691.622556686,0.602148107687632,0.602081519054467
"UGA","Uganda","UGA.5_1","Bundibugyo",305486.889164686,0.605672335624695,0.562763980713737
"UGA","Uganda","UGA.6_1","Bushenyi",950631.711653545,0.58768560065002,0.575112096288796
"UGA","Uganda","UGA.7_1","Busia",301805.23658371,0.598636664450169,0.585858697077471
"UGA","Uganda","UGA.8_1","Gulu",1020171.09830518,0.595242330505524,0.565136105118539
"UGA","Uganda","UGA.9_1","Hoima",718989.072508276,0.596740512949664,0.589295535692078
"UGA","Uganda","UGA.10_1","Iganga",1184143.01009941,0.598077573139092,0.598364269172993
"UGA","Uganda","UGA.11_1","Jinja",529400.409626007,0.593820126617656,0.596892366962276
"UGA","Uganda","UGA.12_1","Kabale",576521.313814878,0.601760860000338,0.0719111244220312
"UGA","Uganda","UGA.13_1","Kabarole",547742.201707363,0.594672372079875,0.559214842180003
"UGA","Uganda","UGA.14_1","Kaberamaido",275262.147414863,0.596319243714616,0.593636989784375
"UGA","Uganda","UGA.15_1","Kalangala",35601.809633404,0.604798212647438,0.605100893712303
"UGA","Uganda","UGA.16_1","Kampala",1751512.85619068,0.605639206038581,0.605684178936819
"UGA","Uganda","UGA.17_1","Kamuli",1254513.10402608,0.596019687499592,0.594731946312886
"UGA","Uganda","UGA.18_1","Kamwenge",529759.298338532,0.586476507614244,0.572971623283613
"UGA","Uganda","UGA.19_1","Kanungu",268147.899934828,0.59234030788595,0.550377027034883
"UGA","Uganda","UGA.20_1","Kapchorwa",337746.275650978,0.602760707509929,0.52914550102875
"UGA","Uganda","UGA.21_1","Kasese",790037.937143177,0.600279331207275,0.46553342807559
"UGA","Uganda","UGA.22_1","Katakwi",522851.702299833,0.603641235067489,0.603715024454915
"UGA","Uganda","UGA.23_1","Kayunga",384702.151418507,0.59157236178716,0.590027144691823
"UGA","Uganda","UGA.24_1","Kibale",1079356.33080196,0.59726814067725,0.596947284588167
"UGA","Uganda","UGA.25_1","Kiboga",464278.800963402,0.59808584495827,0.597558286625417
"UGA","Uganda","UGA.26_1","Kisoro",301720.825071812,0.563569503171103,0.0559949830629866
"UGA","Uganda","UGA.27_1","Kitgum",368483.263090611,0.596324756019918,0.573399921477143
"UGA","Uganda","UGA.28_1","Kotido",516664.386651248,0.602119649224996,0.580197208342322
"UGA","Uganda","UGA.29_1","Kumi",767675.117913008,0.604539558291435,0.604981628572854
"UGA","Uganda","UGA.30_1","Kyenjojo",964871.444822311,0.590762466655494,0.590317495135587
"UGA","Uganda","UGA.31_1","Lake Albert",33961.1290334463,0.609502262539334,0.548310513509051
"UGA","Uganda","UGA.32_1","Lake Victoria",283458.675553411,0.606210797715765,0.592812355207143
"UGA","Uganda","UGA.33_1","Lira",1272700.21221781,0.598868932474905,0.597313029830162
"UGA","Uganda","UGA.34_1","Luwero",759210.899175644,0.597725315425629,0.595374225680879
"UGA","Uganda","UGA.35_1","Masaka",1000937.48175606,0.592316359105195,0.591663211643038
"UGA","Uganda","UGA.36_1","Masindi",813827.198604584,0.600277954096245,0.534915836923143
"UGA","Uganda","UGA.37_1","Mayuge",538890.401489258,0.594133648107637,0.593571533681464
"UGA","Uganda","UGA.38_1","Mbale",1263510.61722183,0.603395289496372,0.587396449791694
"UGA","Uganda","UGA.39_1","Mbarara",1848158.38398804,0.599226006075867,0.599203729671799
"UGA","Uganda","UGA.40_1","Moroto",295173.513792276,0.602497134672102,0.592906917995375
"UGA","Uganda","UGA.41_1","Moyo",121932.996084452,0.594131862123807,0.592216950016416
