"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted","year"
"MWI","Malawi","MWI.1_1","Balaka",403957.480689526,0.212681239000475,0.214058777562979,2020
"MWI","Malawi","MWI.2_1","Blantyre",1284095.60390365,0.120995135483693,0.109873562419089,2020
"MWI","Malawi","MWI.3_1","Chikwawa",562127.318711048,0.147561042061947,0.13426891326645,2020
"MWI","Malawi","MWI.4_1","Chiradzulu",366061.071023345,0.127177989764793,0.126977186573462,2020
"MWI","Malawi","MWI.5_1","Chitipa",253632.311448229,0.0927985483800532,0.0993966549491775,2020
"MWI","Malawi","MWI.6_1","Dedza",826152.998948732,0.0915093316226943,0.110199425587654,2020
"MWI","Malawi","MWI.7_1","Dowa",824267.365897834,0.162433308568494,0.159687227170414,2020
"MWI","Malawi","MWI.8_1","Karonga",380684.070688352,0.0496505055015961,0.0771678619296224,2020
"MWI","Malawi","MWI.9_1","Kasungu",871863.982995384,0.172309438195031,0.176372740338908,2020
"MWI","Malawi","MWI.10_1","Likoma",4861.03337097168,NA,0,2020
"MWI","Malawi","MWI.11_1","Lilongwe",3084438.82640975,0.125555806654038,0.12034324305114,2020
"MWI","Malawi","MWI.12_1","Machinga",711743.569628627,0.283028486174542,0.272711469376134,2020
"MWI","Malawi","MWI.13_1","Mangochi",1094401.0786686,0.199145594598799,0.22223581777563,2020
"MWI","Malawi","MWI.14_1","Mchinji",674854.754336043,0.0962804268944908,0.0970049252048059,2020
"MWI","Malawi","MWI.15_1","Mulanje",647592.5888905,0.13264949052878,0.135660446709882,2020
"MWI","Malawi","MWI.16_1","Mwanza",134227.833255068,0.105107111856341,0.100680853081907,2020
"MWI","Malawi","MWI.17_1","Mzimba",1228461.06182012,0.132167214898725,0.122836203296359,2020
"MWI","Malawi","MWI.18_1","Neno",158821.788241191,0.11004457761844,0.111454202294224,2020
"MWI","Malawi","MWI.19_1","Nkhata Bay",313776.756847108,0.0626799408207411,0.138314639841814,2020
"MWI","Malawi","MWI.20_1","Nkhotakota",419467.258479245,0.140732792912276,0.199709850654437,2020
"MWI","Malawi","MWI.21_1","Nsanje",282132.029107302,0.115222364138154,0.0822531154349177,2020
"MWI","Malawi","MWI.22_1","Ntcheu",634147.878150413,0.142997234921764,0.143132896536862,2020
"MWI","Malawi","MWI.23_1","Ntchisi",315410.719904178,0.203634909145972,0.200568198460479,2020
"MWI","Malawi","MWI.24_1","Phalombe",416208.303423079,0.189354437016524,0.175522306493638,2020
"MWI","Malawi","MWI.25_1","Rumphi",238338.932419054,0.0618488772504901,0.0857987508887321,2020
"MWI","Malawi","MWI.26_1","Salima",503306.475902311,0.158841942878146,0.195216705596652,2020
"MWI","Malawi","MWI.27_1","Thyolo",801505.481209813,0.145938955813269,0.142172719331935,2020
"MWI","Malawi","MWI.28_1","Zomba",851750.146227714,0.186967072586219,0.202234347599925,2020
"NAM","Namibia","NAM.1_1","!Karas",84565.8704008496,0,0,2020
"NAM","Namibia","NAM.2_1","Erongo",199277.93942418,5.32153075582404e-06,3.38913899567801e-07,2020
"NAM","Namibia","NAM.3_1","Hardap",92115.592790559,0,0,2020
"NAM","Namibia","NAM.4_1","Kavango",220830.55014457,0.00273655110787902,0.0152716635166164,2020
"NAM","Namibia","NAM.5_1","Khomas",454502.267317154,1.23635859928712e-06,2.50090435162671e-07,2020
"NAM","Namibia","NAM.6_1","Kunene",104659.375732181,0.00138508687462805,0.002067652021667,2020
"NAM","Namibia","NAM.7_1","Ohangwena",242058.097076356,0.00367026439248603,0.0071968859997348,2020
"NAM","Namibia","NAM.8_1","Omaheke",75185.0167797655,0.000690332130008826,0.000345661789109891,2020
"NAM","Namibia","NAM.9_1","Omusati",246886.950899276,0.00448153375458787,0.0121101032734956,2020
"NAM","Namibia","NAM.10_1","Oshana",174085.89422176,0.00568073735368182,0.0378913886060607,2020
"NAM","Namibia","NAM.11_1","Oshikoto",221544.428776349,0.00254042731084434,0.00602213516714773,2020
"NAM","Namibia","NAM.12_1","Otjozondjupa",157106.526186417,0.00163333428663885,0.00202397048908656,2020
"NAM","Namibia","NAM.13_1","Zambezi",100290.522706626,0.0342818049953334,0.0393477976681605,2020
