"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted","year"
"ZMB","Zambia","ZMB.1_1","Central",2363347.37950947,0.0961774719698223,0.0817094171068309,2020
"ZMB","Zambia","ZMB.2_1","Copperbelt",2565138.293046,0.125799016816178,0.0866235746934397,2020
"ZMB","Zambia","ZMB.3_1","Eastern",2118191.26912349,0.0974210769188582,0.085888070652729,2020
"ZMB","Zambia","ZMB.4_1","Luapula",1665703.08836649,0.278838557213673,0.266076914121101,2020
"ZMB","Zambia","ZMB.5_1","Lusaka",2935614.33875434,0.0729391995005142,0.0498163194170697,2020
"ZMB","Zambia","ZMB.6_1","Muchinga",1020179.41845758,0.109905012936686,0.0920575473015974,2020
"ZMB","Zambia","ZMB.7_1","North-Western",1049991.63963729,0.111469651449199,0.10318977695632,2020
"ZMB","Zambia","ZMB.8_1","Northern",1596492.71851892,0.179553414735046,0.153920465129539,2020
"ZMB","Zambia","ZMB.9_1","Southern",2173228.9846914,0.0378905179820692,0.0382932629930043,2020
"ZMB","Zambia","ZMB.10_1","Western",1090966.97556242,0.0630646540970393,0.0631068521408109,2020
"ZWE","Zimbabwe","ZWE.1_1","Bulawayo",617709.1701684,0.000435313544168518,0.000641585210473562,2020
"ZWE","Zimbabwe","ZWE.2_1","Harare",2218886.14356613,0.00684674903540225,0.00850831179562058,2020
"ZWE","Zimbabwe","ZWE.3_1","Manicaland",1890238.77471447,0.011258927491064,0.0103708373180707,2020
"ZWE","Zimbabwe","ZWE.4_1","Mashonaland Central",1280768.9750424,0.0311252870874345,0.0197010214237091,2020
"ZWE","Zimbabwe","ZWE.5_1","Mashonaland East",1597821.80333221,0.00950381639725295,0.00738468159296534,2020
"ZWE","Zimbabwe","ZWE.6_1","Mashonaland West",1849522.76486502,0.0247690991502632,0.0122424789942165,2020
"ZWE","Zimbabwe","ZWE.7_1","Masvingo",1633122.60498355,0.0053841602916251,0.00536294384456325,2020
"ZWE","Zimbabwe","ZWE.8_1","Matabeleland North",797134.022890192,0.0085865228180248,0.00994304499639048,2020
"ZWE","Zimbabwe","ZWE.9_1","Matabeleland South",708246.948809505,0.00154509268631515,0.00139735532960798,2020
"ZWE","Zimbabwe","ZWE.10_1","Midlands",1733487.63890018,0.00754788074296766,0.00708421162595813,2020
