"GID_0","NAME_0","GID_1","NAME_1","population","arab_abundance","fun_abundance","gamb_abundance","arab_pop_weighted_abundance","fun_pop_weighted_abundance","gamb_pop_weighted_abundance","year"
"RWA","Rwanda","RWA.1_1","Amajyaruguru",1903021.45274544,0.115173577805691,0.775462518643132,0.109363903551176,0.128322009718734,0.756457909052441,0.115220081228825,2020
"RWA","Rwanda","RWA.2_1","Amajyepfo",3129110.68286228,0.221968500614007,0.458482078117801,0.319549421268192,0.274839185284184,0.391023755399597,0.334137059316219,2020
"RWA","Rwanda","RWA.3_1","Iburasirazuba",3808058.89027625,0.227606201093449,0.573422067464739,0.198971731441812,0.201147934643125,0.630481149167557,0.168370916189319,2020
"RWA","Rwanda","RWA.4_1","Iburengerazuba",2825891.10325527,0.0560487005660073,0.625870707513521,0.318080591920472,0.0613931791881868,0.611770188705434,0.326836632106379,2020
"RWA","Rwanda","RWA.5_1","Umujyi wa Kigali",1661174.32984924,0.218168702575775,0.228068272217083,0.553763025207141,0.291985986644758,0.198322656847128,0.509691356508114,2020
"SDN","Sudan","SDN.1_1","Al Jazirah",3936919.33675432,0.995213411900711,0.00478658809928865,0,0.994845922356304,0.00515407764369646,0,2020
"SDN","Sudan","SDN.2_1","Al Qadarif",1731286.33227509,0.955872910477346,0.0441270895226536,0,0.950870464242528,0.049129535757472,0,2020
"SDN","Sudan","SDN.3_1","Blue Nile",1164657.60547656,0.901698314392691,0.0983016856073094,0,0.904692747215821,0.0953072527841792,0,2020
"SDN","Sudan","SDN.4_1","Central Darfur",790980.27640295,0.923740210438655,0.0762597895613446,0,0.933790349755939,0.0662096502440608,0,2020
"SDN","Sudan","SDN.5_1","East Darfur",2297308.28428721,0.941799661315449,0.0582003386845507,0,0.954489999734448,0.0455100002655522,0,2020
"SDN","Sudan","SDN.6_1","Kassala",2215018.93787789,0.998860018459801,0.00113998154019913,0,0.998402527453942,0.00159747254605806,0,2020
"SDN","Sudan","SDN.7_1","Khartoum",7373598.45182514,1,0,0,1,0,0,2020
"SDN","Sudan","SDN.8_1","North Darfur",3355675.67376978,0.994628696732458,0.00537130326754163,0,0.987245082907547,0.0127549170924527,0,2020
"SDN","Sudan","SDN.9_1","North Kurdufan",2842393.12374261,0.994432595006741,0.0055674049932592,0,0.989419648012048,0.0105803519879522,0,2020
"SDN","Sudan","SDN.10_1","Northern",911316.651649874,1,0,0,1,0,0,2020
"SDN","Sudan","SDN.11_1","Red Sea",2421646.57513577,1,0,0,1,0,0,2020
"SDN","Sudan","SDN.12_1","River Nile",1514230.93839937,1,0,0,1,0,0,2020
"SDN","Sudan","SDN.13_1","Sennar",1755889.24795961,0.930055304223651,0.0699446957763487,0,0.951830922925824,0.0481690770741764,0,2020
"SDN","Sudan","SDN.14_1","South Darfur",4302228.81864476,0.91733703169985,0.07678178003557,0.00588118826458043,0.939889016614027,0.0585271669800375,0.0015838164059359,2020
"SDN","Sudan","SDN.15_1","South Kurdufan",883917.425450206,0.936680532891965,0.063319467108035,0,0.941029494937009,0.0589705050629911,0,2020
"SDN","Sudan","SDN.16_1","West Darfur",808749.375626564,0.980517890464978,0.0194821095350221,0,0.980197904282818,0.0198020957171817,0,2020
"SDN","Sudan","SDN.17_1","West Kurdufan",1754048.59958744,0.963640717404079,0.0363592825959214,0,0.975945386805425,0.0240546131945754,0,2020
"SDN","Sudan","SDN.18_1","White Nile",2536943.20487145,0.98843570334779,0.0115642966522098,0,0.991747909772504,0.008252090227496,0,2020
