"GID_0","NAME_0","GID_1","NAME_1","GID_2","NAME_2","population","arab_abundance","fun_abundance","gamb_abundance","arab_pop_weighted_abundance","fun_pop_weighted_abundance","gamb_pop_weighted_abundance","year"
"RWA","Rwanda","RWA.1_1","Amajyaruguru","RWA.1.1_1","Burera",340426.514166832,0,1,0,0,1,0,2020
"RWA","Rwanda","RWA.1_1","Amajyaruguru","RWA.1.2_1","Gakenke",357339.634002686,0.0544592404022483,0.667485555873656,0.278055203724096,0.0687212897554663,0.677898098085389,0.253380612159144,2020
"RWA","Rwanda","RWA.1_1","Amajyaruguru","RWA.1.3_1","Gicumbi",441231.492240906,0.287655308747646,0.684492537750627,0.0278521535017265,0.339707289656186,0.620522390615783,0.0397703197280309,2020
"RWA","Rwanda","RWA.1_1","Amajyaruguru","RWA.1.4_1","Musanze",463361.652773857,0.116173293822894,0.706807637635917,0.177019068541188,0.0877283415361975,0.716859948105833,0.195411710357969,2020
"RWA","Rwanda","RWA.1_1","Amajyaruguru","RWA.1.5_1","Rulindo",300662.159561157,0.070352849496092,0.855476383834424,0.0741707666694841,0.0956286985905277,0.836807950541154,0.0675633508683186,2020
"RWA","Rwanda","RWA.2_1","Amajyepfo","RWA.2.1_1","Gisagara",382222.513244629,0.0946913743802376,0.087170847723941,0.818137777895821,0.0912046220310279,0.0931809230383722,0.8156144549306,2020
"RWA","Rwanda","RWA.2_1","Amajyepfo","RWA.2.2_1","Huye",385892.065567017,0.309724741010454,0.395422684258757,0.294852574730789,0.260355465542,0.362358679624862,0.377285854833137,2020
"RWA","Rwanda","RWA.2_1","Amajyepfo","RWA.2.3_1","Kamonyi",422272.127655029,0.400310554151586,0.169646108651938,0.430043337196476,0.404782547543716,0.171358218404499,0.423859234051785,2020
"RWA","Rwanda","RWA.2_1","Amajyepfo","RWA.2.4_1","Muhanga",333574.580352783,0.100580467777276,0.583701792103023,0.315717740119701,0.204635469698146,0.565375976939563,0.229988553362291,2020
"RWA","Rwanda","RWA.2_1","Amajyepfo","RWA.2.5_1","Nyamagabe",421792.999091625,0.0314417262084368,0.824652270904977,0.143906002886586,0.0395922383058379,0.813917861763944,0.146489899930218,2020
