"GID_0","NAME_0","GID_1","NAME_1","GID_2","NAME_2","population","coverage_mean","coverage_pop_weighted","year"
"DJI","Djibouti","DJI.1_1","Ali Sabieh","DJI.1.1_1","Ali Sabieh",118133.660947561,4.85251994294345e-05,7.56741947307286e-05,2018
"DJI","Djibouti","DJI.2_1","Dikhil","DJI.2.1_1","As Eyla",33771.6444441825,0.000921348042486469,0.000581386613768803,2018
"DJI","Djibouti","DJI.2_1","Dikhil","DJI.2.2_1","Dikhil",51942.7299377918,6.02893944550613e-05,0.000197418285135828,2018
"DJI","Djibouti","DJI.2_1","Dikhil","DJI.2.3_1","Yoboki",49505.3959232867,0.00197941616951546,0.00172475945548617,2018
"DJI","Djibouti","DJI.3_1","Djibouti","DJI.3.1_1","Djibouti",548809.969424248,0.000502926274995324,0.00308773073854971,2018
"DJI","Djibouti","DJI.4_1","Obock","DJI.4.1_1","Alaili Dadda",14787.5524148941,0.00012453319098275,0.000238650560588364,2018
"DJI","Djibouti","DJI.4_1","Obock","DJI.4.2_1","Obock",41784.4086513519,0.000161110501524558,0.000659550390672293,2018
"DJI","Djibouti","DJI.5_1","Tadjourah","DJI.5.1_1","Balha",29246.0652276278,0.000921719434669803,0.00121568431246897,2018
"DJI","Djibouti","DJI.5_1","Tadjourah","DJI.5.2_1","Dorra",25461.3335756063,0.000274712083512441,0.000447828285161256,2018
"DJI","Djibouti","DJI.5_1","Tadjourah","DJI.5.3_1","Randa",40727.3601183891,2.0851205424685e-05,2.69334844200546e-05,2018
"DJI","Djibouti","DJI.5_1","Tadjourah","DJI.5.4_1","Tadjourah",42613.8891072273,0.00014618740006385,0.000109938887048236,2018
"ERI","Eritrea","ERI.1_1","Anseba","ERI.1.1_1","Asmara City",283043.766151428,9.56739036439558e-07,4.56383446497788e-07,2018
"ERI","Eritrea","ERI.1_1","Anseba","ERI.1.2_1","Berikh",101214.069755554,2.09911175469794e-06,1.49558420348067e-06,2018
"ERI","Eritrea","ERI.1_1","Anseba","ERI.1.3_1","Ghala Nefhi",167438.316104889,1.45812053955667e-06,9.21116227513674e-07,2018
"ERI","Eritrea","ERI.1_1","Anseba","ERI.1.4_1","Serejeka",63759.6490707397,8.39653994524689e-06,7.70871579988018e-06,2018
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.1_1","Afabet",197022.845843315,0.000798154059046436,0.00092318359924472,2018
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.2_1","Foro",127249.63121891,0.00419919988402697,0.00362730011376406,2018
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.3_1","Ghelaelo'",70219.4572458267,0.00487526275903519,0.00675319041958459,2018
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.4_1","Ghida`e",169114.008525848,0.0115430750884116,0.0099298493722525,2018
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.5_1","Karora",80183.8499487638,0.00590916774580567,0.00961659952945722,2018
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.6_1","Mitswa`e City",81853.3360748291,0.0006112541116939,0.000553731076510212,2018
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.7_1","Nakfa",205429.435061932,0.00654120722933203,0.006393974269289,2018
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.8_1","Sheib",128094.287570477,0.0086154077145185,0.00721461847425193,2018
"ERI","Eritrea","ERI.3_1","Debubawi Keyih Bahri","ERI.3.1_1","Areta'",23673.0254409313,0.00239895522714657,0.00350102474917062,2018
"ERI","Eritrea","ERI.3_1","Debubawi Keyih Bahri","ERI.3.2_1","Central So. Red-Sea",21749.0637540072,0.00040311643935549,0.000338356054966727,2018
"ERI","Eritrea","ERI.3_1","Debubawi Keyih Bahri","ERI.3.3_1","Dahlak",5940.94114416838,0.0172100896574408,0.0206288706839003,2018
"ERI","Eritrea","ERI.3_1","Debubawi Keyih Bahri","ERI.3.4_1","So. Southern Red-Sea",49180.5461353622,6.45859654386843e-06,7.79424771733288e-06,2018
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.1_1","Akordat",24304.4250125885,0.010552921767711,0.0108006986789547,2018
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.2_1","Barentu",35211.0198326111,0.00176916973959167,0.000984643298426545,2018
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.3_1","Dghe",92311.5937075615,0.00878144299091079,0.0100775404743808,2018
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.4_1","Forto",56934.3440778255,0.00710417264203738,0.00730246167313061,2018
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.5_1","Gogne",57973.4505400658,0.00226719278367961,0.00209805557613095,2018
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.6_1","Haykota",60083.1627936363,0.00484404572820164,0.00372388389143637,2018
