"GID_0","NAME_0","GID_1","NAME_1","GID_2","NAME_2","population","coverage_mean","coverage_pop_weighted","year"
"DJI","Djibouti","DJI.1_1","Ali Sabieh","DJI.1.1_1","Ali Sabieh",130591.899083614,5.38213217043904e-05,0.000101075001882933,2020
"DJI","Djibouti","DJI.2_1","Dikhil","DJI.2.1_1","As Eyla",35596.6892032772,0.00115085680811942,0.000722036766895322,2020
"DJI","Djibouti","DJI.2_1","Dikhil","DJI.2.2_1","Dikhil",52672.7923865318,5.92128410020471e-05,0.000187431790847437,2020
"DJI","Djibouti","DJI.2_1","Dikhil","DJI.2.3_1","Yoboki",52491.7429801077,0.00248322845686604,0.00226469285142661,2020
"DJI","Djibouti","DJI.3_1","Djibouti","DJI.3.1_1","Djibouti",576388.337894917,0.000589676434447028,0.00350475064293379,2020
"DJI","Djibouti","DJI.4_1","Obock","DJI.4.1_1","Alaili Dadda",15601.5050644875,0.000147998393388017,0.000247088243764866,2020
"DJI","Djibouti","DJI.4_1","Obock","DJI.4.2_1","Obock",47982.2865793705,0.000187417254844637,0.000640239204275328,2020
"DJI","Djibouti","DJI.5_1","Tadjourah","DJI.5.1_1","Balha",33731.8614053726,0.00102378642092321,0.00139051636643239,2020
"DJI","Djibouti","DJI.5_1","Tadjourah","DJI.5.2_1","Dorra",28725.288901329,0.000355384604251014,0.000580423014144708,2020
"DJI","Djibouti","DJI.5_1","Tadjourah","DJI.5.3_1","Randa",46428.8883230686,1.9851087931202e-05,2.53428355798405e-05,2020
"DJI","Djibouti","DJI.5_1","Tadjourah","DJI.5.4_1","Tadjourah",48464.8060526848,0.000138189568176017,0.000114683839335912,2020
"ERI","Eritrea","ERI.1_1","Anseba","ERI.1.1_1","Asmara City",283980.304473877,4.24922416998795e-07,1.945361971168e-07,2020
"ERI","Eritrea","ERI.1_1","Anseba","ERI.1.2_1","Berikh",109252.334442139,6.70092249066556e-07,4.6722565842917e-07,2020
"ERI","Eritrea","ERI.1_1","Anseba","ERI.1.3_1","Ghala Nefhi",178430.724018097,5.97168343335172e-07,3.73031602010926e-07,2020
"ERI","Eritrea","ERI.1_1","Anseba","ERI.1.4_1","Serejeka",62662.0839958191,4.24897281994583e-06,3.69127554111408e-06,2020
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.1_1","Afabet",200900.896903753,0.000539133803323226,0.000658585977571905,2020
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.2_1","Foro",131840.212603092,0.00334862428480473,0.00297193105610052,2020
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.3_1","Ghelaelo'",75151.7587426901,0.00466805412999104,0.00699080136043205,2020
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.4_1","Ghida`e",178138.764007568,0.0109079691158,0.00942031354098769,2020
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.5_1","Karora",85327.311234355,0.00501495738238351,0.007827765755067,2020
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.6_1","Mitswa`e City",77987.1829652786,0.000517644939117461,0.000473148342232613,2020
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.7_1","Nakfa",205082.091065407,0.00542589508782601,0.0055359829757791,2020
"ERI","Eritrea","ERI.2_1","Debub","ERI.2.8_1","Sheib",137193.894480705,0.00762876795898706,0.00680750267432845,2020
"ERI","Eritrea","ERI.3_1","Debubawi Keyih Bahri","ERI.3.1_1","Areta'",26634.6072494388,0.00237437668063923,0.00367768762610127,2020
"ERI","Eritrea","ERI.3_1","Debubawi Keyih Bahri","ERI.3.2_1","Central So. Red-Sea",22738.3101375103,0.000341143609365428,0.000297349142443742,2020
"ERI","Eritrea","ERI.3_1","Debubawi Keyih Bahri","ERI.3.3_1","Dahlak",6424.42120736837,0.0148335898200855,0.0167849635213629,2020
"ERI","Eritrea","ERI.3_1","Debubawi Keyih Bahri","ERI.3.4_1","So. Southern Red-Sea",49601.1735136285,7.11087935295198e-06,7.95375707402409e-06,2020
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.1_1","Akordat",23277.8819789886,0.00821421700327293,0.00813861073765054,2020
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.2_1","Barentu",32331.4225969315,0.00130029349384131,0.000767861095040704,2020
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.3_1","Dghe",97542.1567940712,0.00686914045945741,0.0082196751377383,2020
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.4_1","Forto",59004.461152792,0.00549140134279326,0.00580719646618046,2020
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.5_1","Gogne",61142.4317092896,0.00165849651423995,0.00162175889685727,2020
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.6_1","Haykota",64042.9254765511,0.00374190760339843,0.00317040057434496,2020
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.7_1","La`Elay Gash",91748.5774784088,0.00183561531503074,0.00201727317433458,2020
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.8_1","Logo Anseba",64923.7523794174,0.0165141213201383,0.00980698324609554,2020
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.9_1","Mansura",58521.1976585388,0.00458701475092735,0.00557565559823901,2020
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.10_1","Mogolo",27290.3348894119,0.00172220263006845,0.00154304251945812,2020
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.11_1","Omhajer",124550.270195007,0.00128955499333391,0.00189001137275475,2020
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.12_1","Shemboko",120671.406564713,0.00158366571997209,0.0029833653999278,2020
"ERI","Eritrea","ERI.4_1","Gash Barka","ERI.4.13_1","Teseneye",69531.5764808655,0.0057611828728673,0.0031387800116508,2020
"ERI","Eritrea","ERI.5_1","Maekel","ERI.5.1_1","Adi Keyih",97388.400560379,5.08133280783195e-05,3.10275736062674e-05,2020
"ERI","Eritrea","ERI.5_1","Maekel","ERI.5.2_1","Adi Kwala",74373.1739654541,0.000171663979468584,0.000154785737245004,2020
"ERI","Eritrea","ERI.5_1","Maekel","ERI.5.3_1","Areza",118288.76850605,0.000550861301338187,0.00028660087881967,2020
"ERI","Eritrea","ERI.5_1","Maekel","ERI.5.4_1","Dekemehare",96907.9022474289,4.20227044843834e-05,1.45023984689368e-05,2020
"ERI","Eritrea","ERI.5_1","Maekel","ERI.5.5_1","Dibarwa",106548.585417747,0.000684669171934004,0.000134040662384267,2020
"ERI","Eritrea","ERI.5_1","Maekel","ERI.5.6_1","Kudo Bu`er",39118.6850795746,5.78388209584446e-05,4.25126706663772e-05,2020
"ERI","Eritrea","ERI.5_1","Maekel","ERI.5.7_1","May Mine",32409.0360155106,0.00184591924202183,0.00136776164200756,2020
"ERI","Eritrea","ERI.5_1","Maekel","ERI.5.8_1","Mendefera",105316.606685638,8.22328696536978e-06,5.63681084779105e-06,2020
"ERI","Eritrea","ERI.5_1","Maekel","ERI.5.9_1","Segeneyiti",74026.3519096375,3.03547460370217e-05,1.66219014650033e-05,2020
"ERI","Eritrea","ERI.5_1","Maekel","ERI.5.10_1","Senafe",80544.0270166397,0.000186211411471504,6.92124330400954e-05,2020
"ERI","Eritrea","ERI.5_1","Maekel","ERI.5.11_1","Tsorena",74211.458147049,0.000341281845243834,0.000280171262560895,2020
"ERI","Eritrea","ERI.6_1","Semenawi Keyih Bahri","ERI.6.1_1","Adi Teklezan",43161.5120697021,1.87777557982827e-05,1.32775962525879e-05,2020
