"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted","year"
"LSO","Lesotho","LSO.1_1","Berea",297544.455370188,NA,0,2020
"LSO","Lesotho","LSO.2_1","Butha-Buthe",96068.0062103271,NA,0,2020
"LSO","Lesotho","LSO.3_1","Leribe",268017.693337917,0,0,2020
"LSO","Lesotho","LSO.4_1","Mafeteng",169593.595931806,0,0,2020
"LSO","Lesotho","LSO.5_1","Maseru",416146.622198939,0,0,2020
"LSO","Lesotho","LSO.6_1","Mohale's Hoek",161124.308988988,0,0,2020
"LSO","Lesotho","LSO.7_1","Mokhotlong",113431.505741476,0,0,2020
"LSO","Lesotho","LSO.8_1","Qacha's Nek",62514.0898222625,NA,0,2020
"LSO","Lesotho","LSO.9_1","Quthing",114950.172723453,0,0,2020
"LSO","Lesotho","LSO.10_1","Thaba-Tseka",127466.087925646,NA,0,2020
"MDG","Madagascar","MDG.1_1","Antananarivo",7959474.45430923,0.036281370243413,0.0327841514520577,2020
"MDG","Madagascar","MDG.2_1","Antsiranana",1996124.28603667,0.0478848119388081,0.0463134280810248,2020
"MDG","Madagascar","MDG.3_1","Fianarantsoa",5673069.18118936,0.0593739078411585,0.0660293437778754,2020
"MDG","Madagascar","MDG.4_1","Mahajanga",3712882.7032666,0.0572814162004006,0.0556694825606929,2020
"MDG","Madagascar","MDG.5_1","Toamasina",3566175.33081187,0.0549083897853553,0.0544534617743831,2020
"MDG","Madagascar","MDG.6_1","Toliary",4535430.99337736,0.0691808115131115,0.0641766111984877,2020
