"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted"
"UGA","Uganda","UGA.50_1","Pallisa",963936.581137419,0.722342209149432,0.723611023947995
"UGA","Uganda","UGA.51_1","Rakai",693600.839576542,0.677286391775009,0.686423435351677
"UGA","Uganda","UGA.52_1","Rukungiri",351052.676499486,0.747874024796159,0.755720224814581
"UGA","Uganda","UGA.53_1","Sembabule",286457.903970718,0.680586420702484,0.681610167781645
"UGA","Uganda","UGA.54_1","Sironko",514650.016100883,0.789732614755631,0.820636767046638
"UGA","Uganda","UGA.55_1","Soroti",726688.0113343,0.744339369520356,0.766730387041885
"UGA","Uganda","UGA.56_1","Tororo",914097.5885849,0.726953591423473,0.724581445180307
"UGA","Uganda","UGA.57_1","Wakiso",2812947.95962656,0.669494552558727,0.685897987432995
"UGA","Uganda","UGA.58_1","Yumbe",659563.885356903,0.709128747099922,0.696702843834045
"ZAF","South Africa","ZAF.1_1","Eastern Cape",6819464.75567614,0,0
"ZAF","South Africa","ZAF.2_1","Free State",2823453.02438111,0,0
"ZAF","South Africa","ZAF.3_1","Gauteng",15707630.7277378,0,0
"ZAF","South Africa","ZAF.4_1","KwaZulu-Natal",10864307.3136382,0,0
"ZAF","South Africa","ZAF.5_1","Limpopo",5853554.87497957,0.0008635704816746,4.54401130500463e-06
"ZAF","South Africa","ZAF.6_1","Mpumalanga",4825732.09583906,0.000316569012027467,7.91130101776654e-08
"ZAF","South Africa","ZAF.7_1","North West",4083723.17502062,0,0
"ZAF","South Africa","ZAF.8_1","Northern Cape",1373163.43079776,0,0
"ZAF","South Africa","ZAF.9_1","Western Cape",7072992.76080299,0,0
