"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted"
"UGA","Uganda","UGA.1_1","Adjumani",246593.044848084,0.737403386996852,0.745598568007924
"UGA","Uganda","UGA.2_1","Apac",1196664.87300992,0.666884515715427,0.65931185614713
"UGA","Uganda","UGA.3_1","Arua",1365665.30942106,0.69989293561532,0.67618245105078
"UGA","Uganda","UGA.4_1","Bugiri",689691.622556686,0.70249495267868,0.70369411555067
"UGA","Uganda","UGA.5_1","Bundibugyo",305486.889164686,0.784213125705719,0.81888376806986
"UGA","Uganda","UGA.6_1","Bushenyi",950631.711653545,0.745657764527263,0.776462115084923
"UGA","Uganda","UGA.7_1","Busia",301805.23658371,0.708080597221851,0.690214639999418
"UGA","Uganda","UGA.8_1","Gulu",1020171.09830518,0.69840900535635,0.689015430674916
"UGA","Uganda","UGA.9_1","Hoima",718989.072508276,0.79973399355298,0.801193739898203
"UGA","Uganda","UGA.10_1","Iganga",1184143.01009941,0.679713181894401,0.680585808057106
"UGA","Uganda","UGA.11_1","Jinja",529400.409626007,0.687708719688303,0.692850064946839
"UGA","Uganda","UGA.12_1","Kabale",576521.313814878,0.697872328470988,0.696393042707479
"UGA","Uganda","UGA.13_1","Kabarole",547742.201707363,0.746829594003743,0.75114713758515
"UGA","Uganda","UGA.14_1","Kaberamaido",275262.147414863,0.745265777046616,0.745020664629371
"UGA","Uganda","UGA.15_1","Kalangala",35601.809633404,0.700307124853134,0.70346115268622
"UGA","Uganda","UGA.16_1","Kampala",1751512.85619068,0.694930295149485,0.692343580460381
"UGA","Uganda","UGA.17_1","Kamuli",1254513.10402608,0.635192563831806,0.67575152154846
"UGA","Uganda","UGA.18_1","Kamwenge",529759.298338532,0.779012519539448,0.779708292342794
"UGA","Uganda","UGA.19_1","Kanungu",268147.899934828,0.757505199313164,0.741827098363519
"UGA","Uganda","UGA.20_1","Kapchorwa",337746.275650978,0.752884858771215,0.767282740360981
"UGA","Uganda","UGA.21_1","Kasese",790037.937143177,0.748751072177462,0.727173770555166
"UGA","Uganda","UGA.22_1","Katakwi",522851.702299833,0.620197987556457,0.64252076101998
"UGA","Uganda","UGA.23_1","Kayunga",384702.151418507,0.615688516369349,0.649599920077621
"UGA","Uganda","UGA.24_1","Kibale",1079356.33080196,0.774687989793643,0.777274384216074
"UGA","Uganda","UGA.25_1","Kiboga",464278.800963402,0.691894196328663,0.702487467742526
"UGA","Uganda","UGA.26_1","Kisoro",301720.825071812,0.647154460082183,0.656618960588008
"UGA","Uganda","UGA.27_1","Kitgum",368483.263090611,0.664940273169833,0.657677401383314
"UGA","Uganda","UGA.28_1","Kotido",516664.386651248,0.508055390016581,0.517964544420224
"UGA","Uganda","UGA.29_1","Kumi",767675.117913008,0.79592128608908,0.802112176946071
"UGA","Uganda","UGA.30_1","Kyenjojo",964871.444822311,0.750952136640104,0.750274475835385
"UGA","Uganda","UGA.31_1","Lake Albert",33961.1290334463,0.15101879341849,0.72948181504294
"UGA","Uganda","UGA.32_1","Lake Victoria",285186.260034412,0.148927995638059,0.685631096200935
"UGA","Uganda","UGA.33_1","Lira",1272700.21221781,0.678474883935605,0.689634796259043
"UGA","Uganda","UGA.34_1","Luwero",759210.899175644,0.619633684929152,0.605136286277909
"UGA","Uganda","UGA.35_1","Masaka",1000937.48175606,0.688568480974118,0.687016311788745
"UGA","Uganda","UGA.36_1","Masindi",813827.198604584,0.730996013130292,0.734846436231727
"UGA","Uganda","UGA.37_1","Mayuge",538890.401489258,0.702302473895955,0.702964617616822
"UGA","Uganda","UGA.38_1","Mbale",1263510.61722183,0.766120255924761,0.790705700508667
"UGA","Uganda","UGA.39_1","Mbarara",1848158.38398804,0.718182262608163,0.722640730507701
"UGA","Uganda","UGA.40_1","Moroto",295173.513792276,0.435540359953175,0.401430103404698
"UGA","Uganda","UGA.41_1","Moyo",121932.996084452,0.760718772808711,0.754094250721656
"UGA","Uganda","UGA.42_1","Mpigi",580306.86795032,0.664556757833973,0.660937555261287
"UGA","Uganda","UGA.43_1","Mubende",1239221.24775058,0.663453394754065,0.661954364078903
"UGA","Uganda","UGA.44_1","Mukono",1341966.43387032,0.706392336038896,0.705949976922971
"UGA","Uganda","UGA.45_1","Nakapiripirit",349552.227825165,0.467479138603229,0.43141642167096
"UGA","Uganda","UGA.46_1","Nakasongola",220506.430410326,0.637473911227602,0.65415888352424
"UGA","Uganda","UGA.47_1","Nebbi",730972.638823479,0.706623473893041,0.688809466866946
"UGA","Uganda","UGA.48_1","Ntungamo",554289.266548157,0.746990118528667,0.747837170945583
"UGA","Uganda","UGA.49_1","Pader",462641.188409805,0.657592314812872,0.658752463232922
