"GID_0","NAME_0","GID_1","NAME_1","GID_2","NAME_2","population","ITN_coverage_mean","ITN_coverage_pop_weighted"
"GAB","Gabon","GAB.1_1","Estuaire","GAB.1.1_1","Komo",14392.2467140108,0.117721689915335,0.127985240432474
"GAB","Gabon","GAB.1_1","Estuaire","GAB.1.2_1","Komo-Mondah",1033349.89388642,0.133903767692822,0.144177091568461
"GAB","Gabon","GAB.1_1","Estuaire","GAB.1.3_1","Noya",11793.2565519512,0.109441830949099,0.117510504294775
"GAB","Gabon","GAB.2_1","Haut-Ogooué","GAB.2.1_1","Léboumbi-Leyou",174160.219795942,0.123496834378121,0.127893795193399
"GAB","Gabon","GAB.2_1","Haut-Ogooué","GAB.2.2_1","Léconi-Djoué",87997.6025836468,0.130228609184147,0.134369714207315
"GAB","Gabon","GAB.2_1","Haut-Ogooué","GAB.2.3_1","Lékoko",27035.5359030366,0.111031299854422,0.113561998939729
"GAB","Gabon","GAB.2_1","Haut-Ogooué","GAB.2.4_1","Mpassa",415884.439677358,0.129093820229173,0.133985564433769
"GAB","Gabon","GAB.2_1","Haut-Ogooué","GAB.2.5_1","Plateaux",40355.8123049736,0.132908857454815,0.125961696271085
"GAB","Gabon","GAB.2_1","Haut-Ogooué","GAB.2.6_1","Sébé-Brikolo",62574.5655425787,0.108292458757793,0.116316129929781
"GAB","Gabon","GAB.3_1","Moyen-Ogooué","GAB.3.1_1","Abanga-Bigné",24874.1337061822,0.105839083998115,0.123313721480399
"GAB","Gabon","GAB.3_1","Moyen-Ogooué","GAB.3.2_1","Ogooué et des Lacs",84304.7048908845,0.135804032752427,0.142193518849596
"GAB","Gabon","GAB.4_1","Ngounié","GAB.4.1_1","Boumi-lowetsi",37129.3896415234,0.0952892116973033,0.0975654514993076
"GAB","Gabon","GAB.4_1","Ngounié","GAB.4.2_1","Dola",12644.5436484814,0.151647373404983,0.149675014796309
"GAB","Gabon","GAB.4_1","Ngounié","GAB.4.3_1","Douya Onoye",37888.0369720459,0.123647366097923,0.138416237467
"GAB","Gabon","GAB.4_1","Ngounié","GAB.4.4_1","Louetsi-Wano",15996.445343256,0.132660187159975,0.133605516403086
"GAB","Gabon","GAB.4_1","Ngounié","GAB.4.5_1","Ndolou",8011.2310269475,0.126441321782768,0.13089546376615
