"GID_0","NAME_0","GID_1","NAME_1","population","coverage_mean","coverage_pop_weighted","year"
"MRT","Mauritania","MRT.1_1","Adrar",61474.9733164445,0,0,2017
"MRT","Mauritania","MRT.2_1","Assaba",354349.743491262,0,0,2017
"MRT","Mauritania","MRT.3_1","Brakna",336504.08803317,0,0,2017
"MRT","Mauritania","MRT.4_1","Dakhlet Nouadhibou",89643.7759489926,0,0,2017
"MRT","Mauritania","MRT.5_1","Gorgol",358081.802168489,0,0,2017
"MRT","Mauritania","MRT.6_1","Guidimaka",295857.306020737,0,0,2017
"MRT","Mauritania","MRT.7_1","Hodh ech Chargui",510577.61700513,0,0,2017
"MRT","Mauritania","MRT.8_1","Hodh el Gharbi",325611.301546015,0,0,2017
"MRT","Mauritania","MRT.9_1","Inchiri",23100.4101377458,0,0,2017
"MRT","Mauritania","MRT.10_1","Nouakchott",1168768.84123897,0,0,2017
"MRT","Mauritania","MRT.11_1","Tagant",82070.96859658,0,0,2017
"MRT","Mauritania","MRT.12_1","Tiris Zemmour",57743.9792363576,0,0,2017
"MRT","Mauritania","MRT.13_1","Trarza",256395.607832205,0,0,2017
"MUS","Mauritius","MUS.1_1","Agalega Islands",82.1942038536072,NA,0,2017
"MUS","Mauritius","MUS.2_1","Black River",138791.318963051,NA,0,2017
"MUS","Mauritius","MUS.3_1","Flacq",128844.778845787,NA,0,2017
"MUS","Mauritius","MUS.4_1","Grand Port",98575.7047106326,NA,0,2017
"MUS","Mauritius","MUS.5_1","Moka",147152.745462418,NA,0,2017
"MUS","Mauritius","MUS.6_1","Pamplemousses",149035.15391922,NA,0,2017
"MUS","Mauritius","MUS.7_1","Plaines Wilhems",287959.981349468,NA,0,2017
"MUS","Mauritius","MUS.8_1","Port Louis",23303.0996856689,NA,0,2017
"MUS","Mauritius","MUS.9_1","Rivière du Rempart",94431.4155640602,NA,0,2017
"MUS","Mauritius","MUS.10_1","Rodriguez",33045.9207267761,NA,0,2017
"MUS","Mauritius","MUS.11_1","Saint Brandon",0,NA,NA,2017
"MUS","Mauritius","MUS.12_1","Savanne",52983.5518321991,NA,0,2017
