"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted","year"
"MLI","Mali","MLI.1_1","Bamako",3166166.00222778,0,0,2020
"MLI","Mali","MLI.2_1","Gao",912983.694678411,0,0,2020
"MLI","Mali","MLI.3_1","Kayes",2931603.5198349,0,0,2020
"MLI","Mali","MLI.4_1","Kidal",132740.222213848,0,0,2020
"MLI","Mali","MLI.5_1","Koulikoro",4620732.23392618,0,0,2020
"MLI","Mali","MLI.6_1","Mopti",2901244.23788226,0.122018595752178,0.226929999549346,2020
"MLI","Mali","MLI.7_1","Ségou",3366379.4005658,0.000494613003410749,0.000620440363202078,2020
"MLI","Mali","MLI.8_1","Sikasso",4056139.97418353,0,0,2020
"MLI","Mali","MLI.9_1","Timbuktu",1098160.5062152,0,0,2020
"MOZ","Mozambique","MOZ.1_1","Cabo Delgado",2143343.74120963,0,0,2020
"MOZ","Mozambique","MOZ.2_1","Gaza",1526577.38990308,9.54900082258318e-06,1.20929707981207e-06,2020
"MOZ","Mozambique","MOZ.3_1","Inhambane",1463383.00030645,0,0,2020
"MOZ","Mozambique","MOZ.4_1","Manica",2341403.34442306,0,0,2020
"MOZ","Mozambique","MOZ.6_1","Maputo",1104180.44810384,8.73886029819479e-05,6.28562165035185e-05,2020
"MOZ","Mozambique","MOZ.5_1","Maputo City",2153648.33888435,0,0,2020
"MOZ","Mozambique","MOZ.7_1","Nampula",5937502.81333351,0,0,2020
"MOZ","Mozambique","MOZ.8_1","Nassa",2188690.26248204,0,0,2020
"MOZ","Mozambique","MOZ.9_1","Sofala",2270634.58026537,0,0,2020
"MOZ","Mozambique","MOZ.10_1","Tete",3445160.37502195,0,0,2020
"MOZ","Mozambique","MOZ.11_1","Zambezia",5742850.11777821,0.156574870247328,0.149782517805397,2020
