"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted"
"ZMB","Zambia","ZMB.1_1","Central",2363347.37950947,0.6002620444855,0.601873497697907
"ZMB","Zambia","ZMB.2_1","Copperbelt",2565138.293046,0.600264768431191,0.597941467128452
"ZMB","Zambia","ZMB.3_1","Eastern",2118191.26912349,0.603289939212621,0.600511024029772
"ZMB","Zambia","ZMB.4_1","Luapula",1665703.08836649,0.601095416648156,0.599642920578506
"ZMB","Zambia","ZMB.5_1","Lusaka",2935614.33875434,0.602831219540055,0.604527538994786
"ZMB","Zambia","ZMB.6_1","Muchinga",1020179.41845758,0.601083617853972,0.572174983626535
"ZMB","Zambia","ZMB.7_1","North-Western",1049991.63963729,0.597489835378516,0.593356456059195
"ZMB","Zambia","ZMB.8_1","Northern",1596492.71851892,0.601007563969704,0.586888367084663
"ZMB","Zambia","ZMB.9_1","Southern",2173228.9846914,0.601546491398255,0.602557601345597
"ZMB","Zambia","ZMB.10_1","Western",1090966.97556242,0.600085952618163,0.589961044089426
"ZWE","Zimbabwe","ZWE.1_1","Bulawayo",617709.1701684,0.408161897212267,0.408366429640622
"ZWE","Zimbabwe","ZWE.2_1","Harare",2218886.14356613,0.409408795171314,0.409046511466796
"ZWE","Zimbabwe","ZWE.3_1","Manicaland",1890238.77471447,0.410165262414325,0.388674719273636
"ZWE","Zimbabwe","ZWE.4_1","Mashonaland Central",1280768.9750424,0.409524065718,0.407169103943319
"ZWE","Zimbabwe","ZWE.5_1","Mashonaland East",1597821.80333221,0.408024181601822,0.408241496686298
"ZWE","Zimbabwe","ZWE.6_1","Mashonaland West",1849522.76486502,0.41003720773303,0.412304941433234
"ZWE","Zimbabwe","ZWE.7_1","Masvingo",1633122.60498355,0.409223132672694,0.409660802153612
"ZWE","Zimbabwe","ZWE.8_1","Matabeleland North",797134.022890192,0.407384291613076,0.407857656059088
"ZWE","Zimbabwe","ZWE.9_1","Matabeleland South",708246.948809505,0.407320215981754,0.407463804440909
"ZWE","Zimbabwe","ZWE.10_1","Midlands",1733487.63890018,0.407471207325886,0.408259723009957
