"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted","year"
"CIV","Côte d'Ivoire","CIV.1_1","Abidjan",5436150.55575085,0.421313206158062,0.420884251009198,2020
"CIV","Côte d'Ivoire","CIV.2_1","Bas-Sassandra",2631410.9495728,0.418949711182485,0.418915598647553,2020
"CIV","Côte d'Ivoire","CIV.3_1","Comoé",1332591.86239225,0.420973888918259,0.409906241931592,2020
"CIV","Côte d'Ivoire","CIV.4_1","Denguélé",339064.679745674,0.420579603069039,0.418944860786297,2020
"CIV","Côte d'Ivoire","CIV.5_1","Gôh-Djiboua",1893759.45995092,0.419871896586121,0.420060455273878,2020
"CIV","Côte d'Ivoire","CIV.6_1","Lacs",1470226.67296842,0.419737112810535,0.419987201714975,2020
"CIV","Côte d'Ivoire","CIV.7_1","Lagunes",1596393.63849735,0.419991968026665,0.420343636805735,2020
"CIV","Côte d'Ivoire","CIV.8_1","Montagnes",2841965.37352306,0.419126800732331,0.419275402951633,2020
"CIV","Côte d'Ivoire","CIV.9_1","Sassandra-Marahoué",2765795.76184186,0.420925959514508,0.421603413221834,2020
"CIV","Côte d'Ivoire","CIV.10_1","Savanes",1977018.22337836,0.420809725320032,0.420039627140167,2020
"CIV","Côte d'Ivoire","CIV.11_1","Vallée du Bandama",1584975.60154164,0.420619703149869,0.422060136022409,2020
"CIV","Côte d'Ivoire","CIV.12_1","Woroba",1021181.78991795,0.420954583002698,0.421433084039262,2020
"CIV","Côte d'Ivoire","CIV.13_1","Yamoussoukro",405161.917465568,0.420237178347774,0.420082018827264,2020
"CIV","Côte d'Ivoire","CIV.14_1","Zanzan",1044722.94545803,0.419933320768178,0.41459048486505,2020
"CMR","Cameroon","CMR.1_1","Adamaoua",1463667.30392109,0.426922628881524,0.425124379931397,2020
"CMR","Cameroon","CMR.2_1","Centre",5802256.32784414,0.426206941778077,0.429369076056972,2020
"CMR","Cameroon","CMR.3_1","Est",1067758.10368913,0.422565726824687,0.416725346272661,2020
"CMR","Cameroon","CMR.4_1","Extrême-Nord",4586726.27017835,0.431116154003083,0.422827753447771,2020
"CMR","Cameroon","CMR.5_1","Littoral",4404958.46634877,0.430294245544968,0.431307900226155,2020
"CMR","Cameroon","CMR.7_1","Nord",3146378.3535651,0.429066047173321,0.429189630423928,2020
"CMR","Cameroon","CMR.6_1","Nord-Ouest",2353609.06122077,0.429882218167186,0.423014528684447,2020
"CMR","Cameroon","CMR.8_1","Ouest",2150541.51151375,0.428419941296944,0.426196503447166,2020
"CMR","Cameroon","CMR.10_1","Sud",976744.530883431,0.425368344741036,0.427205770471832,2020
"CMR","Cameroon","CMR.9_1","Sud-Ouest",1987840.30545152,0.431070192357076,0.42229507754137,2020
