"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted"
"BWA","Botswana","BWA.1_1","Central",682436.674943745,0.596094361382641,0.596401560414167
"BWA","Botswana","BWA.2_1","Chobe",26796.5966437459,0.59521257239557,0.595623351867126
"BWA","Botswana","BWA.3_1","Francistown",67886.322022438,0.598197311162949,0.598370123143046
"BWA","Botswana","BWA.4_1","Gaborone",150662.59569931,NA,0
"BWA","Botswana","BWA.5_1","Ghanzi",56726.4264952315,0.592214218832665,0.593114685361048
"BWA","Botswana","BWA.6_1","Jwaneng",980.13566493988,NA,0
"BWA","Botswana","BWA.7_1","Kgalagadi",57501.6220392978,NA,0
"BWA","Botswana","BWA.8_1","Kgatleng",119273.455380797,0.595581176280975,0.0320112007198437
"BWA","Botswana","BWA.9_1","Kweneng",394971.843288163,0.595531509472774,0.00254511603244854
"BWA","Botswana","BWA.10_1","Lobatse",32185.2454223633,NA,0
"BWA","Botswana","BWA.11_1","North-East",124433.035699248,0.596470582530873,0.592760226286642
"BWA","Botswana","BWA.12_1","North-West",182169.114724144,0.594256245798127,0.59499958949324
"BWA","Botswana","BWA.13_1","Selibe Phikwe",29624.6735782623,0.597710341215134,0.597674437088786
"BWA","Botswana","BWA.14_1","South-East",215058.919792101,NA,0
"BWA","Botswana","BWA.15_1","Southern",240741.572489332,NA,0
"BWA","Botswana","BWA.16_1","Sowa",0,NA,NA
"CAF","Central African Republic","CAF.1_1","Bamingui-Bangoran",59014.5862508565,0.215141769709147,0.216761848595249
"CAF","Central African Republic","CAF.2_1","Bangui",596165.841135025,0.256288832426071,0.208374626076403
"CAF","Central African Republic","CAF.3_1","Basse-Kotto",335079.078368902,0.219470488604827,0.218568209891996
"CAF","Central African Republic","CAF.4_1","Haut-Mbomou",77132.2598760696,0.211810305153476,0.212232681072848
"CAF","Central African Republic","CAF.5_1","Haute-Kotto",123893.27804902,0.207913572653572,0.212502556650373
"CAF","Central African Republic","CAF.6_1","Kémo",161411.398205355,0.217395884661095,0.218592818909808
"CAF","Central African Republic","CAF.7_1","Lobaye",338923.269004703,0.21895890830566,0.220588704604889
"CAF","Central African Republic","CAF.8_1","Mambéré-Kadéï",492316.015446961,0.217602235924145,0.217579859970026
"CAF","Central African Republic","CAF.9_1","Mbomou",218640.675797297,0.2125336743034,0.213689180795706
"CAF","Central African Republic","CAF.10_1","Nana-Grébizi",161311.240777656,0.215331361779412,0.217014914489996
"CAF","Central African Republic","CAF.11_1","Nana-Mambéré",320765.169564605,0.217071942879956,0.214603171561739
"CAF","Central African Republic","CAF.12_1","Ombella-M'Poko",748283.626664937,0.218097706765455,0.21959365868217
"CAF","Central African Republic","CAF.13_1","Ouaka",379872.712767869,0.215009548560723,0.21963223961915
"CAF","Central African Republic","CAF.15_1","Ouham",503265.844790727,0.216730099004507,0.217745800369626
"CAF","Central African Republic","CAF.14_1","Ouham-Pendé",587948.205141902,0.217012764860919,0.217692389422193
"CAF","Central African Republic","CAF.16_1","Sangha-Mbaéré",141958.024292648,0.214640724031549,0.21713246864554
"CAF","Central African Republic","CAF.17_1","Vakaga",71000.7414052002,0.217513752067175,0.21802050387995
