"GID_0","NAME_0","GID_1","NAME_1","population","arab_abundance","fun_abundance","gamb_abundance","arab_pop_weighted_abundance","fun_pop_weighted_abundance","gamb_pop_weighted_abundance","year"
"MLI","Mali","MLI.1_1","Bamako",3166166.00222778,0.479697115716812,0.511947041091537,0.00835584319165159,0.502354108199716,0.490120957906325,0.00752493389395876,2020
"MLI","Mali","MLI.2_1","Gao",912983.694678411,0.9993980003154,0.000601999684599625,0,0.999255380828009,0.000744619171991353,0,2020
"MLI","Mali","MLI.3_1","Kayes",2931603.5198349,0.681151212255881,0.28901134844944,0.0298374392946788,0.687975869424199,0.28112327046942,0.0309008601063808,2020
"MLI","Mali","MLI.4_1","Kidal",132740.222213848,1,0,0,1,0,0,2020
"MLI","Mali","MLI.5_1","Koulikoro",4620732.23392618,0.66708911871181,0.315346865042655,0.0175640162455349,0.567418747686956,0.410770097321859,0.0218111549911841,2020
"MLI","Mali","MLI.6_1","Mopti",2901244.23788226,0.949264926332937,0.0393507788747248,0.0113842947923383,0.934387483937554,0.0481800346843652,0.0174324813780805,2020
"MLI","Mali","MLI.7_1","Ségou",3366379.4005658,0.779370112631469,0.19746840488062,0.0231614824879107,0.742808359988345,0.229520270404982,0.0276713696066722,2020
"MLI","Mali","MLI.8_1","Sikasso",4056139.97418353,0.540205257369258,0.393387974648366,0.0664067679823764,0.530785296803836,0.414892272784856,0.054322430411308,2020
"MLI","Mali","MLI.9_1","Timbuktu",1098160.5062152,0.991384680123179,0.00755941078481837,0.00105590909200241,0.982922959434804,0.0158671268174911,0.00120991374770497,2020
"MOZ","Mozambique","MOZ.1_1","Cabo Delgado",2143343.74120963,0.399304306759507,0.17667215434117,0.424023538899323,0.45514957091149,0.168964292507373,0.375886136581137,2020
"MOZ","Mozambique","MOZ.2_1","Gaza",1526577.38990308,0.906160910896964,0.0271772074652494,0.0666618816377865,0.875073501347883,0.0459238646746546,0.0790026339774626,2020
"MOZ","Mozambique","MOZ.3_1","Inhambane",1463383.00030645,0.668132377017243,0.154236686774212,0.177630936208545,0.61117738709463,0.165607656146751,0.223214956758619,2020
"MOZ","Mozambique","MOZ.4_1","Manica",2341403.34442306,0.737683895319008,0.156427694307795,0.105888410373198,0.73902000759397,0.153244457004975,0.107735535401055,2020
"MOZ","Mozambique","MOZ.6_1","Maputo",1104180.44810384,0.820038079986072,0.108592234736863,0.0713696852770647,0.808184007328718,0.083794222952264,0.108021769719018,2020
"MOZ","Mozambique","MOZ.5_1","Maputo City",2153648.33888435,0.800855977371492,0.0977896055411837,0.101354417087324,0.744981006302609,0.116421531940413,0.138597461756978,2020
"MOZ","Mozambique","MOZ.7_1","Nampula",5937605.58881617,0.611913320243867,0.155495456196726,0.232591223559407,0.584580506816088,0.165082001635363,0.250337491548549,2020
"MOZ","Mozambique","MOZ.8_1","Nassa",2188690.26248204,0.63515166034305,0.21474583582715,0.150102503829801,0.664150475558515,0.184130768592889,0.151718755848596,2020
"MOZ","Mozambique","MOZ.9_1","Sofala",2270634.58026537,0.688813878156005,0.126771481313875,0.18441464053012,0.668031484812894,0.147322570016827,0.184645945170279,2020
"MOZ","Mozambique","MOZ.10_1","Tete",3445224.72170259,0.753608942138403,0.156505368835807,0.08988568902579,0.753560478167789,0.141994398708638,0.104445123123573,2020
"MOZ","Mozambique","MOZ.11_1","Zambezia",5740299.31975117,0.61183354082911,0.226920595030781,0.161245864140109,0.643968249365845,0.219203606095176,0.13682814453898,2020
