"GID_0","NAME_0","GID_1","NAME_1","GID_2","NAME_2","population","arab_abundance","fun_abundance","gamb_abundance","arab_pop_weighted_abundance","fun_pop_weighted_abundance","gamb_pop_weighted_abundance","year"
"BEN","Benin","BEN.1_1","Alibori","BEN.1.1_1","Banikoara",335181.452194214,0.64585885300924,0.140321067696005,0.213820079294755,0.619984943845771,0.144558455648833,0.235456600505397,2020
"BEN","Benin","BEN.1_1","Alibori","BEN.1.2_1","Gogounou",150144.471157074,0.523531445400081,0.178917409585609,0.297551145014311,0.539282212188635,0.17965276379224,0.281065024019124,2020
"BEN","Benin","BEN.1_1","Alibori","BEN.1.3_1","Kandi",264333.646096706,0.624681780597163,0.193496262357675,0.181821957045162,0.617713937507847,0.185770175047724,0.196515887444429,2020
"BEN","Benin","BEN.1_1","Alibori","BEN.1.4_1","Karimama",95577.2871861458,0.756178691922777,0.182413891166038,0.0614074169111854,0.766622672793941,0.175600547864248,0.0577767793418112,2020
"BEN","Benin","BEN.1_1","Alibori","BEN.1.5_1","Malanville",225610.790929794,0.610371798980271,0.287123641014327,0.102504560005402,0.651423142441582,0.258056355762665,0.0905205017957537,2020
"BEN","Benin","BEN.1_1","Alibori","BEN.1.6_1","Segbana",127135.820308685,0.572398529920681,0.18793781376373,0.239663656315589,0.585808480438642,0.196299307831189,0.217892211730169,2020
"BEN","Benin","BEN.2_1","Atakora","BEN.2.1_1","Boukoumbé",99309.284910202,0.517818444936504,0.202617151497694,0.279564403565802,0.515235626379297,0.202699147906543,0.28206522571416,2020
"BEN","Benin","BEN.2_1","Atakora","BEN.2.2_1","Cobly",81544.0912399292,0.511224034744168,0.181265018398055,0.307510946857777,0.502231480821569,0.181306457674726,0.316462061503705,2020
"BEN","Benin","BEN.2_1","Atakora","BEN.2.3_1","Kérou",135431.896691322,0.592362027749585,0.188861786170544,0.218776186079871,0.590442176892436,0.195170686974057,0.214387136133507,2020
"BEN","Benin","BEN.2_1","Atakora","BEN.2.4_1","Kouandé",144000.484100342,0.576065731824183,0.235766243858432,0.188168024317385,0.576516151722584,0.235683388501588,0.187800459775827,2020
"BEN","Benin","BEN.2_1","Atakora","BEN.2.5_1","Matéri",136493.136095047,0.572156940362498,0.175351629583819,0.252491430053683,0.555094453409761,0.180901234427886,0.264004312162353,2020
"BEN","Benin","BEN.2_1","Atakora","BEN.2.6_1","Natitingou",125007.95331192,0.590526263125229,0.246816357283087,0.162657379591683,0.595577458012362,0.264290742070235,0.140131799917403,2020
"BEN","Benin","BEN.2_1","Atakora","BEN.2.7_1","Péhunco",97281.3728103638,0.473807019895447,0.234987462373873,0.29120551773068,0.483453982422426,0.236071348792328,0.280474668785246,2020
"BEN","Benin","BEN.2_1","Atakora","BEN.2.8_1","Tanguiéta",97732.1691322327,0.569520248409579,0.16328977636644,0.267189975223981,0.560660544819146,0.185340344005368,0.253999111175486,2020
"BEN","Benin","BEN.2_1","Atakora","BEN.2.9_1","Toucountouna",118598.245368004,0.605581727759558,0.242998984428701,0.151419287811741,0.616135534212372,0.242266735051452,0.141597730736176,2020
"BEN","Benin","BEN.3_1","Atlantique","BEN.3.1_1","Abomey-Calavi",956358.843864441,0.598130865470069,0.0623867466303277,0.339482387899603,0.680602950592888,0.0489304241368586,0.270466625270254,2020
