"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted"
"BEN","Benin","BEN.1_1","Alibori",1197983.46787262,0.344709603240292,0.339296462764918
"BEN","Benin","BEN.2_1","Atakora",1035398.63365936,0.483811563524333,0.494118984324135
"BEN","Benin","BEN.3_1","Atlantique",2058978.81917858,0.387993730604649,0.32059582672412
"BEN","Benin","BEN.4_1","Borgou",1683825.45304012,0.434958394425327,0.390204637870569
"BEN","Benin","BEN.5_1","Collines",860192.522418022,0.473146531747798,0.443500852132582
"BEN","Benin","BEN.6_1","Donga",709088.468332291,0.555233861743374,0.483302668527365
"BEN","Benin","BEN.7_1","Kouffo",918218.641283035,0.473748839419821,0.453124949171171
"BEN","Benin","BEN.8_1","Littoral",417938.481445312,0.195123799145222,0.192451353492125
"BEN","Benin","BEN.9_1","Mono",580919.921424866,0.415583177595525,0.392206921145904
"BEN","Benin","BEN.10_1","Ouémé",1290955.405159,0.311395884065305,0.269129055524418
"BEN","Benin","BEN.11_1","Plateau",793508.881062984,0.378839618348061,0.316341633539572
"BEN","Benin","BEN.12_1","Zou",1071180.28944969,0.40271657631721,0.378264442600945
"BFA","Burkina Faso","BFA.1_1","Boucle du Mouhoun",1917593.22289473,0.211156463583093,0.210240524547713
"BFA","Burkina Faso","BFA.2_1","Cascades",1135196.98297286,0.250317276006186,0.221799278919242
"BFA","Burkina Faso","BFA.7_1","Centre",4193918.02395058,0.114193629692583,0.0804464469580046
"BFA","Burkina Faso","BFA.3_1","Centre-Est",1695088.53459144,0.162723906752734,0.134023384751334
"BFA","Burkina Faso","BFA.4_1","Centre-Nord",1741130.25023937,0.180155424556548,0.175033765049743
"BFA","Burkina Faso","BFA.5_1","Centre-Ouest",1709250.87162685,0.221129964403701,0.205569282734963
"BFA","Burkina Faso","BFA.6_1","Centre-Sud",884817.221496403,0.130210803284643,0.120587109703008
"BFA","Burkina Faso","BFA.8_1","Est",2029901.50039211,0.296480008878589,0.25795314197408
"BFA","Burkina Faso","BFA.9_1","Haut-Bassins",2482419.46409488,0.198944716446283,0.177991309790053
"BFA","Burkina Faso","BFA.10_1","Nord",1589882.22960258,0.138736426203873,0.139922053678584
"BFA","Burkina Faso","BFA.11_1","Plateau-Central",949344.602345943,0.128453092136677,0.124880847786053
"BFA","Burkina Faso","BFA.12_1","Sahel",1484485.04733276,0.177062531570617,0.181232218877694
"BFA","Burkina Faso","BFA.13_1","Sud-Ouest",916531.495243073,0.418601416179337,0.398375208590407
