"GID_0","NAME_0","GID_1","NAME_1","population","coverage_mean","coverage_pop_weighted","year"
"SEN","Senegal","SEN.1_1","Dakar",3335467.60921478,0.629281443854173,0.479196916937044,2020
"SEN","Senegal","SEN.2_1","Diourbel",1799956.44056129,0.401774912311676,0.395387165282807,2020
"SEN","Senegal","SEN.3_1","Fatick",869935.277287126,0.39309508807888,0.398974917755984,2020
"SEN","Senegal","SEN.4_1","Kaffrine",697414.884328365,0.311482579746378,0.296121773147306,2020
"SEN","Senegal","SEN.5_1","Kaolack",1148265.19628477,0.301269250273241,0.305081617029571,2020
"SEN","Senegal","SEN.6_1","Kédougou",185033.733764172,0.553493169462367,0.536788612947878,2020
"SEN","Senegal","SEN.7_1","Kolda",798133.164564371,0.453478098800406,0.450658761106986,2020
"SEN","Senegal","SEN.8_1","Louga",1060525.82370412,0.48386071976212,0.504714529066461,2020
"SEN","Senegal","SEN.9_1","Matam",659842.434526086,0.5754046997481,0.607157227755571,2020
"SEN","Senegal","SEN.10_1","Saint-Louis",1036254.12758994,0.59279179470185,0.610439692578761,2020
"SEN","Senegal","SEN.11_1","Sédhiou",550594.330756068,0.427132732061626,0.430761419777262,2020
"SEN","Senegal","SEN.12_1","Tambacounda",823118.86239481,0.520722919336001,0.496904881153903,2020
"SEN","Senegal","SEN.13_1","Thiès",2062104.46762848,0.543722411753639,0.561692300720346,2020
"SEN","Senegal","SEN.14_1","Ziguinchor",654950.224309176,0.510768403738052,0.515733233352551,2020
"SLE","Sierra Leone","SLE.1_1","Eastern",1485377.42517948,0.734623062302885,0.741815507874564,2020
"SLE","Sierra Leone","SLE.2_1","Northern",2264926.41212818,0.653822776423023,0.633439030574565,2020
"SLE","Sierra Leone","SLE.3_1","Southern",1563232.95244791,0.702880638780928,0.705898125785009,2020
"SLE","Sierra Leone","SLE.4_1","Western",1156992.17945862,0.594488419592381,0.480318997703329,2020
