"GID_0","NAME_0","GID_1","NAME_1","GID_2","NAME_2","population","ITN_coverage_mean","ITN_coverage_pop_weighted"
"MLI","Mali","MLI.1_1","Bamako","MLI.1.1_1","Bamako",3166166.00222778,0.0358879075696071,0.033410422580132
"MLI","Mali","MLI.2_1","Gao","MLI.2.1_1","Ansongo",222846.379241496,0.119182327196601,0.123141184518732
"MLI","Mali","MLI.2_1","Gao","MLI.2.2_1","Bourem",170742.588782392,0.0211007482006182,0.0354481967913906
"MLI","Mali","MLI.2_1","Gao","MLI.2.3_1","Gao",420828.507547453,0.0945336768461257,0.0988520816939611
"MLI","Mali","MLI.2_1","Gao","MLI.2.4_1","Ménaka",98566.2191070691,0.0541367426828964,0.0749283673269939
"MLI","Mali","MLI.3_1","Kayes","MLI.3.1_1","Bafoulabé",324117.836683847,0.134449397201968,0.121975707639265
"MLI","Mali","MLI.3_1","Kayes","MLI.3.2_1","Diéma",309920.755469084,0.108370375610999,0.102535041598437
"MLI","Mali","MLI.3_1","Kayes","MLI.3.3_1","Kayes",804070.904557347,0.0972436020951041,0.0861926614704489
"MLI","Mali","MLI.3_1","Kayes","MLI.3.4_1","Kéniéba",277800.80541873,0.202593617570488,0.174944850805634
"MLI","Mali","MLI.3_1","Kayes","MLI.3.5_1","Kita",639083.731355119,0.143626908462701,0.137867027795557
"MLI","Mali","MLI.3_1","Kayes","MLI.3.6_1","Nioro",323019.157174826,0.107352836468206,0.100118703865757
"MLI","Mali","MLI.3_1","Kayes","MLI.3.7_1","Yélimané",253590.329175949,0.0979938925019581,0.097083145569669
"MLI","Mali","MLI.4_1","Kidal","MLI.4.1_1","Abeïbara",16597.5077977851,0.0239299496002739,0.0283161303359849
"MLI","Mali","MLI.4_1","Kidal","MLI.4.2_1","Kidal",65929.8390701115,0.082041025730083,0.0883358557675337
"MLI","Mali","MLI.4_1","Kidal","MLI.4.3_1","Tessalit",23068.7792547774,0.0137484465467404,0.0439093710039381
"MLI","Mali","MLI.4_1","Kidal","MLI.4.4_1","Tin-Essako",27144.0960911736,0.016920016532923,0.0504398398947705
"MLI","Mali","MLI.5_1","Koulikoro","MLI.5.1_1","Banamba",261836.101473927,0.0972126489271171,0.0932351998568626
"MLI","Mali","MLI.5_1","Koulikoro","MLI.5.2_1","Dioïla",726701.569899082,0.0996870404911287,0.0944928903473885
"MLI","Mali","MLI.5_1","Koulikoro","MLI.5.3_1","Kangaba",130058.379163146,0.146932945743335,0.134043075723812
"MLI","Mali","MLI.5_1","Koulikoro","MLI.5.4_1","Kati",2562887.97087908,0.088649656070593,0.0512696592757661
"MLI","Mali","MLI.5_1","Koulikoro","MLI.5.5_1","Kolokani",294659.36215806,0.0917897856809029,0.0838768407540691
"MLI","Mali","MLI.5_1","Koulikoro","MLI.5.6_1","Koulikoro",291291.004448414,0.0700787581265607,0.0598571479732336
"MLI","Mali","MLI.5_1","Koulikoro","MLI.5.7_1","Nara",353297.845904469,0.115847537679491,0.119681215012874
"MLI","Mali","MLI.6_1","Mopti","MLI.6.1_1","Bandiagara",418630.356288433,0.0836878550213736,0.0831517623932383
"MLI","Mali","MLI.6_1","Mopti","MLI.6.2_1","Bankass",359383.287405968,0.15702586781939,0.153826620984335
"MLI","Mali","MLI.6_1","Mopti","MLI.6.3_1","Djenné",318405.495166779,0.0702521899697658,0.0704693869289045
"MLI","Mali","MLI.6_1","Mopti","MLI.6.4_1","Douentza",422158.418832064,0.114879853276531,0.105717063250594
"MLI","Mali","MLI.6_1","Mopti","MLI.6.5_1","Koro",491303.581276655,0.124940112169663,0.129334378737183
"MLI","Mali","MLI.6_1","Mopti","MLI.6.6_1","Mopti",533825.76513201,0.0682582548628115,0.0627354906955325
"MLI","Mali","MLI.6_1","Mopti","MLI.6.7_1","Ténenkou",212497.868365884,0.0562927514810487,0.0581866714165931
"MLI","Mali","MLI.6_1","Mopti","MLI.6.8_1","Youwarou",145039.465414464,0.0562182829287407,0.0641762703966834
"MLI","Mali","MLI.7_1","Ségou","MLI.7.1_1","Barouéli",290310.559793472,0.0810240953180351,0.0761814066435032
"MLI","Mali","MLI.7_1","Ségou","MLI.7.2_1","Bla",409325.186500072,0.126440067894307,0.126051553723811
"MLI","Mali","MLI.7_1","Ségou","MLI.7.3_1","Macina",340703.902375221,0.0669932036882355,0.0709455154187282
"MLI","Mali","MLI.7_1","Ségou","MLI.7.4_1","Niono",587554.585935652,0.0538641060433507,0.0535266451372937
"MLI","Mali","MLI.7_1","Ségou","MLI.7.5_1","San",443239.304839611,0.137949645570818,0.132535463847751
"MLI","Mali","MLI.7_1","Ségou","MLI.7.6_1","Ségou",997056.06108439,0.0858060570421235,0.0730291208175381
"MLI","Mali","MLI.7_1","Ségou","MLI.7.7_1","Tominian",298189.800037384,0.147259281685382,0.145585782642904
"MLI","Mali","MLI.8_1","Sikasso","MLI.8.1_1","Bougouni",700173.625688657,0.193466098510501,0.177484898959507
"MLI","Mali","MLI.8_1","Sikasso","MLI.8.2_1","Kadiolo",498802.021975994,0.213148819799183,0.20859199070322
"MLI","Mali","MLI.8_1","Sikasso","MLI.8.3_1","Kolondiéba",291547.012018681,0.19542114271058,0.193690403569602
"MLI","Mali","MLI.8_1","Sikasso","MLI.8.4_1","Koutiala",916738.793749332,0.181418061026148,0.167163873157744
"MLI","Mali","MLI.8_1","Sikasso","MLI.8.5_1","Sikasso",1056592.03965831,0.185772816934015,0.173297606719116
"MLI","Mali","MLI.8_1","Sikasso","MLI.8.6_1","Yanfolila",279283.114155874,0.266114360194801,0.230888023003421
"MLI","Mali","MLI.8_1","Sikasso","MLI.8.7_1","Yorosso",313003.366936684,0.229595294256102,0.231332646460179
"MLI","Mali","MLI.9_1","Timbuktu","MLI.9.1_1","Diré",149320.728799403,0.0796864525104562,0.0779356299159803
"MLI","Mali","MLI.9_1","Timbuktu","MLI.9.2_1","Goundam",216546.322405325,0.00736941229056943,0.0603676630352871
"MLI","Mali","MLI.9_1","Timbuktu","MLI.9.3_1","Gourma-Rharous",213992.997576069,0.111963974197103,0.0925705406566758
"MLI","Mali","MLI.9_1","Timbuktu","MLI.9.4_1","Niafunké",270908.292275667,0.0711169229592843,0.0719173092509224
"MLI","Mali","MLI.9_1","Timbuktu","MLI.9.5_1","Tombouctou",247392.165158732,0.000253679346832563,0.0415114847265689
"MOZ","Mozambique","MOZ.1_1","Cabo Delgado","MOZ.1.1_1","Ancuabe",260244.503777385,0.41969728001384,0.420914275017224
"MOZ","Mozambique","MOZ.1_1","Cabo Delgado","MOZ.1.2_1","Balama",169147.748117179,0.585773767860791,0.568491738599688
"MOZ","Mozambique","MOZ.1_1","Cabo Delgado","MOZ.1.3_1","Chiúre",171506.379755497,0.516223302704799,0.496755726283752
"MOZ","Mozambique","MOZ.1_1","Cabo Delgado","MOZ.1.4_1","Macomia",112063.050139666,0.26353512808942,0.243190231419177
"MOZ","Mozambique","MOZ.1_1","Cabo Delgado","MOZ.1.5_1","Mecufi",33475.2222542763,0.384623208045959,0.334287140700248
"MOZ","Mozambique","MOZ.1_1","Cabo Delgado","MOZ.1.6_1","Meluco",26584.6636505127,0.309714355999056,0.307779196650017
"MOZ","Mozambique","MOZ.1_1","Cabo Delgado","MOZ.1.7_1","Mocimboa da Praia",112578.094429255,0.209204669883757,0.184495562370606
"MOZ","Mozambique","MOZ.1_1","Cabo Delgado","MOZ.1.8_1","Montepuez",273575.326683566,0.348334569299052,0.418371965368063
"MOZ","Mozambique","MOZ.1_1","Cabo Delgado","MOZ.1.9_1","Mueda",159222.931650139,0.170162944706963,0.167507820135218
"MOZ","Mozambique","MOZ.1_1","Cabo Delgado","MOZ.1.10_1","Muidumbe",83712.8356082439,0.212082338985056,0.19612476937315
"MOZ","Mozambique","MOZ.1_1","Cabo Delgado","MOZ.1.11_1","Namuno",253806.405964375,0.631386316152592,0.60812369898875
"MOZ","Mozambique","MOZ.1_1","Cabo Delgado","MOZ.1.12_1","Nangade",81961.1096277237,0.202252600842447,0.186329153731218
"MOZ","Mozambique","MOZ.1_1","Cabo Delgado","MOZ.1.13_1","Palma",51513.2649305016,0.215570066414193,0.206812982503232
"MOZ","Mozambique","MOZ.1_1","Cabo Delgado","MOZ.1.14_1","Pemba",317335.100295544,0.370435229369572,0.290666033370612
"MOZ","Mozambique","MOZ.1_1","Cabo Delgado","MOZ.1.15_1","Quissanga",36617.1043257713,0.341477881427164,0.329854860122743
"MOZ","Mozambique","MOZ.2_1","Gaza","MOZ.2.1_1","Bilene",179306.689444378,0.0529201157869549,0.0553736486501995
"MOZ","Mozambique","MOZ.2_1","Gaza","MOZ.2.2_1","Chibuto",241480.362409785,0.0904650757632529,0.0852773952988264
"MOZ","Mozambique","MOZ.2_1","Gaza","MOZ.2.3_1","Chicualacuala",48002.3604950383,0.0823674358719386,0.0761195132939651
"MOZ","Mozambique","MOZ.2_1","Gaza","MOZ.2.4_1","Chigubo",37536.0940030813,0.103094625487728,0.0966975332682772
"MOZ","Mozambique","MOZ.2_1","Gaza","MOZ.2.5_1","Chókwè",214407.19950819,0.0503876245934372,0.0487481887228585
"MOZ","Mozambique","MOZ.2_1","Gaza","MOZ.2.6_1","Guijá",100937.776497126,0.0558200990391332,0.0507877916146723
"MOZ","Mozambique","MOZ.2_1","Gaza","MOZ.2.7_1","Mabalane",42999.2986294031,0.0564473392129344,0.0464480028201008
"MOZ","Mozambique","MOZ.2_1","Gaza","MOZ.2.8_1","Mandlakazi",186001.896697637,0.140673735430316,0.141862134343636
"MOZ","Mozambique","MOZ.2_1","Gaza","MOZ.2.9_1","Massangena",19840.0589144826,0.143295326511065,0.151059035183981
