"GID_0","NAME_0","GID_1","NAME_1","population","coverage_mean","coverage_pop_weighted","year"
"KEN","Kenya","KEN.1_1","Baringo",804401.317004882,0,0,2020
"KEN","Kenya","KEN.2_1","Bomet",1130100.43026499,0,0,2020
"KEN","Kenya","KEN.3_1","Bungoma",2046278.91822019,0.000216488935984671,1.4630125334475e-06,2020
"KEN","Kenya","KEN.4_1","Busia",955893.977796078,0.00120921074589597,0.00312446800734478,2020
"KEN","Kenya","KEN.5_1","Elgeyo-Marakwet",502490.277923584,0,0,2020
"KEN","Kenya","KEN.6_1","Embu",625166.124568089,0,0,2020
"KEN","Kenya","KEN.7_1","Garissa",1490831.91278573,0,0,2020
"KEN","Kenya","KEN.8_1","Homa Bay",1194125.12173629,0.00107465905549864,0.00116636722897293,2020
"KEN","Kenya","KEN.9_1","Isiolo",182537.323158402,0,0,2020
"KEN","Kenya","KEN.10_1","Kajiado",1022929.32593978,0,0,2020
"KEN","Kenya","KEN.11_1","Kakamega",1916106.45662461,0,0,2020
"KEN","Kenya","KEN.12_1","Kericho",1068156.30894332,0,0,2020
"KEN","Kenya","KEN.13_1","Kiambu",1781996.50043793,0,0,2020
"KEN","Kenya","KEN.14_1","Kilifi",1395627.57243669,0,0,2020
"KEN","Kenya","KEN.15_1","Kirinyaga",652116.720494151,0,0,2020
"KEN","Kenya","KEN.16_1","Kisii",1437405.48782349,0.00464503659356025,0.00256982161324975,2020
"KEN","Kenya","KEN.17_1","Kisumu",1248101.56995392,0,0,2020
"KEN","Kenya","KEN.18_1","Kitui",1276468.83583343,0,0,2020
"KEN","Kenya","KEN.19_1","Kwale",844420.403548263,0,0,2020
"KEN","Kenya","KEN.20_1","Laikipia",607870.776916265,0,0,2020
"KEN","Kenya","KEN.21_1","Lamu",95621.4265115485,0,0,2020
"KEN","Kenya","KEN.22_1","Machakos",1336989.86645269,0,0,2020
"KEN","Kenya","KEN.23_1","Makueni",1108685.43980613,0,0,2020
"KEN","Kenya","KEN.24_1","Mandera",2634770.12566757,0,0,2020
"KEN","Kenya","KEN.25_1","Marsabit",349820.130833987,0,0,2020
"KEN","Kenya","KEN.26_1","Meru",1726238.30218792,0,0,2020
"KEN","Kenya","KEN.27_1","Migori",1165761.14920759,0.0987864775766789,0.106873456064928,2020
"KEN","Kenya","KEN.28_1","Mombasa",1144229.96500397,0,0,2020
"KEN","Kenya","KEN.29_1","Murang'a",1124812.08754327,0,0,2020
"KEN","Kenya","KEN.30_1","Nairobi",4960933.49445486,0,0,2020
"KEN","Kenya","KEN.31_1","Nakuru",2363474.82880771,0,0,2020
"KEN","Kenya","KEN.32_1","Nandi",1120230.30644768,0,0,2020
"KEN","Kenya","KEN.33_1","Narok",1330609.8642516,0.000188643363519357,0.000415173889233046,2020
"KEN","Kenya","KEN.34_1","Nyamira",769260.338233948,0,0,2020
"KEN","Kenya","KEN.35_1","Nyandarua",687121.031998937,0,0,2020
"KEN","Kenya","KEN.36_1","Nyeri",833941.304484949,0,0,2020
"KEN","Kenya","KEN.37_1","Samburu",329472.075193919,0,0,2020
"KEN","Kenya","KEN.38_1","Siaya",1074861.07771432,0,0,2020
"KEN","Kenya","KEN.39_1","Taita Taveta",405156.54471004,0,0,2020
"KEN","Kenya","KEN.40_1","Tana River",463104.766336476,0,0,2020
"KEN","Kenya","KEN.41_1","Tharaka-Nithi",431571.639180172,0,0,2020
"KEN","Kenya","KEN.42_1","Trans Nzoia",1190050.50722444,0,0,2020
"KEN","Kenya","KEN.43_1","Turkana",1230060.4972608,0.000107455117822396,0.000242558950006973,2020
"KEN","Kenya","KEN.44_1","Uasin Gishu",1409960.90418893,0,0,2020
"KEN","Kenya","KEN.45_1","Vihiga",725733.959703155,0,0,2020
"KEN","Kenya","KEN.46_1","Wajir",1761079.21807912,0,0,2020
"KEN","Kenya","KEN.47_1","West Pokot",782365.908722758,0.000325521811257884,0.000280261588503516,2020
"LBR","Liberia","LBR.1_1","Bomi",143376.124658108,0,0,2020
"LBR","Liberia","LBR.2_1","Bong",368040.38061738,0,0,2020
"LBR","Liberia","LBR.3_1","Gbapolu",108570.697178602,0,0,2020
"LBR","Liberia","LBR.4_1","Grand Cape Mount",155992.723791957,0,0,2020
"LBR","Liberia","LBR.5_1","GrandBassa",250964.235837936,0,0,2020
"LBR","Liberia","LBR.6_1","GrandGedeh",165983.930006742,0,0,2020
"LBR","Liberia","LBR.7_1","GrandKru",59657.8309550285,0,0,2020
"LBR","Liberia","LBR.8_1","Lofa",311727.201100111,0,0,2020
"LBR","Liberia","LBR.9_1","Margibi",357835.099094391,0,0,2020
"LBR","Liberia","LBR.10_1","Maryland",158388.8431499,0,0,2020
"LBR","Liberia","LBR.11_1","Montserrado",1335741.75012398,0,0,2020
"LBR","Liberia","LBR.12_1","Nimba",554760.085332632,0,0,2020
"LBR","Liberia","LBR.13_1","River Cess",92649.1354372501,0,0,2020
"LBR","Liberia","LBR.14_1","River Gee",104065.852195501,0,0,2020
"LBR","Liberia","LBR.15_1","Sinoe",116755.88156414,0,0,2020
