"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted","year"
"KEN","Kenya","KEN.1_1","Baringo",804401.317004882,0.472439018830861,0.447756431418669,2020
"KEN","Kenya","KEN.2_1","Bomet",1130100.43026499,0.349860245248546,0.359302751086054,2020
"KEN","Kenya","KEN.3_1","Bungoma",2046278.91822019,0.587888473458588,0.611732703130797,2020
"KEN","Kenya","KEN.4_1","Busia",955893.977796078,0.557611861560918,0.540269996119222,2020
"KEN","Kenya","KEN.5_1","Elgeyo-Marakwet",502490.277923584,0.399719506388402,0.386768487107536,2020
"KEN","Kenya","KEN.6_1","Embu",625166.124568089,0.437517144175163,0.425114260754595,2020
"KEN","Kenya","KEN.7_1","Garissa",1490831.91278573,0.593451209764555,0.605451775162412,2020
"KEN","Kenya","KEN.8_1","Homa Bay",1194125.12173629,0.374631149855923,0.45580254402718,2020
"KEN","Kenya","KEN.9_1","Isiolo",182537.323158402,0.551349671222583,0.532517271729839,2020
"KEN","Kenya","KEN.10_1","Kajiado",1022929.32593978,0.45703142810576,0.402435095689464,2020
"KEN","Kenya","KEN.11_1","Kakamega",1925941.20621678,0.570167347140934,0.570266330848428,2020
"KEN","Kenya","KEN.12_1","Kericho",1068156.30894332,0.385780882376891,0.394563005782314,2020
"KEN","Kenya","KEN.13_1","Kiambu",1781996.50043793,0.345522286724453,0.352985875755518,2020
"KEN","Kenya","KEN.14_1","Kilifi",1395627.57243669,0.657189180604899,0.681199226391097,2020
"KEN","Kenya","KEN.15_1","Kirinyaga",652116.720494151,0.396320628947106,0.423526224960967,2020
"KEN","Kenya","KEN.16_1","Kisii",1437405.48782349,0.388396837538288,0.390442026802231,2020
"KEN","Kenya","KEN.17_1","Kisumu",1248101.56995392,0.465309254646301,0.537387286555337,2020
"KEN","Kenya","KEN.18_1","Kitui",1276468.83583343,0.527308013840998,0.476058092507785,2020
"KEN","Kenya","KEN.19_1","Kwale",844420.403548263,0.758777378738083,0.750102192822628,2020
"KEN","Kenya","KEN.20_1","Laikipia",607870.776916265,0.356441968639425,0.346229196571007,2020
"KEN","Kenya","KEN.21_1","Lamu",95018.5816333517,0.617075234051519,0.624736391210213,2020
"KEN","Kenya","KEN.22_1","Machakos",1336989.86645269,0.392890755725758,0.386438312873211,2020
"KEN","Kenya","KEN.23_1","Makueni",1108685.43980613,0.469545772819544,0.43919650793146,2020
"KEN","Kenya","KEN.24_1","Mandera",2634770.12566757,0.492835264470567,0.504133704628357,2020
"KEN","Kenya","KEN.25_1","Marsabit",349820.130833987,0.462240981580713,0.475516595717822,2020
"KEN","Kenya","KEN.26_1","Meru",1726238.30218792,0.443830017750038,0.444522144878976,2020
"KEN","Kenya","KEN.27_1","Migori",1165761.14920759,0.343682414419214,0.373831981356741,2020
"KEN","Kenya","KEN.28_1","Mombasa",1144229.96500397,0.723931160840121,0.562101780324569,2020
"KEN","Kenya","KEN.29_1","Murang'a",1124812.08754327,0.368645817559698,0.377909027732401,2020
"KEN","Kenya","KEN.30_1","Nairobi",4960933.49445486,0.376073938794434,0.380900035862579,2020
"KEN","Kenya","KEN.31_1","Nakuru",2363474.82880771,0.338850311102362,0.353040751007824,2020
"KEN","Kenya","KEN.32_1","Nandi",1110395.55685551,0.469298925336081,0.472634757766835,2020
"KEN","Kenya","KEN.33_1","Narok",1330609.8642516,0.326831756105933,0.321016979207987,2020
"KEN","Kenya","KEN.34_1","Nyamira",769260.338233948,0.384396390545936,0.384689862211089,2020
"KEN","Kenya","KEN.35_1","Nyandarua",687121.031998937,0.298677779138088,0.302722678989489,2020
"KEN","Kenya","KEN.36_1","Nyeri",833941.304484949,0.31185762876574,0.356458823920925,2020
"KEN","Kenya","KEN.37_1","Samburu",329472.075193919,0.435050795622178,0.396870096898889,2020
"KEN","Kenya","KEN.38_1","Siaya",1074861.07771432,0.47051314681581,0.538261479786172,2020
"KEN","Kenya","KEN.39_1","Taita Taveta",405156.54471004,0.645507522959553,0.618656744936944,2020
"KEN","Kenya","KEN.40_1","Tana River",463104.766336476,0.604249952603941,0.63942714216976,2020
"KEN","Kenya","KEN.41_1","Tharaka-Nithi",431571.639180172,0.48460186229757,0.47894251598898,2020
"KEN","Kenya","KEN.42_1","Trans Nzoia",1190050.50722444,0.554187352242677,0.571380206213113,2020
"KEN","Kenya","KEN.43_1","Turkana",1230060.4972608,0.399306434628739,0.404248012946883,2020
"KEN","Kenya","KEN.44_1","Uasin Gishu",1409960.90418893,0.437590605602032,0.456614008306896,2020
"KEN","Kenya","KEN.45_1","Vihiga",725733.959703155,0.5248407986429,0.524054579329289,2020
"KEN","Kenya","KEN.46_1","Wajir",1761079.21807912,0.530475274363428,0.514636448961313,2020
"KEN","Kenya","KEN.47_1","West Pokot",782365.908722758,0.373317564986044,0.382940072167818,2020
"LBR","Liberia","LBR.1_1","Bomi",143755.262317657,0.306662428932092,0.270949249915489,2020
"LBR","Liberia","LBR.2_1","Bong",368040.38061738,0.199213150537954,0.199976630827766,2020
"LBR","Liberia","LBR.3_1","Gbapolu",108570.697178602,0.204707936788427,0.216217530871639,2020
"LBR","Liberia","LBR.4_1","Grand Cape Mount",155992.723791957,0.272171500953324,0.276216953348749,2020
