"GID_0","NAME_0","GID_1","NAME_1","population","arab_abundance","fun_abundance","gamb_abundance","arab_pop_weighted_abundance","fun_pop_weighted_abundance","gamb_pop_weighted_abundance","year"
"SYC","Seychelles","SYC.1_1","Anse aux Pins",0,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.2_1","Anse Boileau",8442.22648620605,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.3_1","Anse Étoile",0,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.4_1","Anse Royale",0,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.5_1","Au Cap",0,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.6_1","Baie Lazare",7387.56750488281,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.7_1","Baie Sainte Anne",3472.28817749023,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.8_1","Beau Vallon",0,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.9_1","Bel Air",0,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.10_1","Belombre",0,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.11_1","Cascade",0,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.12_1","English River",20074.3611602783,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.13_1","Glacis",5373.15213012695,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.14_1","Grand' Anse",0,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.15_1","Grand'Anse Praslin",3132.37576293945,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.16_1","La Digue and Inner Islands",3235.70450592041,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.17_1","Les Mamelles",0,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.18_1","Mont Buxton",0,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.19_1","Mont Fleuri",0,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.20_1","Outer Islands",267.61641818285,0,0,1,0,0,1,2020
"SYC","Seychelles","SYC.21_1","Plaisance",12185.1463623047,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.22_1","Pointe La Rue",0,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.23_1","Port Glaud",2087.85781478882,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.24_1","Roche Caïman",0,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.25_1","Saint Louis",0,NA,NA,NA,NA,NA,NA,2020
"SYC","Seychelles","SYC.26_1","Takamaka",2499.85356140137,NA,NA,NA,NA,NA,NA,2020
"TCD","Chad","TCD.1_1","Barh el Ghazel",438262.52966398,0.997640966415923,0.00232946408062335,2.95695034538073e-05,0.99504209106189,0.0048087083683458,0.000149200569764295,2020
"TCD","Chad","TCD.2_1","Batha",700452.733666062,0.980593320396682,0.01848941157233,0.000917268030987941,0.96785493979887,0.0301753634131817,0.00196969678794846,2020
"TCD","Chad","TCD.3_1","Borkou",263214.337408736,1,0,0,1,0,0,2020
"TCD","Chad","TCD.4_1","Chari-Baguirmi",870210.306809306,0.73367164661843,0.210594510462338,0.0557338429192321,0.773593863443227,0.176168717881607,0.0502374186751659,2020
"TCD","Chad","TCD.5_1","Ennedi Est",285250.78251449,NA,NA,NA,NA,NA,NA,2020
"TCD","Chad","TCD.6_1","Ennedi Ouest",114039.660750553,1,0,0,1,0,0,2020
"TCD","Chad","TCD.7_1","Guéra",793180.317581892,0.901356537030964,0.0932965258647356,0.00534693710430043,0.923287281191199,0.0742844729162708,0.0024282458925307,2020
"TCD","Chad","TCD.8_1","Hadjer-Lamis",768323.824414402,0.890203311274474,0.103707442047424,0.00608924667810196,0.906546718206648,0.0882517513498676,0.00520153044348399,2020
"TCD","Chad","TCD.9_1","Kanem",552027.364344656,0.999581897330517,0.000361339837036104,5.67628324470578e-05,0.998521750912962,0.00136662277971795,0.000111626307319862,2020
"TCD","Chad","TCD.10_1","Lac",625536.953385226,0.930584018941806,0.0686255660929873,0.000790414965206344,0.953969070949554,0.0454292974374494,0.000601631612996123,2020
"TCD","Chad","TCD.11_1","Logone Occidental",838514.638583183,0.697784238030734,0.26075459787114,0.0414611640981268,0.687777844605801,0.273557581048996,0.0386645743452031,2020
"TCD","Chad","TCD.12_1","Logone Oriental",1254243.25513363,0.811694309319626,0.158771433009051,0.0295342576713227,0.761741375502386,0.205631359781364,0.0326272647162493,2020
"TCD","Chad","TCD.13_1","Mandoul",872148.843173921,0.782788785674887,0.13610049286144,0.0811107214636731,0.744306007168583,0.169767222980784,0.0859267698506337,2020
"TCD","Chad","TCD.14_1","Mayo-Kebbi Est",1047365.65797114,0.712183282870496,0.178925482188652,0.108891234940852,0.724562846507444,0.17054824104949,0.104888912443067,2020
"TCD","Chad","TCD.15_1","Mayo-Kebbi Ouest",756913.099219799,0.759564822314672,0.146411554792325,0.094023622893003,0.737977734091953,0.158522859145663,0.103499406762384,2020
"TCD","Chad","TCD.16_1","Moyen-Chari",825203.373538658,0.74091756880408,0.160163444372596,0.0989189868233243,0.72201833913431,0.174971953081537,0.103009707784153,2020
"TCD","Chad","TCD.17_1","Ouaddaï",1166126.85089684,0.982431359360885,0.0175686406391149,0,0.980678542171061,0.019321457828939,0,2020
"TCD","Chad","TCD.18_1","Salamat",424952.593911231,0.851330725576864,0.122617333576928,0.0260519408462081,0.874992326443556,0.114904129094125,0.0101035444623199,2020
"TCD","Chad","TCD.19_1","Sila",625226.526407003,0.921700960163796,0.0782990398362042,0,0.910788285382171,0.0892117146178285,0,2020
"TCD","Chad","TCD.20_1","Tandjilé",852918.192062855,0.637970675379394,0.231889871168848,0.130139453451759,0.627428103596668,0.249233620199294,0.123338276204038,2020
"TCD","Chad","TCD.21_1","Tibesti",46894.9040554762,NA,NA,NA,NA,NA,NA,2020
"TCD","Chad","TCD.22_1","Ville de N'Djamena",1182764.70396805,0.8852411493426,0.0980633984444948,0.0166954522129052,0.869050268654512,0.109473995613332,0.021475735732156,2020
"TCD","Chad","TCD.23_1","Wadi Fira",1035869.30178869,0.997400755502855,0.00259924449714473,0,0.99593276641194,0.00406723358805984,0,2020
