"GID_0","NAME_0","GID_1","NAME_1","population","arab_abundance","fun_abundance","gamb_abundance","arab_pop_weighted_abundance","fun_pop_weighted_abundance","gamb_pop_weighted_abundance","year"
"KEN","Kenya","KEN.1_1","Baringo",804401.317004882,0.978538048801969,0.0213403452257542,0.000121605972276625,0.959397041950817,0.0402149016870521,0.000388056362130445,2020
"KEN","Kenya","KEN.2_1","Bomet",1130100.43026499,0.580045342301622,0.196435499973883,0.223519157724496,0.636614321026327,0.139117695738428,0.224267983235244,2020
"KEN","Kenya","KEN.3_1","Bungoma",2046278.91822019,0.616599008726989,0.235955905920431,0.14744508535258,0.685405928862318,0.162271447137686,0.152322623999997,2020
"KEN","Kenya","KEN.4_1","Busia",955893.977796078,0.680642550782137,0.145503852539117,0.173853596678746,0.69194496597074,0.125881662430018,0.182173371599242,2020
"KEN","Kenya","KEN.5_1","Elgeyo-Marakwet",502490.277923584,0.918436891590276,0.0810290200089765,0.000534088400747434,0.939268909098623,0.0595230077892387,0.00120808311213785,2020
"KEN","Kenya","KEN.6_1","Embu",625166.124568089,0.918375791182881,0.0614323314814925,0.0201918773356265,0.888058546359555,0.0856067301005401,0.0263347235399053,2020
"KEN","Kenya","KEN.7_1","Garissa",1490831.91278573,0.97027813806666,0.0111885918350106,0.0185332700983299,0.992932580467881,0.0028278733948667,0.00423954613725265,2020
"KEN","Kenya","KEN.8_1","Homa Bay",1194125.12173629,0.666388545344163,0.185910931365495,0.147700523290342,0.684640407090942,0.158978334550066,0.156381258358993,2020
"KEN","Kenya","KEN.9_1","Isiolo",182537.323158402,0.993853077161804,0.00345956761837194,0.00268735521982396,0.968389097978459,0.0185818395012278,0.0130290625203134,2020
"KEN","Kenya","KEN.10_1","Kajiado",1022929.32593978,0.961401682177388,0.0238410564987782,0.0147572613238343,0.942375009619226,0.0401766624486601,0.0174483279321142,2020
"KEN","Kenya","KEN.11_1","Kakamega",1925941.20621678,0.479456051630959,0.221397273978655,0.299146674390386,0.518469043423161,0.20436171531603,0.277169241260809,2020
"KEN","Kenya","KEN.12_1","Kericho",1068156.30894332,0.530416889226258,0.249400634094793,0.220182476678949,0.52476247870717,0.171205365131243,0.304032156161587,2020
"KEN","Kenya","KEN.13_1","Kiambu",1781996.50043793,0.857583378495504,0.0922376981975361,0.0501789233069601,0.901504348882715,0.0671487778798397,0.0313468732374453,2020
"KEN","Kenya","KEN.14_1","Kilifi",1395627.57243669,0.803151962304864,0.0989254125286378,0.0979226251664983,0.621757037720292,0.152481328828069,0.225761633451639,2020
"KEN","Kenya","KEN.15_1","Kirinyaga",652116.720494151,0.732075704184406,0.14633261844617,0.121591677369424,0.760051549583549,0.103858225376988,0.136090225039463,2020
"KEN","Kenya","KEN.16_1","Kisii",1437405.48782349,0.515957967447097,0.170961933402667,0.313080099150236,0.515807284925457,0.170185012723576,0.314007702350967,2020
