"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted","year"
"CPV","Cape Verde","CPV.1_1","Boa Vista",16716.8362665176,0,0,2020
"CPV","Cape Verde","CPV.2_1","Brava",3214.36983108521,0,0,2020
"CPV","Cape Verde","CPV.3_1","Maio",5726.63105416298,0,0,2020
"CPV","Cape Verde","CPV.4_1","Mosteiros",4389.95810127258,0.000209275458473712,0.000204446669977749,2020
"CPV","Cape Verde","CPV.5_1","Paúl",5181.01037454605,0,0,2020
"CPV","Cape Verde","CPV.6_1","Porto Novo",7761.82334697247,0,0,2020
"CPV","Cape Verde","CPV.7_1","Praia",11775.2251091003,0.0016329960199073,0.00226919675373887,2020
"CPV","Cape Verde","CPV.8_1","Ribeira Brava",6727.67288899422,0.000265362679177391,0.000401408223735247,2020
"CPV","Cape Verde","CPV.9_1","Ribeira Grande",21822.286968708,0,0,2020
"CPV","Cape Verde","CPV.10_1","Ribeira Grande de Santiago",9630.81867408752,0.0005407531716628,0.000588921131360096,2020
"CPV","Cape Verde","CPV.11_1","Sal",19000.6089115143,0.000575400222442113,0.000560953009593355,2020
"CPV","Cape Verde","CPV.12_1","Santa Catarina",44236.537191391,0.000598087667943522,0.000527638980222482,2020
"CPV","Cape Verde","CPV.13_1","Santa Catarina do Fogo",19428.1656188965,6.16672283892209e-05,6.1947915692293e-05,2020
"CPV","Cape Verde","CPV.14_1","Santa Cruz",20747.5938949585,0,0,2020
"CPV","Cape Verde","CPV.15_1","São Domingos",13296.8699417114,0.000113840418634936,7.32179686810372e-05,2020
"CPV","Cape Verde","CPV.16_1","São Filipe",11310.2109193802,0.000392015876838871,0.000252780666343057,2020
"CPV","Cape Verde","CPV.17_1","São Lourenço dos Órgãos",130414.059467316,0,0,2020
"CPV","Cape Verde","CPV.18_1","São Miguel",6143.76155662537,0.000253358535701409,0.000206781569193571,2020
"CPV","Cape Verde","CPV.19_1","São Salvador do Mundo",15154.5807304382,0,0,2020
"CPV","Cape Verde","CPV.20_1","São Vicente",74313.849193573,0.000505293014005777,0.000914146383942603,2020
"CPV","Cape Verde","CPV.21_1","Tarrafal",38250.3457107544,0.00057704167556949,0.000300988648293996,2020
"CPV","Cape Verde","CPV.22_1","Tarrafal de São Nicolau",4231.78840351105,0,0,2020
"DJI","Djibouti","DJI.1_1","Ali Sabieh",130718.770709038,4.46722016685997e-05,9.07109063794754e-05,2020
"DJI","Djibouti","DJI.2_1","Dikhil",138112.937571883,0.00150715535626002,0.00098799418330162,2020
"DJI","Djibouti","DJI.3_1","Djibouti",528999.315176964,0.000607110439579414,0.00368592396168113,2020
"DJI","Djibouti","DJI.4_1","Obock",63309.7117214203,0.00017342266242239,0.000589278063897724,2020
"DJI","Djibouti","DJI.5_1","Tadjourah",159070.5014292,0.000422288083115429,0.000419092955223848,2020
