"GID_0","NAME_0","GID_1","NAME_1","population","arab_abundance","fun_abundance","gamb_abundance","arab_pop_weighted_abundance","fun_pop_weighted_abundance","gamb_pop_weighted_abundance","year"
"SOM","Somalia","SOM.1_1","Awdal",440921.13026166,0.999643082345239,0.000356917654761339,0,0.999528128601652,0.000471871398347493,0,2020
"SOM","Somalia","SOM.2_1","Bakool",452912.043454647,0.999992371373246,7.6286267539757e-06,0,0.999995213623576,4.78637642421051e-06,0,2020
"SOM","Somalia","SOM.3_1","Banaadir",988472.377876282,1,0,0,1,0,0,2020
"SOM","Somalia","SOM.4_1","Bari",558939.868063986,1,0,0,1,0,0,2020
"SOM","Somalia","SOM.5_1","Bay",915600.16565752,0.995975700613248,0.00402429938675168,0,0.996017912527287,0.00398208747271282,0,2020
"SOM","Somalia","SOM.6_1","Galguduud",488726.451843739,1,0,0,1,0,0,2020
"SOM","Somalia","SOM.7_1","Gedo",481028.852020383,1,0,0,1,0,0,2020
"SOM","Somalia","SOM.8_1","Hiiraan",483978.720937014,1,0,0,1,0,0,2020
"SOM","Somalia","SOM.9_1","Jubbada Dhexe",354722.941799283,0.98395096383517,0.015653711833718,0.000395324331112345,0.982901027511096,0.0158594932129629,0.00123947927594085,2020
"SOM","Somalia","SOM.10_1","Jubbada Hoose",544950.236697063,0.993415876829429,0.00475986027857278,0.00182426289199785,0.992028442998159,0.005254961369216,0.00271659563262521,2020
"SOM","Somalia","SOM.11_1","Mudug",515643.657429338,1,0,0,1,0,0,2020
"SOM","Somalia","SOM.12_1","Nugaal",183036.043951511,1,0,0,1,0,0,2020
"SOM","Somalia","SOM.13_1","Sanaag",394534.936270952,1,0,0,1,0,0,2020
"SOM","Somalia","SOM.14_1","Shabeellaha Dhexe",770070.144584417,0.999940828184713,5.91718152875212e-05,0,0.99989586292517,0.00010413707483008,0,2020
"SOM","Somalia","SOM.15_1","Shabeellaha Hoose",1328252.58147907,0.986086327754504,0.0139136722454957,0,0.995353693753536,0.00464630624646437,0,2020
"SOM","Somalia","SOM.16_1","Sool",220425.334655523,1,0,0,1,0,0,2020
"SOM","Somalia","SOM.17_1","Togdheer",606273.089143753,1,0,0,1,0,0,2020
"SOM","Somalia","SOM.18_1","Woqooyi Galbeed",1028145.28042197,0.999878765932502,0.000121234067497636,0,0.99992430520667,7.56947933299044e-05,0,2020
"SSD","South Sudan","SSD.1_1","Central Equatoria",1885856.08013129,0.91685051028955,0.0735741973760762,0.00957529233437363,0.903760983163247,0.0837343757524377,0.0125046410843152,2020
"SSD","South Sudan","SSD.2_1","Eastern Equatoria",6156785.40750989,0.959737823576058,0.0402621764239419,0,0.929470333936528,0.0705296660634719,0,2020
"SSD","South Sudan","SSD.3_1","Jungoli",2068028.94744214,0.936781506797258,0.0632184932027418,0,0.930608796896916,0.0693912031030845,0,2020
"SSD","South Sudan","SSD.4_1","Lakes",900533.881458558,0.851493939152683,0.148506060847317,0,0.875026166179367,0.124973833820633,0,2020
"SSD","South Sudan","SSD.5_1","North Bahr-al-Ghazal",861705.036151826,0.925606087168036,0.0740694621744638,0.000324450657500651,0.918702973050634,0.081276677387891,2.03495614747885e-05,2020
"SSD","South Sudan","SSD.6_1","Unity",955832.224580072,0.960436661642096,0.0395633383579043,0,0.963032103094596,0.0369678969054043,0,2020
"SSD","South Sudan","SSD.7_1","Upper Nile",1541284.3920244,0.941885141386576,0.0581148586134243,0,0.945829960107815,0.054170039892185,0,2020
"SSD","South Sudan","SSD.8_1","Warap",1042483.36426294,0.922496670975954,0.0774643539485854,3.89750754604577e-05,0.930359737586142,0.0695846987742878,5.5563639570471e-05,2020
"SSD","South Sudan","SSD.9_1","West Bahr-al-Ghazal",330922.820822746,0.882023511080816,0.0891208567691478,0.0288556321500366,0.887628713306475,0.102937794067103,0.00943349262642153,2020
"SSD","South Sudan","SSD.10_1","West Equatoria",951259.967532933,0.818976252425272,0.139958432304554,0.0410653152701745,0.763940460789109,0.159698426660991,0.0763611125498998,2020
