"GID_0","NAME_0","GID_1","NAME_1","population","arab_abundance","fun_abundance","gamb_abundance","arab_pop_weighted_abundance","fun_pop_weighted_abundance","gamb_pop_weighted_abundance","year"
"BWA","Botswana","BWA.1_1","Central",682436.674943745,0.99952691886776,0.000473081132239837,0,0.999741339287506,0.000258660712494071,0,2020
"BWA","Botswana","BWA.2_1","Chobe",26796.5966437459,0.971710498519688,0.0221390838467179,0.00615041763359414,0.942359586584352,0.0423555321114912,0.0152848813041563,2020
"BWA","Botswana","BWA.3_1","Francistown",67886.322022438,0.992289305549487,0.00296964063529337,0.00474105381522014,0.984054569094394,0.00614110698698437,0.00980432391862153,2020
"BWA","Botswana","BWA.4_1","Gaborone",150662.59569931,1,0,0,1,0,0,2020
"BWA","Botswana","BWA.5_1","Ghanzi",56726.4264952315,1,0,0,1,0,0,2020
"BWA","Botswana","BWA.6_1","Jwaneng",980.13566493988,NA,NA,NA,NA,NA,NA,2020
"BWA","Botswana","BWA.7_1","Kgalagadi",57501.6220392978,1,0,0,1,0,0,2020
"BWA","Botswana","BWA.8_1","Kgatleng",119309.638449669,1,0,0,1,0,0,2020
"BWA","Botswana","BWA.9_1","Kweneng",394971.843288163,1,0,0,1,0,0,2020
"BWA","Botswana","BWA.10_1","Lobatse",32185.2454223633,NA,NA,NA,NA,NA,NA,2020
"BWA","Botswana","BWA.11_1","North-East",124433.035699248,0.999886006025383,0.000113993974616828,0,0.997003217694222,0.00299678230577807,0,2020
"BWA","Botswana","BWA.12_1","North-West",182169.114724144,0.987469358692966,0.012530641307034,0,0.987740808505348,0.0122591914946524,0,2020
"BWA","Botswana","BWA.13_1","Selibe Phikwe",29624.6735782623,1,0,0,1,0,0,2020
"BWA","Botswana","BWA.14_1","South-East",215058.919792101,NA,NA,NA,NA,NA,NA,2020
"BWA","Botswana","BWA.15_1","Southern",240741.572489332,1,0,0,1,0,0,2020
"BWA","Botswana","BWA.16_1","Sowa",0,NA,NA,NA,NA,NA,NA,2020
"CAF","Central African Republic","CAF.1_1","Bamingui-Bangoran",59014.5862508565,0.600633817124836,0.178626838025281,0.220739344849883,0.572339325557944,0.180067186748863,0.247593487693193,2020
"CAF","Central African Republic","CAF.2_1","Bangui",596165.841135025,0.529769839273428,0.10181303828715,0.368417122439422,0.722995094597845,0.0837143657773508,0.193290539624804,2020
"CAF","Central African Republic","CAF.3_1","Basse-Kotto",335079.078368902,0.301401745958721,0.166497673074667,0.532100580966613,0.243314095036168,0.231166232029914,0.525519672933918,2020
"CAF","Central African Republic","CAF.4_1","Haut-Mbomou",77132.2598760696,0.654693294290412,0.183850672527268,0.16145603318232,0.687727275970614,0.138519110693758,0.173753613335628,2020
"CAF","Central African Republic","CAF.5_1","Haute-Kotto",123893.27804902,0.484080317679231,0.192465976033075,0.323453706287694,0.454843678232066,0.185631242712317,0.359525079055617,2020
"CAF","Central African Republic","CAF.6_1","Kémo",161411.398205355,0.367091660245102,0.194559032610041,0.438349307144857,0.476840883814058,0.158910537397364,0.364248578788579,2020
"CAF","Central African Republic","CAF.7_1","Lobaye",338923.269004703,0.228066818297749,0.127362329843284,0.644570851858968,0.188138991821123,0.0957842053662275,0.716076802812649,2020
"CAF","Central African Republic","CAF.8_1","Mambéré-Kadéï",492316.015446961,0.447627827941147,0.167971811745469,0.384400360313384,0.543186059315962,0.169371305677423,0.287442635006614,2020
"CAF","Central African Republic","CAF.9_1","Mbomou",218640.675797297,0.291877567121714,0.196412803677094,0.511709629201191,0.337983793224893,0.188811377949218,0.47320482882589,2020
"CAF","Central African Republic","CAF.10_1","Nana-Grébizi",161311.240777656,0.511528393635026,0.178705792991744,0.30976581337323,0.513582451004047,0.193963015906282,0.292454533089672,2020
"CAF","Central African Republic","CAF.11_1","Nana-Mambéré",320765.169564605,0.425167751512551,0.172500237307406,0.402332011180043,0.372930742128521,0.176819418425319,0.45024983944616,2020
"CAF","Central African Republic","CAF.12_1","Ombella-M'Poko",748283.626664937,0.437134336374936,0.199148553766172,0.363717109858893,0.428158251746298,0.162241937092825,0.409599811160876,2020
"CAF","Central African Republic","CAF.13_1","Ouaka",379872.712767869,0.369709680034936,0.182167234661867,0.448123085303197,0.398096051486011,0.15106315165195,0.450840796862039,2020
"CAF","Central African Republic","CAF.15_1","Ouham",503265.844790727,0.571502679040309,0.200287040514592,0.228210280445099,0.639559264693094,0.185685038900492,0.174755696406414,2020
"CAF","Central African Republic","CAF.14_1","Ouham-Pendé",587948.205141902,0.62826228105429,0.186399645028209,0.1853380739175,0.696409041981278,0.170800559485003,0.132790398533719,2020
"CAF","Central African Republic","CAF.16_1","Sangha-Mbaéré",141958.024292648,0.0469984421048567,0.169291450137804,0.783710107757339,0.0355366630637723,0.148068457174644,0.816394879761584,2020
"CAF","Central African Republic","CAF.17_1","Vakaga",71000.7414052002,0.844690708615601,0.107852828497102,0.0474564628872967,0.865400286603711,0.104967535386895,0.0296321780093941,2020
