"GID_0","NAME_0","GID_1","NAME_1","GID_2","NAME_2","population","arab_abundance","fun_abundance","gamb_abundance","arab_pop_weighted_abundance","fun_pop_weighted_abundance","gamb_pop_weighted_abundance","year"
"GAB","Gabon","GAB.1_1","Estuaire","GAB.1.1_1","Komo",14392.2467140108,0,0.00655163461070024,0.9934483653893,0,0.00840196337127654,0.991598036628723,2020
"GAB","Gabon","GAB.1_1","Estuaire","GAB.1.2_1","Komo-Mondah",1033349.89388642,0.0322183185520653,0.015710314242039,0.952071367205896,0.189342994226734,0.0528404694427701,0.757816536330496,2020
"GAB","Gabon","GAB.1_1","Estuaire","GAB.1.3_1","Noya",11793.2565519512,0.0267010641038338,0.0330545633354243,0.940244372560742,0.0326946187912074,0.0463789022427831,0.92092647896601,2020
"GAB","Gabon","GAB.2_1","Haut-Ogooué","GAB.2.1_1","Léboumbi-Leyou",174160.219795942,0,0.00492337118321715,0.995076628816783,0,0.00644349701639478,0.993556502983605,2020
"GAB","Gabon","GAB.2_1","Haut-Ogooué","GAB.2.2_1","Léconi-Djoué",87997.6025836468,0,0.00329420478410205,0.996705795215898,0,0.00211534662210033,0.9978846533779,2020
"GAB","Gabon","GAB.2_1","Haut-Ogooué","GAB.2.3_1","Lékoko",27035.5359030366,0,0.00466351741515827,0.995336482584842,0,0.00435920646124743,0.995640793538752,2020
"GAB","Gabon","GAB.2_1","Haut-Ogooué","GAB.2.4_1","Mpassa",415884.439677358,0,0.00312407919888867,0.996875920801111,0,0.00306320855331095,0.996936791446689,2020
"GAB","Gabon","GAB.2_1","Haut-Ogooué","GAB.2.5_1","Plateaux",40355.8123049736,0,0.00973749350298664,0.990262506497013,0,0.0078634245075978,0.992136575492402,2020
"GAB","Gabon","GAB.2_1","Haut-Ogooué","GAB.2.6_1","Sébé-Brikolo",62574.5655425787,0,0.000836169868562693,0.999163830131437,0,0.000720033806976743,0.999279966193023,2020
"GAB","Gabon","GAB.3_1","Moyen-Ogooué","GAB.3.1_1","Abanga-Bigné",24874.1337061822,0,0.00342743463435693,0.996572565365643,0,0.00334881230870827,0.996651187691292,2020
"GAB","Gabon","GAB.3_1","Moyen-Ogooué","GAB.3.2_1","Ogooué et des Lacs",84304.7048908845,0,0.00536184450198877,0.994638155498011,0,0.00593073551667959,0.99406926448332,2020
"GAB","Gabon","GAB.4_1","Ngounié","GAB.4.1_1","Boumi-lowetsi",37129.3896415234,0,0.0186704401377617,0.981329559862238,0,0.0374773384718356,0.962522661528164,2020
"GAB","Gabon","GAB.4_1","Ngounié","GAB.4.2_1","Dola",12644.5436484814,0,0.00324098195268478,0.996759018047315,0,0.00306637690540781,0.996933623094592,2020
"GAB","Gabon","GAB.4_1","Ngounié","GAB.4.3_1","Douya Onoye",37888.0369720459,0,0.00868868938846529,0.991311310611535,0,0.0112265121948813,0.988773487805119,2020
"GAB","Gabon","GAB.4_1","Ngounié","GAB.4.4_1","Louetsi-Wano",15996.445343256,0,0.00501449041379796,0.994985509586202,0,0.00484007383780092,0.995159926162199,2020
"GAB","Gabon","GAB.4_1","Ngounié","GAB.4.5_1","Ndolou",8011.2310269475,0,0.00428734167337856,0.995712658326621,0,0.0041998377053265,0.995800162294673,2020
"GAB","Gabon","GAB.4_1","Ngounié","GAB.4.6_1","Ogoulou",20568.3092181087,0,0.012950484639864,0.987049515360136,0,0.00934865453462702,0.990651345465373,2020
"GAB","Gabon","GAB.4_1","Ngounié","GAB.4.7_1","Tsamba Mangotsi",19080.7155235112,0.00086027107840631,0.00712228210443806,0.992017446817156,0.000225157678837187,0.00833586964938219,0.991438972671781,2020
"GAB","Gabon","GAB.5_1","Nyanga","GAB.5.1_1","Basse Banio",8966.55875474215,0,0.00291366140566173,0.997086338594338,0,0.00332250998562103,0.996677490014379,2020
"GAB","Gabon","GAB.5_1","Nyanga","GAB.5.2_1","Douigny",9604.33096146584,0,0.00302464402369032,0.99697535597631,0,0.00278955016391192,0.997210449836088,2020
"GAB","Gabon","GAB.5_1","Nyanga","GAB.5.3_1","Haute-Banio",1926.61570256762,0,0.00644775845889819,0.993552241541102,0,0.00698791329916908,0.993012086700831,2020
"GAB","Gabon","GAB.5_1","Nyanga","GAB.5.4_1","Mougoutsi",49888.3965985775,0,0.0031973130010687,0.996802686998931,0,0.00317802293620473,0.996821977063795,2020
"GAB","Gabon","GAB.6_1","Ogooué-Ivindo","GAB.6.1_1","Ivindo",42637.5103154778,0.000376792973603774,0.00801143438479926,0.991611772641597,0.000330959978327856,0.00657430539108275,0.993094734630589,2020
"GAB","Gabon","GAB.6_1","Ogooué-Ivindo","GAB.6.2_1","Lopé",23666.1676104367,0,0.00511345482591309,0.994886545174087,0,0.00547084649781755,0.994529153502183,2020
"GAB","Gabon","GAB.6_1","Ogooué-Ivindo","GAB.6.3_1","Mvoung",8556.6214415431,0,0.00569590791697347,0.994304092083027,0,0.00569322140936724,0.994306778590633,2020
"GAB","Gabon","GAB.6_1","Ogooué-Ivindo","GAB.6.4_1","Zadié",22323.7115935683,0,0.00891602492260594,0.991083975077394,0,0.0094500270225771,0.990549972977423,2020
"GAB","Gabon","GAB.7_1","Ogooué-Lolo","GAB.7.1_1","Lolo Bouenguidi",57690.1124873757,0,0.00521318706212976,0.99478681293787,0,0.00510150109629493,0.994898498903705,2020
"GAB","Gabon","GAB.7_1","Ogooué-Lolo","GAB.7.2_1","Lombo-Bouenguidi",11154.5602604151,0,0.00418448739531302,0.995815512604687,0,0.00387019166600936,0.996129808333991,2020
"GAB","Gabon","GAB.7_1","Ogooué-Lolo","GAB.7.3_1","Mouloudnou",54833.9075787067,0,0.00122414431099822,0.998775855689002,0,0.00142142584171686,0.998578574158283,2020
"GAB","Gabon","GAB.8_1","Ogooué-Maritime","GAB.8.1_1","Bendjé",144402.869574577,0,0.00387661929444758,0.996123380705553,0,0.00315554385265358,0.996844456147347,2020
"GAB","Gabon","GAB.8_1","Ogooué-Maritime","GAB.8.2_1","Étimboué",11309.1557411244,0,0.00188305103829174,0.998116948961708,0,0.00187548322288597,0.998124516777114,2020
"GAB","Gabon","GAB.8_1","Ogooué-Maritime","GAB.8.3_1","Ndougou",12917.8155908752,0,0.00110793563461489,0.998892064365385,0,0.00111969983609295,0.998880300163907,2020
"GAB","Gabon","GAB.9_1","Wouleu-Ntem","GAB.9.1_1","Haut-Como",12471.7722682357,0,0.000883774629313097,0.999116225370687,0,0.000862626117316349,0.999137373882684,2020
"GAB","Gabon","GAB.9_1","Wouleu-Ntem","GAB.9.2_1","Haut-Ntem",34288.8034079075,0.00860471052088927,0.0372201775435821,0.954175111935529,0.0190292463637167,0.0425807990930222,0.938389954543261,2020
"GAB","Gabon","GAB.9_1","Wouleu-Ntem","GAB.9.3_1","Ntem",89534.2012082338,0.0574514018087291,0.0535925344504691,0.888956063740802,0.0431562436930455,0.0509343741212003,0.905909382185754,2020
"GAB","Gabon","GAB.9_1","Wouleu-Ntem","GAB.9.4_1","Okano",38118.6227514893,0,0.00330105670403069,0.996698943295969,0,0.00302197109019742,0.996978028909803,2020
"GAB","Gabon","GAB.9_1","Wouleu-Ntem","GAB.9.5_1","Woleu",152360.592109859,0.00320300845323696,0.0130875577631547,0.983709433783608,0.00862516434050555,0.0146043041674719,0.976770531492023,2020
"GHA","Ghana","GHA.1_1","Ashanti","GHA.1.1_1","Adansi North",168413.178501129,0.274947262153105,0.147161115165539,0.577891622681356,0.393991919055257,0.126458323571093,0.479549757373651,2020
"GHA","Ghana","GHA.1_1","Ashanti","GHA.1.2_1","Adansi South",149528.469339371,0.185931505116992,0.164838029239534,0.649230465643474,0.196597109140241,0.168143838193035,0.635259052666725,2020
"GHA","Ghana","GHA.1_1","Ashanti","GHA.1.3_1","Afigya Sekyere",337948.971847534,0.296408669458209,0.12348548253462,0.580105848007171,0.278352408134147,0.121173812390633,0.60047377947522,2020
"GHA","Ghana","GHA.1_1","Ashanti","GHA.1.4_1","Ahafo Ano North",134280.071439743,0.284279744688511,0.0957280367878576,0.619992218523631,0.30179013417126,0.0981914422303088,0.600018423598431,2020
"GHA","Ghana","GHA.1_1","Ashanti","GHA.1.5_1","Ahafo Ano South",112524.193254471,0.23769267818809,0.104604622023506,0.657702699788404,0.222714182548592,0.107111636872608,0.6701741805788,2020
"GHA","Ghana","GHA.1_1","Ashanti","GHA.1.6_1","Amansie Central",264028.624602318,0.292672695953825,0.157802991212163,0.549524312834012,0.306017232921239,0.16877430403621,0.525208463042552,2020
"GHA","Ghana","GHA.1_1","Ashanti","GHA.1.7_1","Amansie East",109819.012203097,0.114776406408513,0.116311540860081,0.768912052731406,0.131473457764829,0.124517657050234,0.744008885184937,2020
"GHA","Ghana","GHA.1_1","Ashanti","GHA.1.8_1","Amansie West",171780.349039078,0.284873524021057,0.170957941233891,0.544168534745051,0.283859623604903,0.173435024796255,0.542705351598842,2020
"GHA","Ghana","GHA.1_1","Ashanti","GHA.1.9_1","Asante Akim North",148516.76924324,0.440392467066121,0.162273950484663,0.397333582449216,0.392944226615831,0.157725987428598,0.449329785955571,2020
"GHA","Ghana","GHA.1_1","Ashanti","GHA.1.10_1","Asante Akim South",130960.342487335,0.165477941216853,0.142380213890745,0.692141844892402,0.186052213071393,0.14947882222665,0.664468964701957,2020
"GHA","Ghana","GHA.1_1","Ashanti","GHA.1.11_1","Atwima",370590.775569916,0.294963327850562,0.141937908944194,0.563098763205244,0.575719386761159,0.0926238896197789,0.331656723619062,2020
