"GID_0","NAME_0","GID_1","NAME_1","population","coverage_mean","coverage_pop_weighted","year"
"CPV","Cape Verde","CPV.1_1","Boa Vista",14501.2783973217,NA,0,2018
"CPV","Cape Verde","CPV.2_1","Brava",3410.74761962891,NA,0,2018
"CPV","Cape Verde","CPV.3_1","Maio",5787.09365987778,NA,0,2018
"CPV","Cape Verde","CPV.4_1","Mosteiros",4337.61274147034,NA,0,2018
"CPV","Cape Verde","CPV.5_1","Paúl",4954.09027528763,NA,0,2018
"CPV","Cape Verde","CPV.6_1","Porto Novo",8220.81981611252,NA,0,2018
"CPV","Cape Verde","CPV.7_1","Praia",11793.0457572937,NA,0,2018
"CPV","Cape Verde","CPV.8_1","Ribeira Brava",6546.60845780373,NA,0,2018
"CPV","Cape Verde","CPV.9_1","Ribeira Grande",21397.160905838,NA,0,2018
"CPV","Cape Verde","CPV.10_1","Ribeira Grande de Santiago",9562.6737537384,NA,0,2018
"CPV","Cape Verde","CPV.11_1","Sal",19714.465130806,NA,0,2018
"CPV","Cape Verde","CPV.12_1","Santa Catarina",45465.1479873657,NA,0,2018
"CPV","Cape Verde","CPV.13_1","Santa Catarina do Fogo",19195.6447372437,NA,0,2018
"CPV","Cape Verde","CPV.14_1","Santa Cruz",18602.4879608154,NA,0,2018
"CPV","Cape Verde","CPV.15_1","São Domingos",13340.2558574677,NA,0,2018
"CPV","Cape Verde","CPV.16_1","São Filipe",11473.5955367088,NA,0,2018
"CPV","Cape Verde","CPV.17_1","São Lourenço dos Órgãos",130325.473466873,NA,0,2018
"CPV","Cape Verde","CPV.18_1","São Miguel",6103.06039047241,NA,0,2018
"CPV","Cape Verde","CPV.19_1","São Salvador do Mundo",13939.6599731445,NA,0,2018
"CPV","Cape Verde","CPV.20_1","São Vicente",72047.796585083,NA,0,2018
"CPV","Cape Verde","CPV.21_1","Tarrafal",33938.4602985382,NA,0,2018
"CPV","Cape Verde","CPV.22_1","Tarrafal de São Nicolau",4368.95214176178,NA,0,2018
"DJI","Djibouti","DJI.1_1","Ali Sabieh",118236.350479364,0,0,2018
"DJI","Djibouti","DJI.2_1","Dikhil",133106.75021182,0,0,2018
"DJI","Djibouti","DJI.3_1","Djibouti",502999.944040298,0,0,2018
"DJI","Djibouti","DJI.4_1","Obock",56668.9451494217,6.24699392714179e-05,3.32836482441727e-05,2018
"DJI","Djibouti","DJI.5_1","Tadjourah",140056.626759171,0,0,2018
