"GID_0","NAME_0","GID_1","NAME_1","population","coverage_mean","coverage_pop_weighted","year"
"GNB","Guinea-Bissau","GNB.1_1","Bafatá",243409.642736673,0,0,2019
"GNB","Guinea-Bissau","GNB.2_1","Biombo",137419.043575764,0,0,2019
"GNB","Guinea-Bissau","GNB.3_1","Bissau",367386.458572388,0,0,2019
"GNB","Guinea-Bissau","GNB.4_1","Bolama",24514.746894598,0,0,2019
"GNB","Guinea-Bissau","GNB.5_1","Cacheu",204677.817813829,0,0,2019
"GNB","Guinea-Bissau","GNB.6_1","Gabú",259125.68802762,0,0,2019
"GNB","Guinea-Bissau","GNB.7_1","Oio",258588.939426363,0,0,2019
"GNB","Guinea-Bissau","GNB.8_1","Quinara",67283.3196183294,0,0,2019
"GNB","Guinea-Bissau","GNB.9_1","Tombali",96653.1125050783,0,0,2019
"GNQ","Equatorial Guinea","GNQ.1_1","Annobón",2700.32987213135,NA,0,2019
"GNQ","Equatorial Guinea","GNQ.2_1","Bioko Norte",294861.161001205,0.0389843432605267,0.04233593520579,2019
"GNQ","Equatorial Guinea","GNQ.3_1","Bioko Sur",40411.1429338455,0.035609700941834,0.0304001613226639,2019
"GNQ","Equatorial Guinea","GNQ.4_1","Centro Sur",147352.932741642,0.0512730494545874,0.0525679476292617,2019
"GNQ","Equatorial Guinea","GNQ.5_1","Kié-Ntem",181172.542494774,0.0572139808408371,0.0574691084972117,2019
"GNQ","Equatorial Guinea","GNQ.6_1","Litoral",354365.578191042,0.0762297833202089,0.0806762326922988,2019
"GNQ","Equatorial Guinea","GNQ.7_1","Wele-Nzas",195744.571685314,0.049182850380998,0.0499048183736201,2019
