"GID_0","NAME_0","GID_1","NAME_1","GID_2","NAME_2","population","arab_abundance","fun_abundance","gamb_abundance","arab_pop_weighted_abundance","fun_pop_weighted_abundance","gamb_pop_weighted_abundance","year"
"MDG","Madagascar","MDG.1_1","Antananarivo","MDG.1.1_1","Analamanga",4717296.07501364,0.713804670183416,0.118305243133869,0.167890086682714,0.717090273337058,0.139271857085023,0.143637869577919,2020
"MDG","Madagascar","MDG.1_1","Antananarivo","MDG.1.2_1","Bongolava",641451.117621899,0.656394273833893,0.145491305641529,0.198114420524578,0.660611276798278,0.154880666797036,0.184508056404687,2020
"MDG","Madagascar","MDG.1_1","Antananarivo","MDG.1.3_1","Itasy",724516.525037289,0.760113355402027,0.0988256401901825,0.14106100440779,0.75656075801713,0.0995687559788598,0.14387048600401,2020
"MDG","Madagascar","MDG.1_1","Antananarivo","MDG.1.4_1","Vakinankaratra",1881766.58027959,0.793258337905161,0.10676565553982,0.099976006555019,0.845538705855816,0.0739639208188382,0.0804973733253462,2020
"MDG","Madagascar","MDG.2_1","Antsiranana","MDG.2.1_1","Diana",942482.950385571,0.527135149299739,0.212469993925911,0.26039485677435,0.446995580721659,0.179649103323487,0.373355315954854,2020
"MDG","Madagascar","MDG.2_1","Antsiranana","MDG.2.2_1","Sava",1049515.74196291,0.469678175452482,0.133623707805249,0.396698116742268,0.332833261415743,0.130838907137992,0.536327831446264,2020
"MDG","Madagascar","MDG.3_1","Fianarantsoa","MDG.3.1_1","Amoron'i mania",704317.973973572,0.698261279019542,0.155357317882738,0.14638140309772,0.777035067892623,0.0963982554077068,0.12656667669967,2020
"MDG","Madagascar","MDG.3_1","Fianarantsoa","MDG.3.2_1","Atsimo-Atsinana",1309734.97377062,0.444901684047668,0.132214280127623,0.422884035824709,0.397387858325098,0.16075362727161,0.441858514403291,2020
"MDG","Madagascar","MDG.3_1","Fianarantsoa","MDG.3.3_1","Haute matsiatra",1209673.82521003,0.644109091310332,0.144848205092755,0.211042703596913,0.6847232737147,0.108505385843837,0.206771340441463,2020
"MDG","Madagascar","MDG.3_1","Fianarantsoa","MDG.3.4_1","Ihorombe",598575.515972733,0.605781337472945,0.0812790463997884,0.312939616127267,0.59406689580922,0.0768628070864775,0.329070297104303,2020
"MDG","Madagascar","MDG.3_1","Fianarantsoa","MDG.3.5_1","Vatovavy Fitovinany",1863415.53911734,0.287305793017591,0.179401776654585,0.533292430327824,0.280264833390411,0.178018096055213,0.541717070554376,2020
"MDG","Madagascar","MDG.4_1","Mahajanga","MDG.4.1_1","Betsiboka",344425.442899428,0.536724487742141,0.167412043208594,0.295863469049265,0.520044569669805,0.171585892113773,0.308369538216422,2020
"MDG","Madagascar","MDG.4_1","Mahajanga","MDG.4.2_1","Boeny",1180491.45534388,0.484657105705762,0.172128773953423,0.343214120340816,0.484539015878633,0.14863468200449,0.366826302116878,2020
"MDG","Madagascar","MDG.4_1","Mahajanga","MDG.4.3_1","Melaky",509132.019916926,0.524154381613626,0.17955225200254,0.296293366383835,0.502378376870935,0.195968734651578,0.301652888477487,2020
"MDG","Madagascar","MDG.4_1","Mahajanga","MDG.4.4_1","Sofia",1652300.59592783,0.599652245840386,0.16055493355968,0.239792820599934,0.611380208413125,0.160377886968239,0.228241904618636,2020
"MDG","Madagascar","MDG.5_1","Toamasina","MDG.5.1_1","Alaotra-Mangoro",1151801.31001258,0.749460842834692,0.113206228712095,0.137332928453213,0.745417754695474,0.103474608779555,0.151107636524971,2020
"MDG","Madagascar","MDG.5_1","Toamasina","MDG.5.2_1","Analanjirofo",1164068.15206385,0.625190711436169,0.118092955244886,0.256716333318946,0.486366598528132,0.158966939744524,0.354666461727344,2020
"MDG","Madagascar","MDG.5_1","Toamasina","MDG.5.3_1","Atsinanana",1252630.87430226,0.476662047334036,0.150072834906353,0.373265117759611,0.529918183527732,0.148750768520454,0.321331047951814,2020
"MDG","Madagascar","MDG.6_1","Toliary","MDG.6.1_1","Androy",1153357.66384602,0.907283583481386,0.0292727319670235,0.0634436845515908,0.936135990347552,0.0197770884791634,0.0440869211732847,2020
"MDG","Madagascar","MDG.6_1","Toliary","MDG.6.2_1","Anosy",760540.248838425,0.554337665907664,0.0946207795188989,0.351041554573437,0.581928336835974,0.0848718837836768,0.33319977938035,2020
"MDG","Madagascar","MDG.6_1","Toliary","MDG.6.3_1","Atsimo-Andrefana",1647907.28606994,0.792942211766429,0.0981572705894626,0.108900517644108,0.846997198689503,0.0745729244176249,0.0784298768928722,2020
"MDG","Madagascar","MDG.6_1","Toliary","MDG.6.4_1","Menabe",952530.14012301,0.613992273190223,0.167248461848534,0.218759264961243,0.575572456936246,0.177657215896331,0.246770327167423,2020
