"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted","year"
"CIV","Côte d'Ivoire","CIV.1_1","Abidjan",5436150.55575085,0,0,2020
"CIV","Côte d'Ivoire","CIV.2_1","Bas-Sassandra",2631410.9495728,0,0,2020
"CIV","Côte d'Ivoire","CIV.3_1","Comoé",1332591.86239225,0,0,2020
"CIV","Côte d'Ivoire","CIV.4_1","Denguélé",339064.679745674,0,0,2020
"CIV","Côte d'Ivoire","CIV.5_1","Gôh-Djiboua",1893759.45995092,0,0,2020
"CIV","Côte d'Ivoire","CIV.6_1","Lacs",1470226.67296842,0,0,2020
"CIV","Côte d'Ivoire","CIV.7_1","Lagunes",1596393.63849735,0,0,2020
"CIV","Côte d'Ivoire","CIV.8_1","Montagnes",2841965.37352306,0,0,2020
"CIV","Côte d'Ivoire","CIV.9_1","Sassandra-Marahoué",2765795.76184186,0,0,2020
"CIV","Côte d'Ivoire","CIV.10_1","Savanes",1977018.22337836,0,0,2020
"CIV","Côte d'Ivoire","CIV.11_1","Vallée du Bandama",1584975.60154164,0,0,2020
"CIV","Côte d'Ivoire","CIV.12_1","Woroba",1021181.78991795,0,0,2020
"CIV","Côte d'Ivoire","CIV.13_1","Yamoussoukro",405161.917465568,0,0,2020
"CIV","Côte d'Ivoire","CIV.14_1","Zanzan",1044722.94545803,0,0,2020
"CMR","Cameroon","CMR.1_1","Adamaoua",1463667.30392109,0,0,2020
"CMR","Cameroon","CMR.2_1","Centre",5802256.32784414,0,0,2020
"CMR","Cameroon","CMR.3_1","Est",1067758.10368913,0,0,2020
"CMR","Cameroon","CMR.4_1","Extrême-Nord",4586726.27017835,0,0,2020
"CMR","Cameroon","CMR.5_1","Littoral",4404958.46634877,0,0,2020
"CMR","Cameroon","CMR.7_1","Nord",3146378.3535651,0,0,2020
"CMR","Cameroon","CMR.6_1","Nord-Ouest",2353609.06122077,0,0,2020
"CMR","Cameroon","CMR.8_1","Ouest",2150541.51151375,0,0,2020
"CMR","Cameroon","CMR.10_1","Sud",976744.530883431,0,0,2020
"CMR","Cameroon","CMR.9_1","Sud-Ouest",1987840.30545152,0,0,2020
