"GID_0","NAME_0","GID_1","NAME_1","GID_2","NAME_2","population","ITN_coverage_mean","ITN_coverage_pop_weighted","year"
"STP","São Tomé and Príncipe","STP.1_1","Príncipe","STP.1.1_1","Pagué",6591.27982330322,0.000162500621081563,0.000108140307949072,2020
"STP","São Tomé and Príncipe","STP.2_1","São Tomé","STP.2.1_1","Água Grande",0,NA,NA,2020
"STP","São Tomé and Príncipe","STP.2_1","São Tomé","STP.2.2_1","Cantagalo",19062.6756954193,0.000236335797429395,0.000254511680039645,2020
"STP","São Tomé and Príncipe","STP.2_1","São Tomé","STP.2.3_1","Caué",8395.11668395996,0.0103960640359825,0.0156637470269819,2020
"STP","São Tomé and Príncipe","STP.2_1","São Tomé","STP.2.4_1","Lembá",12817.6800727844,0.0378606845107343,0.0323484905029761,2020
"STP","São Tomé and Príncipe","STP.2_1","São Tomé","STP.2.5_1","Lobata",27338.6918296814,0.000497654004720971,0.000444669658035141,2020
"STP","São Tomé and Príncipe","STP.2_1","São Tomé","STP.2.6_1","Mé-Zóchi",54968.1128253937,0.0056738503753877,0.00382857073690763,2020
"SWZ","Swaziland","SWZ.1_1","Hhohho","SWZ.1.1_1","Hhukwini",13505.956817627,3.0996196781214e-05,4.32007040387702e-05,2020
"SWZ","Swaziland","SWZ.1_1","Hhohho","SWZ.1.2_1","Lobamba",25313.129740715,0.000383891486611295,0.00042694745312803,2020
"SWZ","Swaziland","SWZ.1_1","Hhohho","SWZ.1.3_1","Madlangempisi",16049.2829582095,7.3529557994334e-05,7.20402127843702e-05,2020
"SWZ","Swaziland","SWZ.1_1","Hhohho","SWZ.1.4_1","Mayiwane",16208.9784317017,0.000144861999918552,0.00015185535942389,2020
"SWZ","Swaziland","SWZ.1_1","Hhohho","SWZ.1.5_1","Mbabane East",39678.3234062195,0.000463587042759173,0.000551712097648156,2020
"SWZ","Swaziland","SWZ.1_1","Hhohho","SWZ.1.6_1","Mbabane West",21197.0282859802,0.00167217223012509,0.00208393253244879,2020
"SWZ","Swaziland","SWZ.1_1","Hhohho","SWZ.1.7_1","Mhlangatane",25305.906537056,0.000131385914366027,0.000121649606555515,2020
"SWZ","Swaziland","SWZ.1_1","Hhohho","SWZ.1.8_1","Motjane",25557.1729354858,1.00251299255223e-05,6.29256494061669e-06,2020
"SWZ","Swaziland","SWZ.1_1","Hhohho","SWZ.1.9_1","Mphalaleni",21335.4755411148,4.1666122687557e-05,3.62386742116653e-05,2020
