"GID_0","NAME_0","GID_1","NAME_1","population","arab_abundance","fun_abundance","gamb_abundance","arab_pop_weighted_abundance","fun_pop_weighted_abundance","gamb_pop_weighted_abundance","year"
"GNB","Guinea-Bissau","GNB.1_1","Bafatá",247584.971262693,0.588440052039593,0.0889548063904217,0.322605141569985,0.591646859301052,0.103762088260514,0.304591052438435,2020
"GNB","Guinea-Bissau","GNB.2_1","Biombo",143315.583922625,0.441412139772316,0.00165982663460473,0.556928033593079,0.575927642946345,0.000399440089776834,0.423672916963878,2020
"GNB","Guinea-Bissau","GNB.3_1","Bissau",380589.709217072,0.523338087911642,0.0676138469715273,0.409048065116831,0.570898267387993,0.0609595677624219,0.368142164849585,2020
"GNB","Guinea-Bissau","GNB.4_1","Bolama",24732.100630641,0.709273808073694,0.0313995357806673,0.259326656145639,0.776955620879913,0.00737890924061293,0.215665469879474,2020
"GNB","Guinea-Bissau","GNB.5_1","Cacheu",207936.354298279,0.532701665565083,0.0319253239252412,0.435373010509675,0.504499899604414,0.0398930688540037,0.455607031541582,2020
"GNB","Guinea-Bissau","GNB.6_1","Gabú",265720.178174019,0.476622242000632,0.147445316862885,0.375932441136482,0.469115240957296,0.164848496055791,0.366036262986913,2020
"GNB","Guinea-Bissau","GNB.7_1","Oio",263940.798791707,0.585342587856697,0.0664313893828172,0.348226022760486,0.545370623101391,0.0696850109707697,0.38494436592784,2020
"GNB","Guinea-Bissau","GNB.8_1","Quinara",69504.8738941699,0.523291552666003,0.057941165858552,0.418767281475445,0.509047795791652,0.0603666272840906,0.430585576924258,2020
"GNB","Guinea-Bissau","GNB.9_1","Tombali",98096.0084978342,0.499965718173837,0.049612598080503,0.45042168374566,0.554378999711909,0.041634155470992,0.403986844817099,2020
"GNQ","Equatorial Guinea","GNQ.1_1","Annobón",2667.12534713745,NA,NA,NA,NA,NA,NA,2020
"GNQ","Equatorial Guinea","GNQ.2_1","Bioko Norte",298672.642156601,0.238979580276958,0.251570595341148,0.509449824381894,0.241221233374507,0.209455242740314,0.549323523885179,2020
"GNQ","Equatorial Guinea","GNQ.3_1","Bioko Sur",42519.1569843292,0.12858983528888,0.192397727433109,0.679012437278011,0.179559507660754,0.150361255937767,0.670079236401479,2020
"GNQ","Equatorial Guinea","GNQ.4_1","Centro Sur",148819.945459604,0,0.0121417295705924,0.987858270429408,0,0.0127040367328996,0.9872959632671,2020
"GNQ","Equatorial Guinea","GNQ.5_1","Kié-Ntem",182335.129407883,0.00420823532729931,0.0353723091994883,0.960419455473212,0.00286970227570048,0.0360345174218259,0.961095780302474,2020
"GNQ","Equatorial Guinea","GNQ.6_1","Litoral",358113.613114476,0.00298416318590819,0.0333842309590765,0.963631605855015,0.00404130107180379,0.0394316331822645,0.956527065745932,2020
"GNQ","Equatorial Guinea","GNQ.7_1","Wele-Nzas",198419.352456093,0,0.0118525682234106,0.988147431776589,0,0.0133781392104834,0.986621860789517,2020
