"GID_0","NAME_0","GID_1","NAME_1","GID_2","NAME_2","population","arab_abundance","fun_abundance","gamb_abundance","arab_pop_weighted_abundance","fun_pop_weighted_abundance","gamb_pop_weighted_abundance","year"
"MLI","Mali","MLI.1_1","Bamako","MLI.1.1_1","Bamako",3166166.00222778,0.479697115716812,0.511947041091537,0.00835584319165159,0.502354108199716,0.490120957906325,0.00752493389395876,2020
"MLI","Mali","MLI.2_1","Gao","MLI.2.1_1","Ansongo",222846.379241496,0.998421602146873,0.0015783978531273,0,0.99823646659285,0.00176353340715,0,2020
"MLI","Mali","MLI.2_1","Gao","MLI.2.2_1","Bourem",170742.588782392,1,0,0,1,0,0,2020
"MLI","Mali","MLI.2_1","Gao","MLI.2.3_1","Gao",420828.507547453,0.999967296912577,3.27030874229511e-05,0,0.999979779077657,2.02209223426273e-05,0,2020
"MLI","Mali","MLI.2_1","Gao","MLI.2.4_1","Ménaka",98566.2191070691,1,0,0,1,0,0,2020
"MLI","Mali","MLI.3_1","Kayes","MLI.3.1_1","Bafoulabé",324117.836683847,0.668523258765617,0.305059970166911,0.0264167710674719,0.652173586368074,0.326641674624402,0.0211847390075235,2020
"MLI","Mali","MLI.3_1","Kayes","MLI.3.2_1","Diéma",309920.755469084,0.668448962385316,0.309422169195602,0.0221288684190815,0.639946455182316,0.332068398782079,0.0279851460356051,2020
"MLI","Mali","MLI.3_1","Kayes","MLI.3.3_1","Kayes",804070.904557347,0.755643288949072,0.209741018745807,0.034615692305121,0.719805150365058,0.238806553244214,0.0413882963907284,2020
"MLI","Mali","MLI.3_1","Kayes","MLI.3.4_1","Kéniéba",277800.80541873,0.626123489607805,0.317215185681676,0.0566613247105193,0.618991715361882,0.327711823123195,0.0532964615149231,2020
"MLI","Mali","MLI.3_1","Kayes","MLI.3.5_1","Kita",639083.731355119,0.595558921895965,0.377261421139622,0.0271796569644131,0.575440607388187,0.399928023784494,0.0246313688273195,2020
"MLI","Mali","MLI.3_1","Kayes","MLI.3.6_1","Nioro",323019.157174826,0.825567506220701,0.156578933563682,0.017853560215617,0.829774084068131,0.144545710860192,0.0256802050716772,2020
"MLI","Mali","MLI.3_1","Kayes","MLI.3.7_1","Yélimané",253590.329175949,0.872858906920399,0.118456932806818,0.00868416027278271,0.868576601297381,0.118572354648379,0.01285104405424,2020
"MLI","Mali","MLI.4_1","Kidal","MLI.4.1_1","Abeïbara",16597.5077977851,NA,NA,NA,NA,NA,NA,2020
"MLI","Mali","MLI.4_1","Kidal","MLI.4.2_1","Kidal",65929.8390701115,1,0,0,1,0,0,2020
"MLI","Mali","MLI.4_1","Kidal","MLI.4.3_1","Tessalit",23068.7792547774,NA,NA,NA,NA,NA,NA,2020
"MLI","Mali","MLI.4_1","Kidal","MLI.4.4_1","Tin-Essako",27144.0960911736,NA,NA,NA,NA,NA,NA,2020
"MLI","Mali","MLI.5_1","Koulikoro","MLI.5.1_1","Banamba",261836.101473927,0.693665053256204,0.297219569364124,0.00911537737967181,0.622883062322418,0.364819658177984,0.0122972794995979,2020
"MLI","Mali","MLI.5_1","Koulikoro","MLI.5.2_1","Dioïla",726701.569899082,0.484805430681442,0.478412606136351,0.0367819631822075,0.484252536800782,0.47887175094541,0.0368757122538085,2020
"MLI","Mali","MLI.5_1","Koulikoro","MLI.5.3_1","Kangaba",130058.379163146,0.487005166787393,0.480889751779496,0.0321050814331115,0.493068329268302,0.472491499315222,0.0344401714164767,2020
"MLI","Mali","MLI.5_1","Koulikoro","MLI.5.4_1","Kati",2562887.97087908,0.492092496301097,0.478557275054632,0.0293502286442714,0.542428569504507,0.435669761910958,0.0219016685845354,2020
"MLI","Mali","MLI.5_1","Koulikoro","MLI.5.5_1","Kolokani",294659.36215806,0.587221786154402,0.401346456467072,0.0114317573785257,0.555653393924231,0.435477389045987,0.0088692170297824,2020
"MLI","Mali","MLI.5_1","Koulikoro","MLI.5.6_1","Koulikoro",291291.004448414,0.515903028589343,0.467833952952862,0.0162630184577947,0.565548668081207,0.418339029128818,0.0161123027899749,2020
"MLI","Mali","MLI.5_1","Koulikoro","MLI.5.7_1","Nara",353297.845904469,0.910977244204653,0.0826466900420495,0.00637606575329805,0.917060118516102,0.0748276515503136,0.00811222993358413,2020
