"GID_0","NAME_0","GID_1","NAME_1","GID_2","NAME_2","population","ITN_coverage_mean","ITN_coverage_pop_weighted"
"TCD","Chad","TCD.1_1","Barh el Ghazel","TCD.1.1_1","Barh El Gazel",438262.52966398,0.28548646416468,0.246521166281821
"TCD","Chad","TCD.2_1","Batha","TCD.2.1_1","Batha Est",259583.816387534,0.284917438400084,0.285547239159842
"TCD","Chad","TCD.2_1","Batha","TCD.2.2_1","Batha Oues",290820.807344675,0.286120201489013,0.286710840213613
"TCD","Chad","TCD.2_1","Batha","TCD.2.3_1","Fitri",150048.109933853,0.28371610138111,0.208323203570024
"TCD","Chad","TCD.3_1","Borkou","TCD.3.1_1","Borkou",263214.337408736,0.273179608362692,0.0192154045125072
"TCD","Chad","TCD.4_1","Chari-Baguirmi","TCD.4.1_1","Baguirmi",293527.071929574,0.285641806061697,0.285978452794642
"TCD","Chad","TCD.4_1","Chari-Baguirmi","TCD.4.2_1","Loug Chari",255571.561104298,0.285980575575548,0.286109947111545
"TCD","Chad","TCD.4_1","Chari-Baguirmi","TCD.4.3_1","N'Djamena",321222.971972942,0.288751997491893,0.283563607505376
"TCD","Chad","TCD.5_1","Ennedi Est","TCD.5.1_1","Ennedi Est",285250.78251449,0.270051885611439,0.121253231041641
"TCD","Chad","TCD.6_1","Ennedi Ouest","TCD.6.1_1","Ennedi Ouest",114039.660750553,0.273939709925191,0.089083709578622
"TCD","Chad","TCD.7_1","Guéra","TCD.7.1_1","Barh Signaka",254396.946146011,0.285688706492909,0.286286059416671
"TCD","Chad","TCD.7_1","Guéra","TCD.7.2_1","Bitkine",244768.399525881,0.285010036734635,0.285290475545804
"TCD","Chad","TCD.7_1","Guéra","TCD.7.3_1","Guéra",154586.717515707,0.284418423499943,0.284423682441108
"TCD","Chad","TCD.7_1","Guéra","TCD.7.4_1","Mangalmé",139428.254394293,0.285903983865865,0.286118754424545
"TCD","Chad","TCD.8_1","Hadjer-Lamis","TCD.8.1_1","Dababa",314083.266252518,0.285647138210106,0.285710965169295
"TCD","Chad","TCD.8_1","Hadjer-Lamis","TCD.8.2_1","Dagana",253691.490082741,0.286302336087131,0.286385650665238
"TCD","Chad","TCD.8_1","Hadjer-Lamis","TCD.8.3_1","Haraze Al Biar",200437.769881636,0.287641347291177,0.270176006404143
"TCD","Chad","TCD.9_1","Kanem","TCD.9.1_1","Kanem",405294.314337492,0.287492282988641,0.285825686562594
"TCD","Chad","TCD.9_1","Kanem","TCD.9.2_1","Nokou",146733.050007164,0.285827516548095,0.12819862286447
"TCD","Chad","TCD.10_1","Lac","TCD.10.1_1","Mamdi",323210.717534892,0.285498738720797,0.282849577270381
"TCD","Chad","TCD.10_1","Lac","TCD.10.2_1","Wayi",302326.235850334,0.290297846486963,0.29040410260566
"TCD","Chad","TCD.11_1","Logone Occidental","TCD.11.1_1","Dodjé",167939.413741112,0.285226810468386,0.285283746364622
"TCD","Chad","TCD.11_1","Logone Occidental","TCD.11.2_1","Lac Wey",486497.045444489,0.285911841932776,0.285974773679543
"TCD","Chad","TCD.11_1","Logone Occidental","TCD.11.3_1","Ngourkosso",184078.179397583,0.285926137591752,0.286013620802624
"TCD","Chad","TCD.12_1","Logone Oriental","TCD.12.1_1","Lanya",236185.967447281,0.286092928477696,0.286186380883229
"TCD","Chad","TCD.12_1","Logone Oriental","TCD.12.2_1","Monts de Lam",254944.792461395,0.285333812236786,0.282773296507053
"TCD","Chad","TCD.12_1","Logone Oriental","TCD.12.3_1","Nya Pendé",296498.933657169,0.285588262896789,0.285376754140916
"TCD","Chad","TCD.12_1","Logone Oriental","TCD.12.4_1","Pendé",466613.561567783,0.286107063905834,0.286333252631383
"TCD","Chad","TCD.13_1","Mandoul","TCD.13.1_1","Barh Sara",304007.45135206,0.285777710599474,0.285417431148188
"TCD","Chad","TCD.13_1","Mandoul","TCD.13.2_1","Mandoul Occidental",208360.836719513,0.286238626322963,0.286340559479773
"TCD","Chad","TCD.13_1","Mandoul","TCD.13.3_1","Mandoul Oriental",359780.555102348,0.285579841261479,0.285843315565181
"TCD","Chad","TCD.14_1","Mayo-Kebbi Est","TCD.14.1_1","Kabbia",310710.863019943,0.285626616279284,0.285752412482609
"TCD","Chad","TCD.14_1","Mayo-Kebbi Est","TCD.14.2_1","Mayo-Boneye",420041.412327766,0.287014331728379,0.279058977566252
"TCD","Chad","TCD.14_1","Mayo-Kebbi Est","TCD.14.3_1","Mont Illi",316613.382623434,0.291061036778192,0.281651828563827
"TCD","Chad","TCD.15_1","Mayo-Kebbi Ouest","TCD.15.1_1","Lac Léré",317828.234658241,0.286959146857262,0.280011362902578
"TCD","Chad","TCD.15_1","Mayo-Kebbi Ouest","TCD.15.2_1","Mayo-Dallah",439084.864561558,0.287928667245556,0.284843149816199
