"GID_0","NAME_0","GID_1","NAME_1","population","coverage_mean","coverage_pop_weighted","year"
"LSO","Lesotho","LSO.1_1","Berea",294830.186398506,0,0,2018
"LSO","Lesotho","LSO.2_1","Butha-Buthe",96084.80423069,0,0,2018
"LSO","Lesotho","LSO.3_1","Leribe",270249.117743999,0,0,2018
"LSO","Lesotho","LSO.4_1","Mafeteng",173612.654220328,0,0,2018
"LSO","Lesotho","LSO.5_1","Maseru",409998.922514677,0,0,2018
"LSO","Lesotho","LSO.6_1","Mohale's Hoek",163068.925888225,0,0,2018
"LSO","Lesotho","LSO.7_1","Mokhotlong",110978.258133228,0,0,2018
"LSO","Lesotho","LSO.8_1","Qacha's Nek",62770.9890802503,0,0,2018
"LSO","Lesotho","LSO.9_1","Quthing",115838.185741996,0,0,2018
"LSO","Lesotho","LSO.10_1","Thaba-Tseka",127758.219638618,0,0,2018
"MDG","Madagascar","MDG.1_1","Antananarivo",7429762.85084569,0.26449457921985,0.285335022616987,2018
"MDG","Madagascar","MDG.2_1","Antsiranana",1870338.35666025,0.309569204601525,0.333423494723616,2018
"MDG","Madagascar","MDG.3_1","Fianarantsoa",5321501.65969825,0.362449178815735,0.402171073866238,2018
"MDG","Madagascar","MDG.4_1","Mahajanga",3383792.49728784,0.360009831930503,0.386933467643625,2018
"MDG","Madagascar","MDG.5_1","Toamasina",3426322.70427437,0.332339568045491,0.372942003281477,2018
"MDG","Madagascar","MDG.6_1","Toliary",4154708.20909882,0.404214628135513,0.430054068949847,2018
