"GID_0","NAME_0","GID_1","NAME_1","population","coverage_mean","coverage_pop_weighted","year"
"GIN","Guinea","GIN.1_1","Boké",1160024.51541902,0,0,2019
"GIN","Guinea","GIN.2_1","Conakry",1616884.08520365,0,0,2019
"GIN","Guinea","GIN.3_1","Faranah",1059348.27793217,0,0,2019
"GIN","Guinea","GIN.4_1","Kankan",2406409.45131028,0,0,2019
"GIN","Guinea","GIN.5_1","Kindia",1966839.05861008,0,0,2019
"GIN","Guinea","GIN.6_1","Labé",1063252.43649077,0,0,2019
"GIN","Guinea","GIN.7_1","Mamou",775464.157851934,0,0,2019
"GIN","Guinea","GIN.8_1","Nzérékoré",1663632.84076285,0,0,2019
"GMB","Gambia","GMB.1_1","Banjul",304685.791641235,0.100526642054319,0.0489091231032529,2019
"GMB","Gambia","GMB.2_1","Lower River",86052.2133536339,0.265606220345944,0.298432940047569,2019
"GMB","Gambia","GMB.3_1","Maccarthy Island",245897.289759159,0.437455257899325,0.435415867345765,2019
"GMB","Gambia","GMB.4_1","North Bank",221422.95570302,0.1952582358085,0.185813535208008,2019
"GMB","Gambia","GMB.5_1","Upper River",266892.510263443,0.507082231262679,0.509077992637491,2019
"GMB","Gambia","GMB.6_1","Western",1004125.73458481,0.124787869956344,0.0784306855345241,2019
