"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted","year"
"LSO","Lesotho","LSO.1_1","Berea",297544.455370188,0.0165434541887845,0.0170253226028938,2020
"LSO","Lesotho","LSO.2_1","Butha-Buthe",96068.0062103271,0.00702173234690185,0.00833704166071528,2020
"LSO","Lesotho","LSO.3_1","Leribe",268017.693337917,0.0123044910827932,0.0129407644424578,2020
"LSO","Lesotho","LSO.4_1","Mafeteng",169593.595931806,0.0233489164987402,0.0233600068667225,2020
"LSO","Lesotho","LSO.5_1","Maseru",416146.622198939,0.0200832860460084,0.0191232833420563,2020
"LSO","Lesotho","LSO.6_1","Mohale's Hoek",161124.308988988,0.0301540814499485,0.0318370626322433,2020
"LSO","Lesotho","LSO.7_1","Mokhotlong",113431.505741476,0.00748031236746881,0.00789417376234727,2020
"LSO","Lesotho","LSO.8_1","Qacha's Nek",62514.0898222625,0.0232250810854814,0.0250639187205758,2020
"LSO","Lesotho","LSO.9_1","Quthing",114950.172723453,0.0384524492188715,0.0380986422291564,2020
"LSO","Lesotho","LSO.10_1","Thaba-Tseka",127466.087925646,0.0166372766305927,0.0165903631198289,2020
"MDG","Madagascar","MDG.1_1","Antananarivo",7959474.45430923,0,0,2020
"MDG","Madagascar","MDG.2_1","Antsiranana",1996124.28603667,0,0,2020
"MDG","Madagascar","MDG.3_1","Fianarantsoa",5673069.18118936,0.0500638441145185,0.101098220082892,2020
"MDG","Madagascar","MDG.4_1","Mahajanga",3713172.97802398,0,0,2020
"MDG","Madagascar","MDG.5_1","Toamasina",3565552.65860118,0.0880327959883862,0.133433795343993,2020
"MDG","Madagascar","MDG.6_1","Toliary",4535246.20585695,0,0,2020
