"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted"
"BEN","Benin","BEN.1_1","Alibori",947824.918351173,0.467927751623616,0.47300066590769
"BEN","Benin","BEN.2_1","Atakora",884277.074433327,0.519798888565918,0.50156123792302
"BEN","Benin","BEN.3_1","Atlantique",1588819.11651039,0.229713553909598,0.230368717246472
"BEN","Benin","BEN.4_1","Borgou",1323260.98110199,0.342109022290132,0.334851190307842
"BEN","Benin","BEN.5_1","Collines",751042.694771767,0.218063011788023,0.212974086043219
"BEN","Benin","BEN.6_1","Donga",578989.745280266,0.358060009591639,0.382573634878383
"BEN","Benin","BEN.7_1","Kouffo",782647.660118103,0.22522056037965,0.215682500129012
"BEN","Benin","BEN.8_1","Littoral",412327.40625,0.184705972671509,0.182930634636859
"BEN","Benin","BEN.9_1","Mono",500820.694974899,0.227090771133835,0.223492352350574
"BEN","Benin","BEN.10_1","Ouémé",1066069.41146851,0.20258571662135,0.17882006319034
"BEN","Benin","BEN.11_1","Plateau",652816.254889011,0.212152104375633,0.186734017047408
"BEN","Benin","BEN.12_1","Zou",910838.612642288,0.26523315918789,0.274262563321611
