"GID_0","NAME_0","GID_1","NAME_1","population","coverage_mean","coverage_pop_weighted","year"
"BEN","Benin","BEN.1_1","Alibori",1091076.5571928,0.242166624899747,0.225661680407619,2018
"BEN","Benin","BEN.2_1","Atakora",972882.328417301,0.160932209606122,0.122170452477235,2018
"BEN","Benin","BEN.3_1","Atlantique",1853290.83772087,0,0,2018
"BEN","Benin","BEN.4_1","Borgou",1528226.11961746,0.00159180757418201,0.000921611719557501,2018
"BEN","Benin","BEN.5_1","Collines",814502.264110565,0,0,2018
"BEN","Benin","BEN.6_1","Donga",653756.172118187,0.213954414979281,0.312970391443034,2018
"BEN","Benin","BEN.7_1","Kouffo",861448.608751297,0,0,2018
"BEN","Benin","BEN.8_1","Littoral",416634.46484375,0,0,2018
"BEN","Benin","BEN.9_1","Mono",547437.272699356,0,0,2018
"BEN","Benin","BEN.10_1","Ouémé",1193285.90838242,0,0,2018
"BEN","Benin","BEN.11_1","Plateau",733817.802245617,0,0,2018
"BEN","Benin","BEN.12_1","Zou",1003667.67786026,0,0,2018
"BFA","Burkina Faso","BFA.1_1","Boucle du Mouhoun",1837439.91713005,0,0,2018
"BFA","Burkina Faso","BFA.2_1","Cascades",1008384.37701821,0,0,2018
"BFA","Burkina Faso","BFA.7_1","Centre",3682518.49940491,0,0,2018
"BFA","Burkina Faso","BFA.3_1","Centre-Est",1592225.9796474,0,0,2018
"BFA","Burkina Faso","BFA.4_1","Centre-Nord",1650971.76473022,0,0,2018
"BFA","Burkina Faso","BFA.5_1","Centre-Ouest",1622264.54241371,0.00118889687556011,0.000611242999095218,2018
"BFA","Burkina Faso","BFA.6_1","Centre-Sud",841341.835610688,0.000138231777470477,9.80354152188686e-05,2018
"BFA","Burkina Faso","BFA.8_1","Est",1881126.03992867,0,0,2018
"BFA","Burkina Faso","BFA.9_1","Haut-Bassins",2299581.48954511,0,0,2018
"BFA","Burkina Faso","BFA.10_1","Nord",1519149.32765365,0,0,2018
"BFA","Burkina Faso","BFA.11_1","Plateau-Central",910845.16011548,0,0,2018
"BFA","Burkina Faso","BFA.12_1","Sahel",1391426.15451765,0,0,2018
"BFA","Burkina Faso","BFA.13_1","Sud-Ouest",859766.948226929,0.00044920111426904,0.000302284532822219,2018
