"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted","year"
"BEN","Benin","BEN.1_1","Alibori",1197983.46787262,0.242166624899747,0.226337576053777,2020
"BEN","Benin","BEN.2_1","Atakora",1035398.63365936,0.160932209606122,0.123802550794825,2020
"BEN","Benin","BEN.3_1","Atlantique",2058978.81917858,0,0,2020
"BEN","Benin","BEN.4_1","Borgou",1683825.45304012,0.00159180757418201,0.000877123651567104,2020
"BEN","Benin","BEN.5_1","Collines",860192.522418022,0,0,2020
"BEN","Benin","BEN.6_1","Donga",709088.468332291,0.213954414979281,0.309778597219975,2020
"BEN","Benin","BEN.7_1","Kouffo",918218.641283035,0,0,2020
"BEN","Benin","BEN.8_1","Littoral",417938.481445312,0,0,2020
"BEN","Benin","BEN.9_1","Mono",580919.921424866,0,0,2020
"BEN","Benin","BEN.10_1","Ouémé",1290955.405159,0,0,2020
"BEN","Benin","BEN.11_1","Plateau",793508.881062984,0,0,2020
"BEN","Benin","BEN.12_1","Zou",1071180.28944969,0,0,2020
"BFA","Burkina Faso","BFA.1_1","Boucle du Mouhoun",1917593.22289473,0,0,2020
"BFA","Burkina Faso","BFA.2_1","Cascades",1135196.98297286,0,0,2020
"BFA","Burkina Faso","BFA.7_1","Centre",4193918.02395058,0,0,2020
"BFA","Burkina Faso","BFA.3_1","Centre-Est",1695088.53459144,0,0,2020
"BFA","Burkina Faso","BFA.4_1","Centre-Nord",1741130.25023937,0,0,2020
"BFA","Burkina Faso","BFA.5_1","Centre-Ouest",1709250.87162685,0.00118889687556011,0.000616715963042197,2020
"BFA","Burkina Faso","BFA.6_1","Centre-Sud",884817.221496403,0.000138231777470477,9.47378018296557e-05,2020
"BFA","Burkina Faso","BFA.8_1","Est",2029901.50039211,0,0,2020
"BFA","Burkina Faso","BFA.9_1","Haut-Bassins",2482419.46409488,0,0,2020
"BFA","Burkina Faso","BFA.10_1","Nord",1589882.22960258,0,0,2020
"BFA","Burkina Faso","BFA.11_1","Plateau-Central",949344.602345943,0,0,2020
"BFA","Burkina Faso","BFA.12_1","Sahel",1484485.04733276,0,0,2020
"BFA","Burkina Faso","BFA.13_1","Sud-Ouest",916531.495243073,0.00044920111426904,0.000310523809809578,2020
