"GID_0","NAME_0","GID_1","NAME_1","population","ITN_coverage_mean","ITN_coverage_pop_weighted","year"
"RWA","Rwanda","RWA.1_1","Amajyaruguru",1903021.45274544,0.0156837199863635,0.0155491308114446,2020
"RWA","Rwanda","RWA.2_1","Amajyepfo",3129110.68286228,0.0279014385684773,0.029785049058894,2020
"RWA","Rwanda","RWA.3_1","Iburasirazuba",3808058.89027625,0.0410795632800827,0.0407449836889691,2020
"RWA","Rwanda","RWA.4_1","Iburengerazuba",2825891.10325527,0.0205694126725643,0.0228288233818162,2020
"RWA","Rwanda","RWA.5_1","Umujyi wa Kigali",1661174.32984924,0.0324580934008255,0.029901198953693,2020
"SDN","Sudan","SDN.1_1","Al Jazirah",3936919.33675432,0.0124361397717642,0.0129966475055209,2020
"SDN","Sudan","SDN.2_1","Al Qadarif",1731286.33227509,0.0133932507391627,0.0129001960487275,2020
"SDN","Sudan","SDN.3_1","Blue Nile",1164657.60547656,0.0334075620042983,0.0272489456400763,2020
"SDN","Sudan","SDN.4_1","Central Darfur",790980.27640295,0.0335753599780818,0.0314455177578101,2020
"SDN","Sudan","SDN.5_1","East Darfur",2297308.28428721,0.0313433584181025,0.0293591035525544,2020
"SDN","Sudan","SDN.6_1","Kassala",2215018.93787789,0.0134766283426157,0.014876370489846,2020
"SDN","Sudan","SDN.7_1","Khartoum",7373598.45182514,0.00884456360614804,0.00723996899123577,2020
"SDN","Sudan","SDN.8_1","North Darfur",3355675.67376978,0.0090716176785442,0.0225520597293743,2020
"SDN","Sudan","SDN.9_1","North Kurdufan",2842393.12374261,0.0107877914726497,0.0161490420768784,2020
"SDN","Sudan","SDN.10_1","Northern",911316.651649874,0.000703639651515069,0.00512964010906671,2020
"SDN","Sudan","SDN.11_1","Red Sea",2421646.57513577,0.00548558707204197,0.0107583209199892,2020
"SDN","Sudan","SDN.12_1","River Nile",1514230.93839937,0.00505065651854112,0.00750807614548871,2020
"SDN","Sudan","SDN.13_1","Sennar",1755889.24795961,0.0176443210757201,0.0142675739143462,2020
"SDN","Sudan","SDN.14_1","South Darfur",4302228.81864476,0.0458475046298409,0.0349223289599228,2020
"SDN","Sudan","SDN.15_1","South Kurdufan",883917.425450206,0.0328543820953706,0.0303636039611271,2020
"SDN","Sudan","SDN.16_1","West Darfur",808749.375626564,0.028226029929591,0.0293306859081701,2020
"SDN","Sudan","SDN.17_1","West Kurdufan",1754048.59958744,0.0370973168702335,0.0389289577757599,2020
"SDN","Sudan","SDN.18_1","White Nile",2536943.20487145,0.0170287125496482,0.0160253934907509,2020
