"GID_0","NAME_0","GID_1","NAME_1","GID_2","NAME_2","population","ITN_coverage_mean","ITN_coverage_pop_weighted"
"BEN","Benin","BEN.1_1","Alibori","BEN.1.1_1","Banikoara",268896.521186829,0.527515034398761,0.528425285604764
"BEN","Benin","BEN.1_1","Alibori","BEN.1.2_1","Gogounou",125734.336954117,0.455112300622158,0.455670622675112
"BEN","Benin","BEN.1_1","Alibori","BEN.1.3_1","Kandi",198565.260207653,0.480065753895366,0.480924078667752
"BEN","Benin","BEN.1_1","Alibori","BEN.1.4_1","Karimama",75379.1676888466,0.489987714743529,0.471180550704668
"BEN","Benin","BEN.1_1","Alibori","BEN.1.5_1","Malanville",179164.499658585,0.45973562424546,0.451623994390071
"BEN","Benin","BEN.1_1","Alibori","BEN.1.6_1","Segbana",100085.132655144,0.385744338753212,0.369781728730276
"BEN","Benin","BEN.2_1","Atakora","BEN.2.1_1","Boukoumbé",86159.7293205261,0.475345770346707,0.472802319372962
"BEN","Benin","BEN.2_1","Atakora","BEN.2.2_1","Cobly",68871.6414108276,0.440899262374098,0.44326215812331
"BEN","Benin","BEN.2_1","Atakora","BEN.2.3_1","Kérou",109410.736159325,0.536351389373126,0.53453886111356
"BEN","Benin","BEN.2_1","Atakora","BEN.2.4_1","Kouandé",124073.167438984,0.500293845051452,0.499654784429564
"BEN","Benin","BEN.2_1","Atakora","BEN.2.5_1","Matéri",118506.960793018,0.513119899564319,0.507379409610259
"BEN","Benin","BEN.2_1","Atakora","BEN.2.6_1","Natitingou",108587.467214584,0.496442207741359,0.498745765019491
"BEN","Benin","BEN.2_1","Atakora","BEN.2.7_1","Péhunco",82905.9746980667,0.48251085104991,0.485812395013347
"BEN","Benin","BEN.2_1","Atakora","BEN.2.8_1","Tanguiéta",82638.1179227829,0.568455623829459,0.543846441001036
"BEN","Benin","BEN.2_1","Atakora","BEN.2.9_1","Toucountouna",103123.279475212,0.507429236660198,0.506884792930514
"BEN","Benin","BEN.3_1","Atlantique","BEN.3.1_1","Abomey-Calavi",676400.917350769,0.233120674436743,0.232350846623913
"BEN","Benin","BEN.3_1","Atlantique","BEN.3.2_1","Allada",117721.123352051,0.232103271285693,0.233786345668305
"BEN","Benin","BEN.3_1","Atlantique","BEN.3.3_1","Kpomassè",72341.9971761703,0.246014013886452,0.246515375051209
"BEN","Benin","BEN.3_1","Atlantique","BEN.3.4_1","Ouidah",171863.686721802,0.24913006614555,0.250278976835872
"BEN","Benin","BEN.3_1","Atlantique","BEN.3.5_1","Sô-Ava",293388.623534203,0.158177867531776,0.206371741121135
"BEN","Benin","BEN.3_1","Atlantique","BEN.3.6_1","Toffo",61839.0012207031,0.229158706963062,0.227143030073097
"BEN","Benin","BEN.3_1","Atlantique","BEN.3.7_1","Tori-Bossito",60797.3039131165,0.243053834227955,0.245450012148653
"BEN","Benin","BEN.3_1","Atlantique","BEN.3.8_1","Zè",134466.463241577,0.230873994063586,0.23029462978966
"BEN","Benin","BEN.4_1","Borgou","BEN.4.1_1","Bembéréké",139983.560303688,0.399911795235887,0.396817083399808
"BEN","Benin","BEN.4_1","Borgou","BEN.4.2_1","Kalalé",179739.402082443,0.324502841013033,0.315608173344225
"BEN","Benin","BEN.4_1","Borgou","BEN.4.3_1","N'Dali",121703.642295837,0.364342245772399,0.358225961326033
"BEN","Benin","BEN.4_1","Borgou","BEN.4.4_1","Nikki",162517.060277939,0.317564088706072,0.315844668074889
"BEN","Benin","BEN.4_1","Borgou","BEN.4.5_1","Parakou",273832.375722885,0.325284698735113,0.323489386856648
"BEN","Benin","BEN.4_1","Borgou","BEN.4.6_1","Pèrèrè",87773.4949178696,0.297022792757774,0.29358747720194
"BEN","Benin","BEN.4_1","Borgou","BEN.4.7_1","Sinendé",96332.3045120239,0.442453123552283,0.442243454930023
"BEN","Benin","BEN.4_1","Borgou","BEN.4.8_1","Tchaourou",261379.140989304,0.307967429212364,0.302011373857119
"BEN","Benin","BEN.5_1","Collines","BEN.5.1_1","Bantè",107443.561355591,0.239766550188263,0.239700223131234
"BEN","Benin","BEN.5_1","Collines","BEN.5.2_1","Dassa-Zoumè",116378.691091537,0.207262793757829,0.204033807662737
"BEN","Benin","BEN.5_1","Collines","BEN.5.3_1","Glazoué",129764.937612534,0.222968070779318,0.213801732719381
"BEN","Benin","BEN.5_1","Collines","BEN.5.4_1","Ouèssè",154320.666687012,0.245334560638421,0.238386542434343
"BEN","Benin","BEN.5_1","Collines","BEN.5.5_1","Savalou",151528.190170288,0.184692533125007,0.18645915934514
"BEN","Benin","BEN.5_1","Collines","BEN.5.6_1","Savè",91606.647854805,0.200136515498161,0.19286199402898
"BEN","Benin","BEN.6_1","Donga","BEN.6.1_1","Bassila",143832.281899452,0.304395054875626,0.303920371826812
"BEN","Benin","BEN.6_1","Donga","BEN.6.2_1","Copargo",70656.8520011902,0.443743854761124,0.441942738148237
"BEN","Benin","BEN.6_1","Donga","BEN.6.3_1","Djougou",287320.171297073,0.405140938895259,0.4065722620027
"BEN","Benin","BEN.6_1","Donga","BEN.6.4_1","Ouaké",77180.44008255,0.385642037859985,0.385459789762602
"BEN","Benin","BEN.7_1","Kouffo","BEN.7.1_1","Aplahoué",176390.267482758,0.233739892996493,0.220059005566933
"BEN","Benin","BEN.7_1","Kouffo","BEN.7.2_1","Djakotomey",134681.550071716,0.195088988542557,0.200779182101866
"BEN","Benin","BEN.7_1","Kouffo","BEN.7.3_1","Dogbo",126994.108745575,0.194564773701131,0.191856572139175
"BEN","Benin","BEN.7_1","Kouffo","BEN.7.4_1","Klouékanmè",152985.690620422,0.24330127452101,0.236252382875126
"BEN","Benin","BEN.7_1","Kouffo","BEN.7.5_1","Lalo",117317.927688599,0.23265551669257,0.232642377446141
