"GID_0","NAME_0","GID_1","NAME_1","population","arab_abundance","fun_abundance","gamb_abundance","arab_pop_weighted_abundance","fun_pop_weighted_abundance","gamb_pop_weighted_abundance","year"
"LSO","Lesotho","LSO.1_1","Berea",297544.455370188,NA,NA,NA,NA,NA,NA,2020
"LSO","Lesotho","LSO.2_1","Butha-Buthe",96068.0062103271,1,0,0,1,0,0,2020
"LSO","Lesotho","LSO.3_1","Leribe",268017.693337917,NA,NA,NA,NA,NA,NA,2020
"LSO","Lesotho","LSO.4_1","Mafeteng",169593.595931806,NA,NA,NA,NA,NA,NA,2020
"LSO","Lesotho","LSO.5_1","Maseru",416146.622198939,NA,NA,NA,NA,NA,NA,2020
"LSO","Lesotho","LSO.6_1","Mohale's Hoek",161124.308988988,NA,NA,NA,NA,NA,NA,2020
"LSO","Lesotho","LSO.7_1","Mokhotlong",113431.505741476,1,0,0,1,0,0,2020
"LSO","Lesotho","LSO.8_1","Qacha's Nek",62514.0898222625,NA,NA,NA,NA,NA,NA,2020
"LSO","Lesotho","LSO.9_1","Quthing",114950.172723453,NA,NA,NA,NA,NA,NA,2020
"LSO","Lesotho","LSO.10_1","Thaba-Tseka",127466.087925646,NA,NA,NA,NA,NA,NA,2020
"MDG","Madagascar","MDG.1_1","Antananarivo",7959474.45430923,0.723098346939243,0.122227513948033,0.154674139112723,0.745981203307822,0.119480603555272,0.134538193136906,2020
"MDG","Madagascar","MDG.2_1","Antsiranana",1996124.28603667,0.501029514747943,0.167417009457234,0.331553475794823,0.388136507019099,0.15700072872175,0.454862764259151,2020
"MDG","Madagascar","MDG.3_1","Fianarantsoa",5673069.18118936,0.53751314466551,0.135223919876402,0.327262935458088,0.48543175445823,0.13934157030277,0.375226675239,2020
"MDG","Madagascar","MDG.4_1","Mahajanga",3712882.7032666,0.541603929224883,0.169163301752946,0.289232769022171,0.547450213392934,0.158841697517462,0.293708089089603,2020
"MDG","Madagascar","MDG.5_1","Toamasina",3566175.33081187,0.633484813856552,0.124989993351958,0.24152519279149,0.592266109766062,0.138873698013919,0.268860192220019,2020
"MDG","Madagascar","MDG.6_1","Toliary",4535430.99337736,0.711345638667564,0.109468297519105,0.179186063813331,0.763533227163821,0.0847525402040653,0.151714232632114,2020
