"GID_0","NAME_0","GID_1","NAME_1","population","arab_abundance","fun_abundance","gamb_abundance","arab_pop_weighted_abundance","fun_pop_weighted_abundance","gamb_pop_weighted_abundance","year","type"
"AGO","Angola","AGO.1_1","Bengo",630423.812533811,0.00112918590815331,0.38992513134497,0.608945682746876,0.000217456543729839,0.166551301186456,0.833231242269814,2020,"mean"
"AGO","Angola","AGO.2_1","Benguela",1910804.06391013,0.323727552290463,0.235038273981825,0.441234173727712,0.39806841966244,0.158139861551382,0.443791718786178,2020,"mean"
"AGO","Angola","AGO.3_1","Bié",1079362.39245036,0.0297185872945802,0.171058472470488,0.799222940234932,0.00683007859274349,0.146248156998456,0.8469217644088,2020,"mean"
"AGO","Angola","AGO.4_1","Cabinda",1220604.83241992,0,0.0105157582657697,0.98948424173423,0,0.00930349660245887,0.990696503397541,2020,"mean"
"AGO","Angola","AGO.5_1","Cuando Cubango",416756.049498595,0.908915928896703,0.0704581338241155,0.020625937279182,0.912537080226717,0.071582888246332,0.0158800315269509,2020,"mean"
"AGO","Angola","AGO.6_1","Cuanza Norte",346566.948730189,0.0027925137909114,0.17242361294378,0.824783873265308,0.0029059662344272,0.192238734668207,0.804855299097366,2020,"mean"
"AGO","Angola","AGO.7_1","Cuanza Sul",1872568.07023459,0.00144655868221676,0.121324162997031,0.877229278320752,0.00154152715716277,0.233386874272468,0.765071598570369,2020,"mean"
"AGO","Angola","AGO.8_1","Cunene",1245089.56874862,0.9774114766844,0.0225584752846232,3.00480309767927e-05,0.983856812451702,0.0161297200177098,1.34675305881858e-05,2020,"mean"
"AGO","Angola","AGO.9_1","Huambo",1679131.2224035,0.0127084739667908,0.24758691496903,0.739704611064179,0.00923517655523454,0.185539549190685,0.805225274254081,2020,"mean"
"AGO","Angola","AGO.10_1","Huíla",3204264.21985912,0.547598031169047,0.290485783714535,0.161916185116419,0.555051207748362,0.326977620382523,0.117971171869115,2020,"mean"
"AGO","Angola","AGO.11_1","Luanda",15241357.5096855,0.0442743130972645,0.0429320626594713,0.912793624243264,0.0289440840307944,0.0609308905473369,0.910125025421869,2020,"mean"
"AGO","Angola","AGO.12_1","Lunda Norte",878206.845583051,0,0.00677212314387081,0.993227876856129,0,0.00645912271738865,0.993540877282611,2020,"mean"
"AGO","Angola","AGO.13_1","Lunda Sul",516872.311698422,0,0.0102892181853789,0.989710781814621,0,0.00895406659285203,0.991045933407148,2020,"mean"
"AGO","Angola","AGO.14_1","Malanje",946501.59828857,0,0.00813008451422398,0.991869915485776,0,0.00926531699925128,0.990734683000749,2020,"mean"
"AGO","Angola","AGO.15_1","Moxico",1187598.14652974,0.212835644862714,0.118435171540816,0.66872918359647,0.0747016268112212,0.0805985824188444,0.844699790769934,2020,"mean"
"AGO","Angola","AGO.16_1","Namibe",607222.417046309,0.959778370382403,0.0400862144499219,0.000135415167675527,0.956975154769161,0.0426269495534652,0.000397895677374122,2020,"mean"
"AGO","Angola","AGO.17_1","Uíge",904249.437147379,0,0.076127106402901,0.923872893597099,0,0.0220490202669244,0.977950979733076,2020,"mean"
"AGO","Angola","AGO.18_1","Zaire",753546.245653603,0,0.0963095914938463,0.903690408506154,0,0.044809267466287,0.955190732533713,2020,"mean"
"BDI","Burundi","BDI.1_1","Bubanza",420145.683761597,0.277416574446757,0.213134780409945,0.509448645143297,0.267706961467493,0.177269242084802,0.555023796447705,2020,"mean"
"BDI","Burundi","BDI.2_1","Bujumbura Mairie",859432.817626953,0.606494076321498,0.228114018500099,0.165391905178403,0.783613540782864,0.122740793066112,0.0936456661510238,2020,"mean"
"BDI","Burundi","BDI.3_1","Bujumbura Rural",807568.327159166,0.142955250492183,0.295484349196964,0.561560400310854,0.181599403764846,0.201699676231457,0.616700920003698,2020,"mean"
"BDI","Burundi","BDI.4_1","Bururi",861433.549201965,0.00696434868649464,0.514326770351837,0.478708880961668,0.00505109708524313,0.415515036087873,0.579433866826884,2020,"mean"
"BDI","Burundi","BDI.5_1","Cankuzo",330864.427017212,0.118660334244406,0.232948214881631,0.648391450873963,0.108748699672759,0.25796430793975,0.633286992387491,2020,"mean"
"BDI","Burundi","BDI.6_1","Cibitoke",576816.31212616,0.0977693089464507,0.479101010582034,0.423129680471515,0.142343907696914,0.425533975879475,0.432122116423611,2020,"mean"
"BDI","Burundi","BDI.7_1","Gitega",911101.340492249,0.324141922230413,0.309161524371701,0.366696553397886,0.267105686162974,0.276552054759313,0.456342259077712,2020,"mean"
"BDI","Burundi","BDI.8_1","Karuzi",540975.994850159,0.138433452584073,0.180602946064392,0.680963601351536,0.117692401072605,0.175652150662724,0.706655448264671,2020,"mean"
"BDI","Burundi","BDI.9_1","Kayanza",844369.972763062,0.101761491567416,0.348972599440818,0.549265908991765,0.125433715691922,0.279666742353315,0.594899541954763,2020,"mean"
"BDI","Burundi","BDI.10_1","Kirundo",847842.91530633,0.213936910227198,0.242731362743237,0.543331727029565,0.253567885558975,0.232695621997274,0.513736492443751,2020,"mean"
"BDI","Burundi","BDI.11_1","Makamba",572689.993829489,0.128139051752808,0.154950363720815,0.716910584526378,0.189766384359127,0.130159251781519,0.680074363859353,2020,"mean"
"BDI","Burundi","BDI.12_1","Muramvya",350438.489089966,0,0.681216102136455,0.318783897863545,0,0.685046179279415,0.314953820720585,2020,"mean"
"BDI","Burundi","BDI.13_1","Muyinga",991327.835639954,0.0847349079456148,0.328337539687078,0.586927552367307,0.0668850636618355,0.485508588165874,0.447606348172291,2020,"mean"
"BDI","Burundi","BDI.14_1","Mwaro",347101.864044189,0,0.574007021218104,0.425992978781896,0,0.576389559680579,0.423610440319421,2020,"mean"
"BDI","Burundi","BDI.15_1","Ngozi",828642.934295654,0.0230474535803911,0.114397228006699,0.86255531841291,0.0229397363478002,0.122359497813743,0.854700765838457,2020,"mean"
"BDI","Burundi","BDI.16_1","Rutana",530022.941261292,0.506984704729286,0.217020727314522,0.275994567956191,0.519100369981301,0.210697360491708,0.270202269526992,2020,"mean"
"BDI","Burundi","BDI.17_1","Ruyigi",597803.101558685,0.274693227283678,0.181670342506525,0.543636430209797,0.336190549247601,0.186086524387845,0.477722926364554,2020,"mean"
"BEN","Benin","BEN.1_1","Alibori",1197983.46787262,0.62855714784781,0.189712744115542,0.181730108036648,0.622940793893214,0.186869597348825,0.190189608757962,2020,"mean"
"BEN","Benin","BEN.2_1","Atakora",1035398.63365936,0.563052978555426,0.200057189706671,0.236889831737903,0.560384874666799,0.215208827644771,0.22440629768843,2020,"mean"
"BEN","Benin","BEN.3_1","Atlantique",2058978.81917858,0.516380669658488,0.118038968875549,0.365580361465963,0.573664858261722,0.0743004389276018,0.352034702810676,2020,"mean"
"BEN","Benin","BEN.4_1","Borgou",1683825.45304012,0.413337159944696,0.197057958109901,0.389604881945403,0.431471444083709,0.19945857848316,0.369069977433131,2020,"mean"
"BEN","Benin","BEN.5_1","Collines",860192.522418022,0.577932746901541,0.107729019122861,0.314338233975598,0.59478830593577,0.104923349247858,0.300288344816371,2020,"mean"
"BEN","Benin","BEN.6_1","Donga",709088.468332291,0.47880356898006,0.197375861448904,0.323820569571036,0.539046053146862,0.201585036575584,0.259368910277554,2020,"mean"
"BEN","Benin","BEN.7_1","Kouffo",918218.641283035,0.548704624289704,0.170333801101134,0.280961574609162,0.517100869766841,0.1879587313764,0.294940398856759,2020,"mean"
"BEN","Benin","BEN.8_1","Littoral",417938.481445312,0.72557705353159,0.0468973418814394,0.22752560458697,0.712480318115082,0.047151051136323,0.240368630748594,2020,"mean"
"BEN","Benin","BEN.9_1","Mono",580919.921424866,0.437313837142507,0.129270899146729,0.433415263710763,0.446157918920638,0.139243244826531,0.414598836252832,2020,"mean"
"BEN","Benin","BEN.10_1","Ouémé",1290955.405159,0.520562414545375,0.103490144527849,0.375947440926776,0.622519990281504,0.0633869108165695,0.314093098901926,2020,"mean"
"BEN","Benin","BEN.11_1","Plateau",793508.881062984,0.54643248396453,0.187248992882586,0.266318523152884,0.508398009673753,0.189022485701447,0.3025795046248,2020,"mean"
"BEN","Benin","BEN.12_1","Zou",1071180.28944969,0.637556039510193,0.146193755221937,0.216250205267869,0.633411096417824,0.151132710950151,0.215456192632025,2020,"mean"
"BFA","Burkina Faso","BFA.1_1","Boucle du Mouhoun",1917593.22289473,0.667686357311647,0.292712158592428,0.0396014840959256,0.649874097975591,0.307122192725391,0.0430037092990176,2020,"mean"
"BFA","Burkina Faso","BFA.2_1","Cascades",1135196.98297286,0.538234474984931,0.251026333509705,0.210739191505364,0.538018311366538,0.265591158534195,0.196390530099267,2020,"mean"
"BFA","Burkina Faso","BFA.7_1","Centre",4193918.02395058,0.680322696417318,0.251919401888888,0.0677579016937945,0.622698319831335,0.287295910142242,0.090005770026423,2020,"mean"
"BFA","Burkina Faso","BFA.3_1","Centre-Est",1695088.53459144,0.674495831015652,0.23984022403786,0.0856639449464882,0.697197267118732,0.220797351122223,0.0820053817590457,2020,"mean"
"BFA","Burkina Faso","BFA.4_1","Centre-Nord",1741130.25023937,0.941876984435966,0.0517450309072105,0.0063779846568236,0.940709438399465,0.0517488268411983,0.00754173475933656,2020,"mean"
"BFA","Burkina Faso","BFA.5_1","Centre-Ouest",1709250.87162685,0.657439981341928,0.242926703585351,0.0996333150727211,0.664301425631198,0.249783523411904,0.0859150509568985,2020,"mean"
"BFA","Burkina Faso","BFA.6_1","Centre-Sud",884817.221496403,0.617216083040837,0.274276058586544,0.10850785837262,0.621992078203698,0.283129717514892,0.0948782042814098,2020,"mean"
"BFA","Burkina Faso","BFA.8_1","Est",2029901.50039211,0.747324053799085,0.193027567797934,0.0596483784029814,0.765832827413417,0.183145034373602,0.0510221382129802,2020,"mean"
"BFA","Burkina Faso","BFA.9_1","Haut-Bassins",2482419.46409488,0.590853589440703,0.277187691328092,0.131958719231205,0.621197353570539,0.254818424482237,0.123984221947224,2020,"mean"
"BFA","Burkina Faso","BFA.10_1","Nord",1589882.22960258,0.931123001605197,0.0633674756661633,0.00550952272863958,0.930305715456605,0.064163414952042,0.00553086959135314,2020,"mean"
"BFA","Burkina Faso","BFA.11_1","Plateau-Central",949344.602345943,0.758455206675087,0.197299006286429,0.0442457870384836,0.762552064228059,0.189107760354066,0.0483401754178746,2020,"mean"
"BFA","Burkina Faso","BFA.12_1","Sahel",1484485.04733276,0.974497835034923,0.0236048367871346,0.00189732817794192,0.97106091366535,0.0258670156463884,0.00307207068826146,2020,"mean"
"BFA","Burkina Faso","BFA.13_1","Sud-Ouest",916531.495243073,0.571012225710947,0.201468655081796,0.227519119207257,0.568425237878309,0.213192819923511,0.21838194219818,2020,"mean"
"BWA","Botswana","BWA.1_1","Central",682436.674943745,0.99952691886776,0.000473081132239837,0,0.999741339287506,0.000258660712494071,0,2020,"mean"
"BWA","Botswana","BWA.2_1","Chobe",26796.5966437459,0.971710498519688,0.0221390838467179,0.00615041763359414,0.942359586584352,0.0423555321114912,0.0152848813041563,2020,"mean"
"BWA","Botswana","BWA.3_1","Francistown",67886.322022438,0.992289305549487,0.00296964063529337,0.00474105381522014,0.984054569094394,0.00614110698698437,0.00980432391862153,2020,"mean"
"BWA","Botswana","BWA.4_1","Gaborone",150662.59569931,1,0,0,1,0,0,2020,"mean"
"BWA","Botswana","BWA.5_1","Ghanzi",56726.4264952315,1,0,0,1,0,0,2020,"mean"
"BWA","Botswana","BWA.6_1","Jwaneng",980.13566493988,NA,NA,NA,NA,NA,NA,2020,"mean"
"BWA","Botswana","BWA.7_1","Kgalagadi",57501.6220392978,1,0,0,1,0,0,2020,"mean"
"BWA","Botswana","BWA.8_1","Kgatleng",119309.638449669,1,0,0,1,0,0,2020,"mean"
"BWA","Botswana","BWA.9_1","Kweneng",394971.843288163,1,0,0,1,0,0,2020,"mean"
"BWA","Botswana","BWA.10_1","Lobatse",32185.2454223633,NA,NA,NA,NA,NA,NA,2020,"mean"
"BWA","Botswana","BWA.11_1","North-East",124433.035699248,0.999886006025383,0.000113993974616828,0,0.997003217694222,0.00299678230577807,0,2020,"mean"
"BWA","Botswana","BWA.12_1","North-West",182169.114724144,0.987469358692966,0.012530641307034,0,0.987740808505348,0.0122591914946524,0,2020,"mean"
"BWA","Botswana","BWA.13_1","Selibe Phikwe",29624.6735782623,1,0,0,1,0,0,2020,"mean"
"BWA","Botswana","BWA.14_1","South-East",215058.919792101,NA,NA,NA,NA,NA,NA,2020,"mean"
"BWA","Botswana","BWA.15_1","Southern",240741.572489332,1,0,0,1,0,0,2020,"mean"
"BWA","Botswana","BWA.16_1","Sowa",0,NA,NA,NA,NA,NA,NA,2020,"mean"
"CAF","Central African Republic","CAF.1_1","Bamingui-Bangoran",59014.5862508565,0.600633817124836,0.178626838025281,0.220739344849883,0.572339325557944,0.180067186748863,0.247593487693193,2020,"mean"
"CAF","Central African Republic","CAF.2_1","Bangui",596165.841135025,0.529769839273428,0.10181303828715,0.368417122439422,0.722995094597845,0.0837143657773508,0.193290539624804,2020,"mean"
"CAF","Central African Republic","CAF.3_1","Basse-Kotto",335079.078368902,0.301401745958721,0.166497673074667,0.532100580966613,0.243314095036168,0.231166232029914,0.525519672933918,2020,"mean"
"CAF","Central African Republic","CAF.4_1","Haut-Mbomou",77132.2598760696,0.654693294290412,0.183850672527268,0.16145603318232,0.687727275970614,0.138519110693758,0.173753613335628,2020,"mean"
"CAF","Central African Republic","CAF.5_1","Haute-Kotto",123893.27804902,0.484080317679231,0.192465976033075,0.323453706287694,0.454843678232066,0.185631242712317,0.359525079055617,2020,"mean"
"CAF","Central African Republic","CAF.6_1","Kémo",161411.398205355,0.367091660245102,0.194559032610041,0.438349307144857,0.476840883814058,0.158910537397364,0.364248578788579,2020,"mean"
