"GID_0","NAME_0","GID_1","NAME_1","population","arab_abundance","fun_abundance","gamb_abundance","arab_pop_weighted_abundance","fun_pop_weighted_abundance","gamb_pop_weighted_abundance","year","type"
"CPV","Cape Verde","CPV.9_1","Ribeira Grande",21822.286968708,NA,NA,NA,NA,NA,NA,2020,"mean"
"CPV","Cape Verde","CPV.10_1","Ribeira Grande de Santiago",9630.81867408752,NA,NA,NA,NA,NA,NA,2020,"mean"
"CPV","Cape Verde","CPV.11_1","Sal",19000.6089115143,NA,NA,NA,NA,NA,NA,2020,"mean"
"CPV","Cape Verde","CPV.12_1","Santa Catarina",44236.537191391,NA,NA,NA,NA,NA,NA,2020,"mean"
"CPV","Cape Verde","CPV.13_1","Santa Catarina do Fogo",19428.1656188965,NA,NA,NA,NA,NA,NA,2020,"mean"
"CPV","Cape Verde","CPV.14_1","Santa Cruz",20747.5938949585,NA,NA,NA,NA,NA,NA,2020,"mean"
"CPV","Cape Verde","CPV.15_1","São Domingos",13296.8699417114,NA,NA,NA,NA,NA,NA,2020,"mean"
"CPV","Cape Verde","CPV.16_1","São Filipe",11310.2109193802,NA,NA,NA,NA,NA,NA,2020,"mean"
"CPV","Cape Verde","CPV.17_1","São Lourenço dos Órgãos",130414.059467316,NA,NA,NA,NA,NA,NA,2020,"mean"
"CPV","Cape Verde","CPV.18_1","São Miguel",6143.76155662537,NA,NA,NA,NA,NA,NA,2020,"mean"
"CPV","Cape Verde","CPV.19_1","São Salvador do Mundo",15154.5807304382,NA,NA,NA,NA,NA,NA,2020,"mean"
"CPV","Cape Verde","CPV.20_1","São Vicente",74313.849193573,NA,NA,NA,NA,NA,NA,2020,"mean"
"CPV","Cape Verde","CPV.21_1","Tarrafal",38250.3457107544,NA,NA,NA,NA,NA,NA,2020,"mean"
"CPV","Cape Verde","CPV.22_1","Tarrafal de São Nicolau",4231.78840351105,NA,NA,NA,NA,NA,NA,2020,"mean"
"DJI","Djibouti","DJI.1_1","Ali Sabieh",130718.770709038,NA,NA,NA,NA,NA,NA,2020,"mean"
"DJI","Djibouti","DJI.2_1","Dikhil",138112.937571883,1,0,0,1,0,0,2020,"mean"
"DJI","Djibouti","DJI.3_1","Djibouti",528999.315176964,NA,NA,NA,NA,NA,NA,2020,"mean"
"DJI","Djibouti","DJI.4_1","Obock",63309.7117214203,1,0,0,1,0,0,2020,"mean"
"DJI","Djibouti","DJI.5_1","Tadjourah",159070.5014292,1,0,0,1,0,0,2020,"mean"
"ERI","Eritrea","ERI.1_1","Anseba",623219.171703339,0.969592654043596,0.0304073459564042,0,0.952638324894142,0.047361675105858,0,2020,"mean"
"ERI","Eritrea","ERI.2_1","Debub",1099166.36945176,0.998828993545051,0.00117100645494897,0,0.99753858070113,0.00246141929887,0,2020,"mean"
"ERI","Eritrea","ERI.3_1","Debubawi Keyih Bahri",108017.713330586,1,0,0,1,0,0,2020,"mean"
"ERI","Eritrea","ERI.4_1","Gash Barka",900512.112167597,0.973789409896904,0.0262105901030958,0,0.972266767926075,0.0277332320739245,0,2020,"mean"
"ERI","Eritrea","ERI.5_1","Maekel",918911.637181282,0.979048447436726,0.0209515525632739,0,0.977957471910255,0.0220425280897449,0,2020,"mean"
"ERI","Eritrea","ERI.6_1","Semenawi Keyih Bahri",517135.982921362,0.995928233295596,0.00407176670440448,0,0.989824278793174,0.0101757212068264,0,2020,"mean"
"ETH","Ethiopia","ETH.1_1","Addis Abeba",3586099.36014557,0.923344239037892,0.0766557609621082,0,0.921760978438564,0.0782390215614356,0,2020,"mean"
"ETH","Ethiopia","ETH.2_1","Afar",1850140.1257192,0.993178115590427,0.00682188440957333,0,0.987849628994835,0.0121503710051654,0,2020,"mean"
"ETH","Ethiopia","ETH.3_1","Amhara",22315158.4290172,0.838701143370599,0.161298856629401,0,0.815810481978132,0.184189518021868,0,2020,"mean"
"ETH","Ethiopia","ETH.4_1","Benshangul-Gumaz",1158240.24917173,0.867717926506034,0.132282073493966,0,0.87944005026909,0.12055994973091,0,2020,"mean"
"ETH","Ethiopia","ETH.5_1","Dire Dawa",478202.027774811,0.983249578550745,0.0167504214492547,0,0.987222177308569,0.012777822691431,0,2020,"mean"
"ETH","Ethiopia","ETH.6_1","Gambela Peoples",571194.477861434,0.886842227793877,0.113157772206123,0,0.873674812458008,0.126325187541992,0,2020,"mean"
"ETH","Ethiopia","ETH.7_1","Harari People",250121.494064331,0.990067995778602,0.00993200422139814,0,0.987791946425702,0.0122080535742985,0,2020,"mean"
"ETH","Ethiopia","ETH.8_1","Oromia",39725158.446756,0.908524534854807,0.0914754651451931,0,0.894039256321757,0.105960743678243,0,2020,"mean"
"ETH","Ethiopia","ETH.9_1","Somali",6251260.30334234,0.998739849994536,0.00126015000546424,0,0.996779185757244,0.00322081424275622,0,2020,"mean"
"ETH","Ethiopia","ETH.10_1","Southern Nations, Nationalities and Peoples",21618708.2292939,0.894814043149158,0.105185956850842,0,0.889443158569089,0.110556841430912,0,2020,"mean"
"ETH","Ethiopia","ETH.11_1","Tigray",5965209.88973522,0.937106383295243,0.0628936167047571,0,0.949335041653322,0.0506649583466775,0,2020,"mean"
"GAB","Gabon","GAB.1_1","Estuaire",1059535.39715238,0.015555242855361,0.0153661250461861,0.969078632098453,0.185008272136507,0.0521619128971934,0.762829814966299,2020,"mean"
"GAB","Gabon","GAB.2_1","Haut-Ogooué",808008.175807536,0,0.0039153096003172,0.996084690399683,0,0.00378753565773891,0.996212464342261,2020,"mean"
"GAB","Gabon","GAB.3_1","Moyen-Ogooué",109178.838597067,0,0.00438413915272732,0.995615860847273,0,0.00534249786990268,0.994657502130097,2020,"mean"
"GAB","Gabon","GAB.4_1","Ngounié",151318.671373874,0.000196108960040967,0.0101815883790866,0.989622302660872,2.8441492414965e-05,0.0153014670855626,0.984670091422023,2020,"mean"
"GAB","Gabon","GAB.5_1","Nyanga",70385.9020173531,0,0.00321210685217352,0.996787893147826,0,0.00324456128660578,0.996755438713394,2020,"mean"
"GAB","Gabon","GAB.6_1","Ogooué-Ivindo",97184.010961026,0.000151461471858505,0.00720645852777425,0.992642080000367,0.000145297017280207,0.00688389558844457,0.992970807394275,2020,"mean"
"GAB","Gabon","GAB.7_1","Ogooué-Lolo",123678.580326498,0,0.00293478264759445,0.997065217352406,0,0.00335885802048836,0.996641141979512,2020,"mean"
"GAB","Gabon","GAB.8_1","Ogooué-Maritime",168629.840906576,0,0.00229826816945875,0.997701731830541,0,0.00290909053846979,0.99709090946153,2020,"mean"
"GAB","Gabon","GAB.9_1","Wouleu-Ntem",326773.991745725,0.00827210668806442,0.0220332180833351,0.969694675228601,0.0178412035197363,0.0255947885114594,0.956564007968804,2020,"mean"
"GHA","Ghana","GHA.1_1","Ashanti",6836087.50836599,0.332330210757118,0.152169246340583,0.515500542902299,0.540020365008895,0.100666989336327,0.359312645654778,2020,"mean"
"GHA","Ghana","GHA.2_1","Brong Ahafo",2881003.04660697,0.392401998588687,0.160386382303586,0.447211619107727,0.375905931935108,0.161033516940025,0.463060551124867,2020,"mean"
"GHA","Ghana","GHA.3_1","Central",2935003.50962257,0.386307545928393,0.170755339456655,0.442937114614952,0.52859720677762,0.163049372329276,0.308353420893104,2020,"mean"
"GHA","Ghana","GHA.4_1","Eastern",3354372.34451354,0.360204093459542,0.175098683762439,0.464697222778019,0.353239656077475,0.165399620224463,0.481360723698063,2020,"mean"
"GHA","Ghana","GHA.5_1","Greater Accra",5230832.46291018,0.684259861039555,0.134261824361751,0.181478314598694,0.714241595642889,0.147341276223656,0.138417128133456,2020,"mean"
"GHA","Ghana","GHA.6_1","Northern",3435256.28688613,0.569218215732815,0.123681088065851,0.307100696201334,0.539843926730576,0.149223917975947,0.310932155293477,2020,"mean"
"GHA","Ghana","GHA.7_1","Upper East",1158588.30262715,0.594085629126275,0.208639977260337,0.197274393613388,0.606729621570766,0.240274613241134,0.152995765188099,2020,"mean"
"GHA","Ghana","GHA.8_1","Upper West",845500.159719944,0.635538266922052,0.127470342880331,0.236991390197617,0.628259499887228,0.146855016881842,0.22488548323093,2020,"mean"
"GHA","Ghana","GHA.9_1","Volta",2771222.16870674,0.463376946446099,0.161285431430473,0.375337622123428,0.501744582625363,0.149463976928724,0.348791440445912,2020,"mean"
"GHA","Ghana","GHA.10_1","Western",2880456.56915998,0.184203710033092,0.141454669902947,0.674341620063961,0.304652159599934,0.137972080288152,0.557375760111914,2020,"mean"
"GIN","Guinea","GIN.1_1","Boké",1185493.58073589,0.449579375659048,0.159642709982504,0.390777914358448,0.40733084078281,0.138368687039658,0.454300472177532,2020,"mean"
"GIN","Guinea","GIN.2_1","Conakry",1669485.484447,0.308529178616459,0.089243369515744,0.602227451867797,0.353401121889317,0.160692801089083,0.4859060770216,2020,"mean"
"GIN","Guinea","GIN.3_1","Faranah",1087046.42024875,0.697995439054599,0.181925505508837,0.120079055436565,0.719479790766578,0.170024899348824,0.110495309884598,2020,"mean"
"GIN","Guinea","GIN.4_1","Kankan",2508928.29233491,0.630409861147631,0.278390433079007,0.0911997057733617,0.597150480367144,0.330901053054824,0.0719484665780322,2020,"mean"
"GIN","Guinea","GIN.5_1","Kindia",2065845.89699361,0.531776814959839,0.12941307517032,0.338810109869841,0.582783148545063,0.0967711408030544,0.320445710651883,2020,"mean"
"GIN","Guinea","GIN.6_1","Labé",1077438.57244897,0.788338674973307,0.129493380347019,0.0821679446796743,0.781442557762615,0.116138798342436,0.102418643894949,2020,"mean"
"GIN","Guinea","GIN.7_1","Mamou",784740.061406136,0.621945978067196,0.147813495759694,0.23024052617311,0.597359546762984,0.171958932228602,0.230681521008414,2020,"mean"
"GIN","Guinea","GIN.8_1","Nzérékoré",1689511.59247255,0.508873174496202,0.185073622830037,0.306053202673761,0.539117436219581,0.191590557162526,0.269292006617892,2020,"mean"
"GMB","Gambia","GMB.1_1","Banjul",309068.331512451,0.488616392759925,0.288997878595519,0.222385728644557,0.461651196522391,0.412295638827201,0.126053164650408,2020,"mean"
"GMB","Gambia","GMB.2_1","Lower River",86718.2615919113,0.83329495134448,0.0677910626869761,0.098913985968544,0.834640694360301,0.0618926033105226,0.103466702329176,2020,"mean"
"GMB","Gambia","GMB.3_1","Maccarthy Island",250864.837192297,0.771124821227618,0.108366596697884,0.120508582074498,0.750462936425718,0.122846458019735,0.126690605554548,2020,"mean"
"GMB","Gambia","GMB.4_1","North Bank",226388.616083622,0.775766435187824,0.125646074933673,0.098587489878503,0.75803601510583,0.143242998740516,0.0987209861536542,2020,"mean"
"GMB","Gambia","GMB.5_1","Upper River",273711.198740005,0.722013320185899,0.143772667442796,0.134214012371305,0.711115084159963,0.150784286837793,0.138100629002244,2020,"mean"
"GMB","Gambia","GMB.6_1","Western",1060943.61240292,0.67037908395443,0.166284390462986,0.163336525582583,0.522540819741795,0.306492137050722,0.170967043207483,2020,"mean"
"GNB","Guinea-Bissau","GNB.1_1","Bafatá",247584.971262693,0.588440052039593,0.0889548063904217,0.322605141569985,0.591646859301052,0.103762088260514,0.304591052438435,2020,"mean"
"GNB","Guinea-Bissau","GNB.2_1","Biombo",143315.583922625,0.441412139772316,0.00165982663460473,0.556928033593079,0.575927642946345,0.000399440089776834,0.423672916963878,2020,"mean"
"GNB","Guinea-Bissau","GNB.3_1","Bissau",380589.709217072,0.523338087911642,0.0676138469715273,0.409048065116831,0.570898267387993,0.0609595677624219,0.368142164849585,2020,"mean"
"GNB","Guinea-Bissau","GNB.4_1","Bolama",24732.100630641,0.709273808073694,0.0313995357806673,0.259326656145639,0.776955620879913,0.00737890924061293,0.215665469879474,2020,"mean"
"GNB","Guinea-Bissau","GNB.5_1","Cacheu",207936.354298279,0.532701665565083,0.0319253239252412,0.435373010509675,0.504499899604414,0.0398930688540037,0.455607031541582,2020,"mean"
"GNB","Guinea-Bissau","GNB.6_1","Gabú",265720.178174019,0.476622242000632,0.147445316862885,0.375932441136482,0.469115240957296,0.164848496055791,0.366036262986913,2020,"mean"
"GNB","Guinea-Bissau","GNB.7_1","Oio",263940.798791707,0.585342587856697,0.0664313893828172,0.348226022760486,0.545370623101391,0.0696850109707697,0.38494436592784,2020,"mean"
"GNB","Guinea-Bissau","GNB.8_1","Quinara",69504.8738941699,0.523291552666003,0.057941165858552,0.418767281475445,0.509047795791652,0.0603666272840906,0.430585576924258,2020,"mean"
"GNB","Guinea-Bissau","GNB.9_1","Tombali",98096.0084978342,0.499965718173837,0.049612598080503,0.45042168374566,0.554378999711909,0.041634155470992,0.403986844817099,2020,"mean"
"GNQ","Equatorial Guinea","GNQ.1_1","Annobón",2667.12534713745,NA,NA,NA,NA,NA,NA,2020,"mean"
"GNQ","Equatorial Guinea","GNQ.2_1","Bioko Norte",298672.642156601,0.238979580276958,0.251570595341148,0.509449824381894,0.241221233374507,0.209455242740314,0.549323523885179,2020,"mean"
"GNQ","Equatorial Guinea","GNQ.3_1","Bioko Sur",42519.1569843292,0.12858983528888,0.192397727433109,0.679012437278011,0.179559507660754,0.150361255937767,0.670079236401479,2020,"mean"
"GNQ","Equatorial Guinea","GNQ.4_1","Centro Sur",148819.945459604,0,0.0121417295705924,0.987858270429408,0,0.0127040367328996,0.9872959632671,2020,"mean"
"GNQ","Equatorial Guinea","GNQ.5_1","Kié-Ntem",182335.129407883,0.00420823532729931,0.0353723091994883,0.960419455473212,0.00286970227570048,0.0360345174218259,0.961095780302474,2020,"mean"
"GNQ","Equatorial Guinea","GNQ.6_1","Litoral",358113.613114476,0.00298416318590819,0.0333842309590765,0.963631605855015,0.00404130107180379,0.0394316331822645,0.956527065745932,2020,"mean"
"GNQ","Equatorial Guinea","GNQ.7_1","Wele-Nzas",198419.352456093,0,0.0118525682234106,0.988147431776589,0,0.0133781392104834,0.986621860789517,2020,"mean"
"KEN","Kenya","KEN.1_1","Baringo",804401.317004882,0.978538048801969,0.0213403452257542,0.000121605972276625,0.959397041950817,0.0402149016870521,0.000388056362130445,2020,"mean"
"KEN","Kenya","KEN.2_1","Bomet",1130100.43026499,0.580045342301622,0.196435499973883,0.223519157724496,0.636614321026327,0.139117695738428,0.224267983235244,2020,"mean"
"KEN","Kenya","KEN.3_1","Bungoma",2046278.91822019,0.616599008726989,0.235955905920431,0.14744508535258,0.685405928862318,0.162271447137686,0.152322623999997,2020,"mean"
"KEN","Kenya","KEN.4_1","Busia",955893.977796078,0.680642550782137,0.145503852539117,0.173853596678746,0.69194496597074,0.125881662430018,0.182173371599242,2020,"mean"
"KEN","Kenya","KEN.5_1","Elgeyo-Marakwet",502490.277923584,0.918436891590276,0.0810290200089765,0.000534088400747434,0.939268909098623,0.0595230077892387,0.00120808311213785,2020,"mean"
"KEN","Kenya","KEN.6_1","Embu",625166.124568089,0.918375791182881,0.0614323314814925,0.0201918773356265,0.888058546359555,0.0856067301005401,0.0263347235399053,2020,"mean"
"KEN","Kenya","KEN.7_1","Garissa",1490831.91278573,0.97027813806666,0.0111885918350106,0.0185332700983299,0.992932580467881,0.0028278733948667,0.00423954613725265,2020,"mean"
"KEN","Kenya","KEN.8_1","Homa Bay",1194125.12173629,0.666388545344163,0.185910931365495,0.147700523290342,0.684640407090942,0.158978334550066,0.156381258358993,2020,"mean"
"KEN","Kenya","KEN.9_1","Isiolo",182537.323158402,0.993853077161804,0.00345956761837194,0.00268735521982396,0.968389097978459,0.0185818395012278,0.0130290625203134,2020,"mean"
"KEN","Kenya","KEN.10_1","Kajiado",1022929.32593978,0.961401682177388,0.0238410564987782,0.0147572613238343,0.942375009619226,0.0401766624486601,0.0174483279321142,2020,"mean"
"KEN","Kenya","KEN.11_1","Kakamega",1925941.20621678,0.479456051630959,0.221397273978655,0.299146674390386,0.518469043423161,0.20436171531603,0.277169241260809,2020,"mean"
"KEN","Kenya","KEN.12_1","Kericho",1068156.30894332,0.530416889226258,0.249400634094793,0.220182476678949,0.52476247870717,0.171205365131243,0.304032156161587,2020,"mean"
"KEN","Kenya","KEN.13_1","Kiambu",1781996.50043793,0.857583378495504,0.0922376981975361,0.0501789233069601,0.901504348882715,0.0671487778798397,0.0313468732374453,2020,"mean"
"KEN","Kenya","KEN.14_1","Kilifi",1395627.57243669,0.803151962304864,0.0989254125286378,0.0979226251664983,0.621757037720292,0.152481328828069,0.225761633451639,2020,"mean"
"KEN","Kenya","KEN.15_1","Kirinyaga",652116.720494151,0.732075704184406,0.14633261844617,0.121591677369424,0.760051549583549,0.103858225376988,0.136090225039463,2020,"mean"
"KEN","Kenya","KEN.16_1","Kisii",1437405.48782349,0.515957967447097,0.170961933402667,0.313080099150236,0.515807284925457,0.170185012723576,0.314007702350967,2020,"mean"
"KEN","Kenya","KEN.17_1","Kisumu",1248101.56995392,0.629628616886572,0.170260728705694,0.200110654407735,0.745330716589927,0.1115765231111,0.143092760298973,2020,"mean"
"KEN","Kenya","KEN.18_1","Kitui",1276468.83583343,0.834093021060467,0.141372625461445,0.0245343534780881,0.930929607130296,0.0662810107251845,0.00278938214451906,2020,"mean"
"KEN","Kenya","KEN.19_1","Kwale",844420.403548263,0.78506846632572,0.0771795775036591,0.137751956170621,0.633320607472999,0.128568752451052,0.238110640075949,2020,"mean"
"KEN","Kenya","KEN.20_1","Laikipia",607870.776916265,0.960103051808556,0.0375459107258098,0.00235103746563404,0.934877367825194,0.0639429203181459,0.00117971185665968,2020,"mean"
"KEN","Kenya","KEN.21_1","Lamu",95018.5816333517,0.616546745685923,0.131587070852999,0.251866183461078,0.87798729201827,0.0486322052128349,0.0733805027688947,2020,"mean"
"KEN","Kenya","KEN.22_1","Machakos",1336989.86645269,0.95883590495008,0.0398832061544432,0.00128088889547661,0.951148133757929,0.0475569056698937,0.00129496057217746,2020,"mean"
"KEN","Kenya","KEN.23_1","Makueni",1108685.43980613,0.722994003897206,0.178198145982136,0.0988078501206582,0.795561138985989,0.147311075080099,0.0571277859339113,2020,"mean"
"KEN","Kenya","KEN.24_1","Mandera",2634770.12566757,1,0,0,1,0,0,2020,"mean"
"KEN","Kenya","KEN.25_1","Marsabit",349820.130833987,0.99688060662671,0.0031193933732903,0,0.920413233166864,0.0795867668331363,0,2020,"mean"
"KEN","Kenya","KEN.26_1","Meru",1726238.30218792,0.845619229351257,0.0933293330713033,0.0610514375774397,0.800448787748343,0.0917468724207948,0.107804339830862,2020,"mean"
"KEN","Kenya","KEN.27_1","Migori",1165761.14920759,0.584736141681101,0.239337890908107,0.175925967410792,0.588676256349048,0.203049362513805,0.208274381137147,2020,"mean"
"KEN","Kenya","KEN.28_1","Mombasa",1144229.96500397,0.455468365506358,0.173799902201337,0.370731732292305,0.45587879696401,0.186532349631172,0.357588853404819,2020,"mean"
"KEN","Kenya","KEN.29_1","Murang'a",1124812.08754327,0.764086288568927,0.103107911963089,0.132805799467984,0.755738011063798,0.101508405156356,0.142753583779847,2020,"mean"
"KEN","Kenya","KEN.30_1","Nairobi",4960933.49445486,0.931144337072231,0.0688556629277692,0,0.902383357631126,0.097616642368874,0,2020,"mean"
"KEN","Kenya","KEN.31_1","Nakuru",2363474.82880771,0.945412448987947,0.0545875510120528,0,0.941498785112309,0.0585012148876908,0,2020,"mean"
"KEN","Kenya","KEN.32_1","Nandi",1110395.55685551,0.718400903015847,0.185091012020124,0.0965080849640295,0.731878785573438,0.163439924170671,0.104681290255891,2020,"mean"
"KEN","Kenya","KEN.33_1","Narok",1330609.8642516,0.894805484301886,0.0797670747740561,0.025427440924058,0.848803494644921,0.0898279623889279,0.0613685429661515,2020,"mean"
"KEN","Kenya","KEN.34_1","Nyamira",769260.338233948,0.44900875512242,0.137741214142113,0.413250030735467,0.447255954934383,0.140745434196647,0.411998610868969,2020,"mean"
"KEN","Kenya","KEN.35_1","Nyandarua",687121.031998937,0.937745796972357,0.0546959168568485,0.0075582861707942,0.936880698431682,0.0628173748007423,0.000301926767575263,2020,"mean"
"KEN","Kenya","KEN.36_1","Nyeri",833941.304484949,0.702493601174338,0.16547571169603,0.132030687129632,0.720709018379127,0.126941000686564,0.152349980934309,2020,"mean"
"KEN","Kenya","KEN.37_1","Samburu",329472.075193919,0.975132913694571,0.0248670863054294,0,0.980500043685894,0.0194999563141054,0,2020,"mean"
"KEN","Kenya","KEN.38_1","Siaya",1074861.07771432,0.676258801152686,0.1833448786227,0.140396320224615,0.701005059118594,0.140541298821722,0.158453642059684,2020,"mean"
"KEN","Kenya","KEN.39_1","Taita Taveta",405156.54471004,0.921203254856022,0.046019365661508,0.03277737948247,0.795199206290509,0.0945370379380611,0.11026375577143,2020,"mean"
"KEN","Kenya","KEN.40_1","Tana River",463104.766336476,0.939636006323268,0.0149290873658864,0.0454349063108459,0.950202739738547,0.016093358368564,0.0337039018928891,2020,"mean"
"KEN","Kenya","KEN.41_1","Tharaka-Nithi",431571.639180172,0.874870652310807,0.077061300186478,0.0480680475027147,0.800733137420846,0.0731152264807953,0.126151636098359,2020,"mean"
"KEN","Kenya","KEN.42_1","Trans Nzoia",1190050.50722444,0.861055243188185,0.130572774577245,0.00837198223457023,0.913942384827811,0.0852122494469917,0.000845365725196892,2020,"mean"
"KEN","Kenya","KEN.43_1","Turkana",1230060.4972608,0.999883688549071,0.000116311450929554,0,0.99987178908349,0.000128210916510086,0,2020,"mean"
"KEN","Kenya","KEN.44_1","Uasin Gishu",1409960.90418893,0.91232660328662,0.0864858785459438,0.00118751816743582,0.926383155547573,0.0722224749801808,0.0013943694722462,2020,"mean"
"KEN","Kenya","KEN.45_1","Vihiga",725733.959703155,0.524505564522756,0.20142170077936,0.274072734697884,0.517648643755241,0.207790652795339,0.27456070344942,2020,"mean"
"KEN","Kenya","KEN.46_1","Wajir",1761079.21807912,1,0,0,1,0,0,2020,"mean"
"KEN","Kenya","KEN.47_1","West Pokot",782365.908722758,0.981412969347762,0.0185870306522379,0,0.971910965657804,0.0280890343421959,0,2020,"mean"
"LBR","Liberia","LBR.1_1","Bomi",143755.262317657,0.284481608435123,0.131981167495702,0.583537224069175,0.25830839916446,0.14036674290782,0.601324857927721,2020,"mean"
"LBR","Liberia","LBR.2_1","Bong",368040.38061738,0.0546583903968443,0.0915949559624511,0.853746653640705,0.0565007085425288,0.0906113762580898,0.852887915199381,2020,"mean"
"LBR","Liberia","LBR.3_1","Gbapolu",108570.697178602,0.0850080177918236,0.0963945970919294,0.818597385116247,0.165804012842927,0.096678845846151,0.737517141310922,2020,"mean"
"LBR","Liberia","LBR.4_1","Grand Cape Mount",155992.723791957,0.613426872307882,0.0658074494819964,0.320765678210122,0.778512738720722,0.0442255167843956,0.177261744494882,2020,"mean"
"LBR","Liberia","LBR.5_1","GrandBassa",250964.235837936,0.114361525507596,0.111121171149385,0.774517303343019,0.135588991314008,0.107588586912778,0.756822421773215,2020,"mean"
"LBR","Liberia","LBR.6_1","GrandGedeh",165983.930006742,0.00757636544070006,0.0523365494415882,0.940087085117712,0.00851939227464715,0.0578506836569978,0.933629924068355,2020,"mean"
"LBR","Liberia","LBR.7_1","GrandKru",59657.8309550285,0.773320518960373,0.113612066474326,0.113067414565301,0.824228656986571,0.0789575437851032,0.0968137992283258,2020,"mean"
"LBR","Liberia","LBR.8_1","Lofa",311727.201100111,0.0845180446550918,0.122215538017286,0.793266417327622,0.218662487568013,0.165169815088812,0.616167697343175,2020,"mean"
"LBR","Liberia","LBR.9_1","Margibi",357835.099094391,0.390569754767041,0.1275861745723,0.481844070660659,0.499674882068973,0.123737681095635,0.376587436835392,2020,"mean"
"LBR","Liberia","LBR.10_1","Maryland",158388.8431499,0.473624338487907,0.124577010511116,0.401798651000977,0.377327234410348,0.122544919841849,0.500127845747803,2020,"mean"
"LBR","Liberia","LBR.11_1","Montserrado",1335741.75012398,0.65075947222985,0.0746187209033403,0.27462180686681,0.736645031590057,0.0480697041767506,0.215285264233193,2020,"mean"
"LBR","Liberia","LBR.12_1","Nimba",554760.085332632,0.0390344886929216,0.0826107577519961,0.878354753555082,0.0664602814603934,0.0952875035428909,0.838252214996716,2020,"mean"
"LBR","Liberia","LBR.13_1","River Cess",92649.1354372501,0.174970605999628,0.123019819243914,0.702009574756458,0.229286517076142,0.124500996555718,0.64621248636814,2020,"mean"
"LBR","Liberia","LBR.14_1","River Gee",104065.852195501,0.166996271265792,0.113283044398653,0.719720684335555,0.251662295968915,0.13662895408503,0.611708749946055,2020,"mean"
"LBR","Liberia","LBR.15_1","Sinoe",116755.88156414,0.328397245281986,0.379624590354119,0.291978164363896,0.452261448632277,0.350611456321036,0.197127095046687,2020,"mean"
"LSO","Lesotho","LSO.1_1","Berea",297544.455370188,NA,NA,NA,NA,NA,NA,2020,"mean"
"LSO","Lesotho","LSO.2_1","Butha-Buthe",96068.0062103271,1,0,0,1,0,0,2020,"mean"
"LSO","Lesotho","LSO.3_1","Leribe",268017.693337917,NA,NA,NA,NA,NA,NA,2020,"mean"
"LSO","Lesotho","LSO.4_1","Mafeteng",169593.595931806,NA,NA,NA,NA,NA,NA,2020,"mean"
"LSO","Lesotho","LSO.5_1","Maseru",416146.622198939,NA,NA,NA,NA,NA,NA,2020,"mean"
"LSO","Lesotho","LSO.6_1","Mohale's Hoek",161124.308988988,NA,NA,NA,NA,NA,NA,2020,"mean"
"LSO","Lesotho","LSO.7_1","Mokhotlong",113431.505741476,1,0,0,1,0,0,2020,"mean"
"LSO","Lesotho","LSO.8_1","Qacha's Nek",62514.0898222625,NA,NA,NA,NA,NA,NA,2020,"mean"
"LSO","Lesotho","LSO.9_1","Quthing",114950.172723453,NA,NA,NA,NA,NA,NA,2020,"mean"
"LSO","Lesotho","LSO.10_1","Thaba-Tseka",127466.087925646,NA,NA,NA,NA,NA,NA,2020,"mean"
"MDG","Madagascar","MDG.1_1","Antananarivo",7959474.45430923,0.723098346939243,0.122227513948033,0.154674139112723,0.745981203307822,0.119480603555272,0.134538193136906,2020,"mean"
"MDG","Madagascar","MDG.2_1","Antsiranana",1996124.28603667,0.501029514747943,0.167417009457234,0.331553475794823,0.388136507019099,0.15700072872175,0.454862764259151,2020,"mean"
"MDG","Madagascar","MDG.3_1","Fianarantsoa",5673069.18118936,0.53751314466551,0.135223919876402,0.327262935458088,0.48543175445823,0.13934157030277,0.375226675239,2020,"mean"
"MDG","Madagascar","MDG.4_1","Mahajanga",3712882.7032666,0.541603929224883,0.169163301752946,0.289232769022171,0.547450213392934,0.158841697517462,0.293708089089603,2020,"mean"
"MDG","Madagascar","MDG.5_1","Toamasina",3566175.33081187,0.633484813856552,0.124989993351958,0.24152519279149,0.592266109766062,0.138873698013919,0.268860192220019,2020,"mean"
"MDG","Madagascar","MDG.6_1","Toliary",4535430.99337736,0.711345638667564,0.109468297519105,0.179186063813331,0.763533227163821,0.0847525402040653,0.151714232632114,2020,"mean"
"MLI","Mali","MLI.1_1","Bamako",3166166.00222778,0.479697115716812,0.511947041091537,0.00835584319165159,0.502354108199716,0.490120957906325,0.00752493389395876,2020,"mean"
"MLI","Mali","MLI.2_1","Gao",912983.694678411,0.9993980003154,0.000601999684599625,0,0.999255380828009,0.000744619171991353,0,2020,"mean"
"MLI","Mali","MLI.3_1","Kayes",2931603.5198349,0.681151212255881,0.28901134844944,0.0298374392946788,0.687975869424199,0.28112327046942,0.0309008601063808,2020,"mean"
"MLI","Mali","MLI.4_1","Kidal",132740.222213848,1,0,0,1,0,0,2020,"mean"
"MLI","Mali","MLI.5_1","Koulikoro",4620732.23392618,0.66708911871181,0.315346865042655,0.0175640162455349,0.567418747686956,0.410770097321859,0.0218111549911841,2020,"mean"
"MLI","Mali","MLI.6_1","Mopti",2901244.23788226,0.949264926332937,0.0393507788747248,0.0113842947923383,0.934387483937554,0.0481800346843652,0.0174324813780805,2020,"mean"
"MLI","Mali","MLI.7_1","Ségou",3366379.4005658,0.779370112631469,0.19746840488062,0.0231614824879107,0.742808359988345,0.229520270404982,0.0276713696066722,2020,"mean"
